Строка поиска	Translation
В таблице <%1> не найдены колонки: %2	Tabel <%1> ei leitud kõlarid: %2
В таблице <%1> не получилось активизировать поле <%2>.	Tabel <%1> ei õnnestunud aktiveerida väli <%2>.
В таблице <%1> нет строк для выбора.	Tabel <%1> pole ridade valimiseks.
В таблице <%1> ожидали получить <%2> строк, а получили <%3> строк.	Tabel <%1> oodata, et saada <%2> rida, ja said <%3> rida.
В таблице <%1> ожидали получить %2 %3 строк, а получили <%4> строк.	Tabel <%1> oodata, et saada %2 %3 rida, ja said <%4> rida.
В таблице <%1> ожидали получить больше <%2> строк, а получили <%3> строк.	Tabel <%1> oodata, et saada rohkem <%2> rida, ja said <%3> rida.
В таблице <%1> ожидали получить больше или равно <%2> строк, а получили <%3> строк.	Tabel <%1> oodata, et saada suurem või võrdne <%2> rida, ja said <%3> rida.
В таблице <%1> ожидали получить меньше <%2> строк, а получили <%3> строк.	Tabel <%1> oodata, et saada vähem kui <%2> rida, ja said <%3> rida.
В таблице <%1> ожидали получить меньше или равно <%2> строк, а получили <%3> строк.	Tabel <%1> oodata, et saada väiksem või võrdne <%2> rida, ja said <%3> rida.
В таблице <%1> отсутствует колонка <%2>, указанная в параметрах.	Tabel <%1> puudub veerg <%2>, указанная seadetes.
В таблице <%1> поле с заголовком <%2> не найдено.	Tabel <%1> väli, mille teemaks on <%2> ei leitud.
В таблице <%1> поле с именем <%2> не найдено.	Tabel <%1> väli nimega <%2> ei leitud.
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	Tabel <%1> välja <%2> ootasid avada rippmenüü, kuid ei oodanud.
В таблице не найдена колонка <%1>	Tabelis ei leitud veerg <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	Tabelis parameetrid ei edastatud nimi uue profiili. Veerg <Kasutajanimi>
В таблице подключений уже есть подключение с именем <%1>	Tabelis ühenduste juba on ühendus nimega <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	Laud dokumendis %1 kõlarid ja oodatud %2 kõlarid.
В табличном документе %1 строк, а ожидалось %2 строк.	Laud dokumendis %1 rida ja oodatud %2 rida.
В табличном документе %1 строк, а ожидалось, что он пустой.	Laud dokumendis %1 rida, ning eeldati, et see on tühi.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	Laud dokumendis veerus <%1> väärtus ei vasta tingimusele "Väärtus veerus %2 %3'. Praegune väärtus veerus <%4>. Mitmeid <%5> veerg <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Laud dokumendis veerus <%1> ootasid väärtus <%2> ja leidnud <%3>. Mitmeid <%4> veerg <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Laud dokumendis veerus <%1> ootasid, et ei ole tähtis <%2> ja leidnud <%3>. Mitmeid <%4> veerg <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	Laud dokumendis veerus nr%1 väärtus= <%2> ja oodatud <%3>
В табличном документе колонка <%1> не найдена.	Laud dokumendis veerg <%1> ei leitud.
В файле <%1> нашли строки, а ожидали, что их нет:%2	Failis <%1> leidnud reas ja ootasid, et neid ei ole:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	Failis <%1> ei leidnud reas ja ootasid, et nad seal on:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	On фиче <%1> script <%2> leitud silt erand <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	On фиче <%1> script <%2> leitud silt valik <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	Samm tuleb kanda tabelisse Gherkin, milles on 2 või rohkem rida.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	Viide tabelis on kaks veergu sama pealkirja: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Lülitage lipu <Luba silumine sõnumid> et näha mida meeskond.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Внутреняя viga. Mittetäielik täitmine puu metaandmed. Puudub objekt, mis tüüp - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Внутреняя viga. Mittetäielik täitmine struktuuri viide tüüpi - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	Kogu manustatud script <%1> on saadetud <%2> tabelid, ja see võtab vaid <%3> tabelid.
Возможно это обработка для обычных форм, а не для управляемых форм.	Võib-olla on see töötlemine tavapärastest, mitte õnnestus vorme.
Возможно это обработка для управляемых форм, а не для обычных форм.	Võib-olla on see töötlemine õnnestus kujul, mitte tavalised vormid.
Все проверки пройдены.	Kõik kontrollid läbitud.
Вызов метода <%1>: %2	Kõne meetod <%1>: %2
Выпадающий список <%1> не был сформирован.	Rippnimekiri <%1> ei ole moodustatud.
Выпадающий список <%1> не открылся для ввода текста.	Rippnimekiri <%1> ei avati teksti sisestamiseks.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	Rippnimekiri <%1>. Lootsime, et seal on tekst %2, ja said %3.
Выпадающий список с заголовком <%1> не найден.	Rippnimekiri pealkiri <%1> ei leitud.
Выпадающий список с именем <%1> не найден.	Rippmenüü nimega <%1> ei leitud.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	Skripte on lõppenud. OLID VEAD.
Выполнение сценариев закончено. Ошибок не было.	Skripte on lõppenud. Vigu ei olnud.
Выполняю	Teen
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	Väljend <%1> pöördus võrdne <%2> ja ootasid <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Generaator paigutuse tegelikke andmeid: Ei oska töödelda selline tüüp <%1>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Grupp, mille teemaks on <%1> ei leitud.
Группа с именем <%1> не найдена.	Rühm nimega <%1> ei leitud.
Данные по основному подключению Клиента тестирования перезаполнены.	Andmed esmase ühendamise Testclient перезаполнены.
Данный шаг не работает с таблицами.	See samm ei tööta tabelitega.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Teen üldine pilt.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Teen restardi TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Teen lahtipakkimise %1
Делаю скриншот.	Teen screenshot.
Делаю скриншоты всех окон 1С.	Teen pildid, kõik aknad 1S.
Длительность MP3 = 0. Файл=%1	Kestus MP3 = 0. Fail=%1
Для <%1> не найдено документа основания	<%1> ei leitud dokumendi põhjust
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Luua EPF peab olema paigaldatud 1Script. Cmd peaks toimuma meeskond: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Ühendus nimega <%1> muudetud port ühenduse määratud sadamasse juba tabelis ühendusi.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Praeguse tabeli lahtrid <%1> praegune väärtus on <%2> ja ootasid <%3>
Для шага <%1> не найден EPF файл.	Pigi <%1> ei leitud EPF faili.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Üksuse vormi %1 praegune väärtus on <%2> ja ootasid <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Lahtri <%1> tabelid <%2> praegune väärtus on <%3> ja ootasid <%4>
Добавил шаг: %1	Lisatud samm: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Tuleb kanda vähemalt 1 rida
Должна оставаться строка подключения текущего клиента	Peab jääma rida ühendada praeguse kliendi
Должно быть передано 2 строки	Peaks olema üle 2 rida
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Tuleb edastada vähemalt 2 rida. Esimene rida nimesid, kõlarid, teine ja järgmised andmed kontrollida.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Koormatud ese.Nime %1, %Tüüp 2
Загрузил новую версию	Uue versiooni alla laadinud
Загрузил снипеты из кеш	Saatis снипеты välja vahemälu
Закладка с заголовком <%1> не найдена.	Järjehoidja pealkiri <%1> ei leitud.
Закладка с именем <%1> не найдена.	Järjehoidja nimega <%1> ei leitud.
Закончились фичи. Не стал назначать раннеру фичу.	Lõppenud фичи. Ei saanud määrata раннеру фичу.
Закрытие TestClient <%1>	Sulgemise TestClient <%1>
Записал файл статуса билда: %1	Salvestatud fail staatuse билда: %1
Записался корректный элемент.	Registreerusin korrektne element.
Записываю %1	Kirjutan %1
Запись действий пользователя закончена.	Konto kasutaja tegevus on lõppenud.
Запись действий пользователя начата.	Konto kasutaja tegevust alustatud.
Запись действий пользователя приостановлена.	Konto kasutaja tegevus on peatatud.
Запись действий пользователя продолжена.	Konto kasutaja tegevust jätkata.
Запускаю генерацию epf.	Saan põlvkonna epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Väärtus (%1) täidetud ja ожидалась незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Väärtus (%1) ei ole täidetud, ning ожидалась заполненность%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Väärtus [%1:%2]. Ootasime <%3> ja said <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Väärtus <%1> suurem või võrdne kui <%2> ning oodatud on väiksem. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Väärtus <%1> rohkem kui <%2> ning oodatud on väiksem või võrdne. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Parameetri väärtus on %1: oodata <%2> sai <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Parameetri väärtus on %1: oodata alamstringi <%2>, <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parameetri väärtus timeout error ootab peab olema number. Saadetud väärtus: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Rekvisiidid <%1>: Otsin väärtus <%2>, kuid ei leidnud.
Изменения формы обработаны.	Muudatused vormi töödeldud.
Изменилось имя формы: было: %1, стало: %2	Muutunud vormi nimi: oli: %1, muutunud: %2
имеет длину	pikkus on
имеет тип	tüüp on
Именованная область %1 не найдена;	Nimeline piirkond %1 ei leitud
ИмяКомпьютера <%1>; порт <%2>	ИмяКомпьютера <%1>
ИмяПроцедуры	Procedurename
ИмяФайла	Failinimi
Искали в %1 подстроку %2, но не нашли.%3	Otsisid %1 alamstringi %2, kuid ei ole leidnud.%3
Исключение для просмотра значения.	Erand vaatamiseks väärtused.
Ищу снипеты в каталоге	Otsin снипеты kataloogi
Ищу сценарии в каталоге	Otsin skriptid kataloogi
Каталог <%1> не найден.	Kataloog <%1> ei leitud.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Kataloog ЗаписьВидеоКаталогДляВременныхФайлов <%1> ei ole olemas.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Kataloog ЗаписьВидеоКаталогДляВременныхФайлов <%1> pole määratud.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML ei ole määratud.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown ei ole määratud.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты ei ole määratud.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Nupp paneeli avatud akende <%1> ei leitud.
Кнопка панели разделов <%1> не найдена.	Nupp paneeli vaheseinad <%1> ei leitud.
Кнопка с именем <%1> не найдена.	Nupp nimega <%1> ei leitud.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Nupp nimega <%1> ei leitud. ТекущееОкно=%2
кнопка, которую требуется нажать	nupp, mida on vaja vajutada
Кнопка/команда с заголовком <%1> не найдена.	Nupp/meeskond, mille teemaks on <%1> ei leitud.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Nupp/meeskond, mille teemaks on <%1> ei leitud. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Mitu sekundit дял ühenduse TestClient: %1
Команда меню <%1> не найдена в панели функций.	Menüü käsk <%1> ei leitud paneeli funktsioone.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Meeskond ОстановитьЗаписьВидео tagastas tagasi kood = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Meeskond siduda mp3 ei õnnestunud. Fail1=%1, Fail2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Meeskond oli loendi faili kataloogi ei õnnestu. Kataloog = %1
Команда системы реализована только под Windows.	Meeskond süsteemi rakendada ainult Windows.
Константа %1 не заполнена.	Konstant %1) ei ole täidetud.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1 command:%2
между	vahel
меньше	vähem
меньше или равно	on väiksem või võrdne
Надо сделать перезапуск фреймворка тестирования.	Vaja teha restart фреймворка katsetamine.
Найден активный элемент формы	Leitud aktiivne element vormi
Найден упавший сценарий.	Leitud vähenenud stsenaarium.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Leitud vorm: ТекстЗаголовка=%1, Vorminimi=%2. Aken <%3>
Найдено %1 окон.	Leiti %1 aknad.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Leiti rohkem kui ühe vormi väljad pealkiri <%1>. Soovitatav otsida element nimega.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Leitud rida tabelis <%1>:%2
не	ei
Не верный формат области <%1>. %2	Ei ole kindel formaat valdkonnas <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Ei ole võimalik avada vorm on abstraktne objekt, täpsustage linki
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Ei ole kõik teenuse kõlarid määranud. Päring peab olema tingimata kõlarid %1
не выполнен	ei täideta
Не дождались отображения окна TestClient. Таймаут <%1>	Ei oodanud akna ekraani TestClient. Timeout <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Ei ole määratud registripidaja, et arvestust registrist %1. Muutuja %2
Не заполнен служебный параметр КаталогИнструментов.	Ei ole täis kasuliku parameeter КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Ei tuntud tüüp parameetri ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Mitte kasutada
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Ei saa maha laadida staatus skriptid, t. kanti kataloogi, mitte fail.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Ei saa maha laadida staatus skriptid, t. kataloogi %1) ei ole olemas.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Ei saa сфомировать aruanne Allure. Ei ole olemas kataloog trükkida aruande.
Не найден Клиент тестирования для подключения..	Ei leitud TestClient ühendamiseks.
Не найден активный элемент формы.	Ei leitud aktiivne element vormi.
НЕ найден инструмент по созданию скриншотов.	EI leitud vahend luua pilte.
Не найден каталог библиотеки: %1	Ei leitud raamatukogu kataloogi: %1
Не найден каталог инструментов: %1	Ei leitud vahendid kataloogi: %1
Не найден лог перегенерации EPF.	Ei leitud log перегенерации EPF.
Не найден макет %1 ошибка: %2	Ei leitud paigutus %1 viga: %2
Не найден перевод для шага <%1>	Ei leitud tõlge pigi <%1>
Не найден пользователь ИБ по имени <%1>	Ei leitud kasutaja ИБ nimega <%1>
Не найден профиль Клиента тестирования <%1>	Profiili ei leitud TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Ei leitud faili tee JSON. Parameeter: VBParams.
Не найден тип шага <%1>	Ei leitud tüüp sammu <%1>
Не найден файл <%1>	Faili ei leitud <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Faili ei leitud paigutuse <%1> kataloogi projekti <%2>
Не найден файл после распаковки: %1	Faili ei leitud pärast lahtipakkimist: %1
Не найден файл словаря замен. <%1>	Faili ei leitud sõnastiku asendused. <%1>
Не найден файл служебной базы. <%1>	Faili ei leitud juhtimise alused. <%1>
Не найден файл толстого клиента <%1>	Faili ei leitud paksu kliendi <%1>
Не найден элемент дерева по данным поиска	Ei leitud puit element vastavalt otsing
Не найден элемент Статистика на форме VB.	Ei leitud element Statistika vormis VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Ei leitud standard paigutuse <%1>. Tühi kataloog projekti.
Не найдена активная форма.	Ei leitud aktiivne vorm.
Не найдена группа командного интерфейса <%1>	Ei leitud rühm käsu interface <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Ei leitud rida tabelis ДанныеКлиентовТестирования <Nimi=See klient>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Ei leitud rida näiteid uues struktuuris script. <%1>
Не найдена строка сценария.	Ei leitud rida skripti.
Не найдена таблица для редактирования.	Ei leitud tabeli redigeerimiseks.
Не найдена установка VLC.	Ei leitud install VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Ei leitud märksõna <%1> keel <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Ei leitud ühtegi aknad 1S. Teen tavaline pilt.
Не найдено ни одного сообщения пользователю.	Ei leitud ühtegi postitust kasutaja.
Не найдено ни одного сценария. Запись видео невозможна.	Ei leitud ühtegi stsenaariumi. Video salvestamine ei ole võimalik.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Ei leitud ühtegi rida tabeli kliendid test, mis sisaldas <runner>
Не найдено окно VanessaAutomation в раннере %1	Ei leitud aken VanessaBehavior on раннере %1
Не найдено окно VanessaAutomation.	Ei leitud aken VanessaBehavior.
Не найдено окно предупреждения.	Ei leitud hoiatus kasti.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Ei leidnud väärtus rekvisiidid on spr: ИмяСпр=%1, Nimetus=%2, ИмяРек=%3, СтроковокПредставление=%4
Не нашел колонку: %1	Ei leidnud veerg: %1
Не нашел профиля TestClient с именем <%1>	Ei leidnud profiili TestClient nimega <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Ei leidnud profiili TestClient nimega <%1> kuigi ta peab olema aktiivne hetkel.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Ei leidnud profiili TestClient nimega <%1> et seda sulgeda.
Не нашел путь к 1cv8c.exe: %1	Ei leidnud viis 1cv8c.exe: %1
Не нашли меню функций раздела.	Ei leidnud valikute osas.
Не нашли окно с заголовком <%1>	Ei leidnud akna päis <%1>
Не нашли панель открытых окон.	Ei leidnud klapp on avatud aknad.
Не нашли панель разделов.	Ei leidnud paneel vaheseinad.
Не нашли профиль <%1> в таблице TestClient.	Ei leidnud profiili <%1> tabel TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Ei leidnud profiili <%1> тестируемом eksemplaris Vanessa-behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Ei leidnud käivitada režiim <%1>. Võimalik, et on vaja täpsustada tühikuga, nt "Giidiga taotlus"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Ei leidnud käivitada režiim <%1>. Võimalik, et on vaja täpsustada tühikuga, nt <Õnnestus taotluse>
Не нашли таблицу с именем <%1>	Ei leidnud tabeli nimega <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Ei leidnud element <%1> kogumise ja tahaks, et ta oli galeriis.%2
Не обнаружено активное окно.	Tuvastatud ei ole aktiivne aken.
Не ожиданное значение у переменной ТипСравнения: <%1>	Ei ожиданное väärtus muutuja ТипСравнения: <%1>
Не описано действие для кнопки <%1>	Ei ole kirjeldatud tegevus nupule <%1>
Не определена фича для выполнения на раннере №0.	Ei ole määratud фича täitmiseks раннере nr 0.
Не передан каталог фич для обработки. Используется %1\features	Ei ole üle antud kataloogi фич töötlemiseks. Kasutada %1\features
Клиент тестирования не подключен.	Ei ole ühendatud Testclient.
Не получилось закрыть активное окно. %1	Ei ole õnnestunud aktiivse akna. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Ei ole õnnestunud kindlaks teha aktiivse akna TestClient Kontekstis.
Не получилось определить активное окно Клиента тестирования.	Ei ole õnnestunud kindlaks teha aktiivse akna TestClient.
Не получилось получить значение таблицы <%1>	Ei õnnestunud saada tabeli väärtus <%1>
Не получилось прочитать параметр запуска.	Ei jõuagi lugeda parameeter algust.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Ei jõuagi teha valik väljale <%1> väärtus <%2>. %3
Не получилось создать тестовый MP3	Ei õnnestunud luua test MP3
Не реализовано.	Ei rakendata.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Ei suutnud tabelis <%1> teha, et valida loendist valida <%2> rea <%3>
Не смог выделить все строки в таблице <%1>. %2	Ei suutnud valida kõik read tabelis <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Ei ole suutnud täita käsku saada koordinaadid ekraanil kõik aknad 1S tegumiribal.
Не смог выполнить команду. <%1>	Ei ole suutnud täita käsku. <%1>
Не смог вычислить выражение: %1	Ei suutnud arvutada avaldis: %1
Не смог загрузить %1. %2	Ei suutnud alla laadida %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Ei suutnud andmebaasi koormus dt: %1. ПутьКDT: %2. Toetuse staatus: %3
Не смог загрузить снипеты из %1	Ei suutnud alla laadida снипеты %1
Не смог закрыть окно %1	Ei saanud sulge aken %1
Не смог закрыть окно повторно %1	Ei saanud sulge aken uuesti %1
Не смог запустить конфигуратор. <%1>	Ei suutnud käivitada configurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Ei suutnud välja saadetud parameetrid JSON määrata kataloogi aruande Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Ei suutnud välja saadetud parameetrid JSON määrata kataloogi aruande CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Ei suutnud välja saadetud parameetrid JSON määrata kataloogi aruande rongid.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Ei suutnud leida andmeid, et ühendada kliendi profiili test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Ei suutnud leida mooduli kood kuju failis ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Ei suutnud leida avatud configurator.
Не смог найти сохранненное значение по переменой <%1>	Ei suutnud leida сохранненное väärtuse muutusega <%1>
Не смог обработать XML в UILogToScript.	Ei suutnud töödelda XML UILogToScript.
Не смог обработать параметры в строке <%1>	Ei saanud hakkama seaded reas <%1>
Не смог определить длительность у файла: %1	Ei suutnud tuvastada kestus on faili: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Ei suutnud tuvastada СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Ei suutnud kindlaks teha järgmine samm teha.
Не смог определить тип значения для строки: %1	Ei suutnud kindlaks, mis tüüpi väärtused read: %1
Не смог перейти к строке фильтра <%1>	Ei suutnud liikuda real filter <%1>
Не смог по переменной <%1> найти сохраненное значение.	Ei suutnud muutuja <%1> leida salvestatud väärtus.
Не смог подключить TestClient.	Ei suutnud ühendada TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Ei suutnud ühendada TestClient. Katkestamise operatsiooni aeg sai otsa <%1>
Не смог подключить обработку <%1>	Ei suutnud ühendada töötlemise <%1>
