Строка поиска	Translation
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	I tabell <%1> fältet <%2> förvänta sig att öppna den nedrullningsbara listan, men vänta inte.
В таблице не найдена колонка <%1>	Inte finns i tabellen kolumn <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	Tabellen inställningar har inte överförts till den nya profilen ett namn. Kolumn <connection Name>
В таблице подключений уже есть подключение с именем <%1>	I samband tabellen redan har en anslutning som heter <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	I tabell dokument '%1 ' kolumner, förväntas %2 kolumner.
В табличном документе %1 строк, а ожидалось %2 строк.	I tabell dokument %1 rader men förväntas %2 rader.
В табличном документе %1 строк, а ожидалось, что он пустой.	I tabell dokument %1 rader, och det var väntat att den är tom.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	I tabell dokument i kolumnen <%1> - värdet inte stämmer tillstånd "med Värdet i kolumn %2% 3'. Det aktuella värdet i kolumn <%4>. Ett flertal <%5>, kolumn <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	I tabell dokument i kolumnen <%1> förväntades <%2>, fann <%3>. Ett antal <%4>, kolumn <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	I tabell dokument i kolumnen <%1> förväntas att det kommer att vara värdet av <%2>, fann <%3>. Ett antal <%4>, kolumn <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	I tabell dokument i kolumnen antal %1 värde= <%2> , förväntas <%3>
В табличном документе колонка <%1> не найдена.	Dokumentet finns i en tabellkolumn <%1> kunde inte hittas.
В файле <%1> нашли строки, а ожидали, что их нет:%2	I filen <%1> funna rader, och förväntas att de inte finns:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	I filen <%1> hittades inte linjer, och förväntade sig vad de fick:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	I bonusspelet <%1> - skript <%2> - taggen finns undantag <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	I bonusspelet <%1> - skript <%2> hittade tag utbud <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	För att klara Gurka tabell, där 2 eller fler rader.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	I referenstabellen det finns två kolumner med samma rubrik: %1.
ВерсияVA	ВерсияVA
ВерсияПлатформы	Wereperformed
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Tur flagg <Aktivera debug-meddelanden> för att se kommandot exekveras.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Internt fel. Ofullständig fyllning av metadata träd. Inga objekt som utgör en typ - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Internt fel. Ofullständig strukturer referenstyper - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	Den kapslade-skript <%1> överfördes till <%2> tabeller, och det tar bara <%3 tabeller.
Возможно это обработка для обычных форм, а не для управляемых форм.	Kanske är detta en behandling för normala former, inte för managed former.
Возможно это обработка для управляемых форм, а не для обычных форм.	Kanske är det en behandling för managed former och inte konventionella former.
Все проверки пройдены.	Alla kontroller som gått.
Вызов метода <%1>: %2	Samtal metod <%1>: %2
Выпадающий список <%1> не был сформирован.	Den nedrullningsbara listan med <%1> var inte bildas.
Выпадающий список <%1> не открылся для ввода текста.	Den nedrullningsbara listan med <%1> var inte öppnas för inmatning av text.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	Den nedrullningsbara listan med <%1>. Räkna med att det kommer att bli sms: a %2, fick %3.
Выпадающий список с заголовком <%1> не найден.	Den nedrullningsbara listan med titeln <%1> kunde inte hittas.
Выпадающий список с именем <%1> не найден.	Den nedrullningsbara listan med namnet <%1> kunde inte hittas.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	Skript är klar. DET HAR VARIT FEL.
Выполнение сценариев закончено. Ошибок не было.	Skript är klar. Inga fel.
Выполняю	Utföra
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	Uttrycket <%1> var lika med <%2>, förväntas <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Generatorn av utformningen av verkliga data: vet Inte hur man hanterar den här typen <%1>
ГолосовойДвижок - OK	Groovadelia - OK
Группа с заголовком <%1> не найдена.	Den grupp med titeln <%1> kunde inte hittas.
Группа с именем <%1> не найдена.	Den grupp med namnet <%1> kunde inte hittas.
Данные по основному подключению Клиента тестирования перезаполнены.	Data för nationella sammanhang Testclient peripapillary.
Данный шаг не работает с таблицами.	Detta steg inte arbeta med tabeller.
ДатаВремяОшибки	Datarelease
Делаю общий скриншот.	Göra en skärmdump.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Gör en omstart TESTCLIENT. Opisaniyami=%1
Делаю распаковку %1	Gör packa %1
Делаю скриншот.	Göra en skärmdump.
Делаю скриншоты всех окон 1С.	Göra skärmdumpar av alla Windows-1C.
Длительность MP3 = 0. Файл=%1	Varaktighet MP3 - = 0. File=%1
Для <%1> не найдено документа основания	För <%1> inte hittat dokumentet Foundation
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	För att generera EPF bör installeras 1Script. I cmd kommandot ska köras: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	För att ansluta med namnet <%1> förändrat port, den angivna porten är redan i samband tabellen.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	För den aktuella cellen i tabellen <%1> aktuella värdet är <%2>, förväntas <%3>
Для шага <%1> не найден EPF файл.	För-steg - <%1> hittades inte EPF-fil.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	För ett formulärelement %1 det aktuella värdet är <%2>, förväntas <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	För cell <%1> i tabellen <%2> det aktuella värdet är <%3>, förväntas <%4>
Добавил шаг: %1	Extra steg: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Måste ha gått minst 1 linje
Должна оставаться строка подключения текущего клиента	Bör vara anslutningssträngen för den aktuella klienten
Должно быть передано 2 строки	Måste överföras till 2 rader
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Måste lämnas in minst 2 rader. Den första raden med kolumnnamn, den andra och följande uppgifter för kontroll.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Det hämtade objektet.Namn, %1, Skriv %2
Загрузил новую версию	Bara ladda ner den nya versionen
Загрузил снипеты из кеш	Har laddat upp snuttar från cache
Закладка с заголовком <%1> не найдена.	Fliken med rubriken <%1> kunde inte hittas.
Закладка с именем <%1> не найдена.	Bokmärke med namnet <%1> kunde inte hittas.
Закончились фичи. Не стал назначать раннеру фичу.	Slutade funktioner. Inte utse runner funktionen.
Закрытие TestClient <%1>	Utgående TestClient <%1>
Записал файл статуса билда: %1	Inspelad i status-fil av att bygga: %1
Записался корректный элемент.	Undertecknad upp rätt objekt.
Записываю %1	Rekord %1
Запись действий пользователя закончена.	Registrera användarens åtgärder.
Запись действий пользователя начата.	Register över användarens aktivitet är igång.
Запись действий пользователя приостановлена.	Register över användarens aktivitet är avstängd.
Запись действий пользователя продолжена.	Inspelning av användarens åtgärder fortsatt.
Запускаю генерацию epf.	Starta generation av epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Värde (i%1) är fylld och den förväntade vakanser %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Värde (i%1) är inte klar och förväntade slutförandet%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Värdet av [%1:%2]. Förväntade <%3>, fick <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Värdet av <%1> är större än eller lika med <%2>, och förväntade sig mindre. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Värdet av <%1> mer än <%2>, och förväntade sig mindre än eller lika med. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Parameter värde %1: förväntad <%2>, fick <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Parameter värde %1: förväntat delsträng <%2> <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parameter timeout måste vara ett nummer. Gick värde: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	Sachanandani: Rekvisita <%1>: Letar du efter <%2> hittades inte.
Изменения формы обработаны.	Ändra formen behandlas.
Изменилось имя формы: было: %1, стало: %2	Har bytt namn på den form: ålder: %1: %2
имеет длину	har en längd av
имеет тип	är av typ
Именованная область %1 не найдена;	Ett namngivet område '%1 ' hittades inte
ИмяКомпьютера <%1>; порт <%2>	Datornamn <%1>
ИмяПроцедуры	Imprecatory
ИмяФайла	Filnamn
Искали в %1 подстроку %2, но не нашли.%3	Sökte på %1 delsträng %2, men inte hittat.%3
Исключение для просмотра значения.	Ett undantag för att visa värdet.
Ищу снипеты в каталоге	Letar efter strängar i katalogen
Ищу сценарии в каталоге	Letar du efter skript i katalogen
Каталог <%1> не найден.	Katalog <%1> kunde inte hittas.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Katalog ЗаписьВидеоКаталогДляВременныхФайлов <%1> existerar inte.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Katalog ЗаписьВидеоКаталогДляВременныхФайлов <%1> är inte specificerat.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML inte anges.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown inte anges.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты inte anges.
КаталогДляОбработки=%1	Catalogdisplaymode=%1
Кнопка панели открытых окон <%1> не найдена.	Knappen panelen öppna Windows - <%1> kunde inte hittas.
Кнопка панели разделов <%1> не найдена.	Knappen på panelen avsnitt <%1> kunde inte hittas.
Кнопка с именем <%1> не найдена.	Knappen med namnet <%1> kunde inte hittas.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Knappen med namnet <%1> kunde inte hittas. Tecomeae=%2
кнопка, которую требуется нажать	den knapp som du vill klickar du på
Кнопка/команда с заголовком <%1> не найдена.	Knapp/ - kommandot header <%1> kunde inte hittas.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Knapp/ - kommandot header <%1> kunde inte hittas. Tecomeae=%2
Количество секунд дял подключения TestClient: %1	Det antal sekunder tills anslutningen TestClient: %1
Команда меню <%1> не найдена в панели функций.	Menyn kommando <%1> hittades inte i funktionen bar.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Team Ostanovitsya tillbaka returkod = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Team förena mp3 är inte utförs. File1=%1, Fil2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Kommandot för att erhålla fil lista av katalogen misslyckas. Katalog = %1
Команда системы реализована только под Windows.	Laget system genomförs endast under Windows.
Константа %1 не заполнена.	Variabeln %1 inte är fylld.
КопироватьФайлКомандаСистемы:%1 команда:%2	Copyrightedmaterial:%1 kommando:%2
между	mellan
меньше	mindre
меньше или равно	mindre än eller lika med
Надо сделать перезапуск фреймворка тестирования.	Det är nödvändigt att göra en omstart av ram-test.
Найден активный элемент формы	Hittade aktiva form element
Найден упавший сценарий.	Hittade den fallna manus.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Hittade form: Texttagtable=%1, Formname=%2. Fönster <%3>
Найдено %1 окон.	Fann %1 Windows.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Hittade fler än ett fält med rubriken <%1>. Det rekommenderas att söka på del av namn.
НачатьЗаписьДействийПользователя:%1	Nachtspeicherheizung:%1
Нашли строки в таблице <%1>:%2	Hittade den rad i tabellen <%1>:%2
не	inte
Не верный формат области <%1>. %2	Inte rätt format regionen <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Det är inte möjligt att öppna abstrakt form av objektet länk
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Inte alla service kolumn. Begäran måste vara i kolumn %1
не выполнен	inte utförs
Не дождались отображения окна TestClient. Таймаут <%1>	Inte vänta tills fönstret visa TestClient. Timeout <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Inte nämnda Registrar för poster i registret %1. Variabeln %2
Не заполнен служебный параметр КаталогИнструментов.	Inte fylld tjänsten parameter Catalogentries.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Inte känd typ av alternativ i ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Använd inte
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Kan inte ladda upp den status av manus, eftersom det var överföras till katalogen, inte en fil.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Kan inte ladda upp status för manuset eftersom katalogen %1 inte existerar.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Kan inte sformirovat rapport Lockelse. Det är ingen katalog för produktionen av rapporten.
Не найден Клиент тестирования для подключения..	Inte hittat TestClient att ansluta.
Не найден активный элемент формы.	Hittade inte den aktiva formen element.
НЕ найден инструмент по созданию скриншотов.	INTE hittat verktyg för att skapa skärmdumpar.
Не найден каталог библиотеки: %1	Inte hittat bibliotekets katalog: %1
Не найден каталог инструментов: %1	Inte hittat det verktyg katalog: %1
Не найден лог перегенерации EPF.	Inte hittat logga EPF förnyelse.
Не найден макет %1 ошибка: %2	Inte hittat layout %1 fel: %2
Не найден перевод для шага <%1>	Inte hittat översättning-för-steg - <%1>
Не найден пользователь ИБ по имени <%1>	Inte hittat användaren säkerhet namn <%1>
Не найден профиль Клиента тестирования <%1>	Ingen profil finns TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Inte hittat vägen till JSON-fil. Parameter: VBParams.
Не найден тип шага <%1>	Inte hittat steg typ <%1>
Не найден файл <%1>	Filen hittades inte <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Inte hittat layout-filen <%1> i projektkatalogen <%2>
Не найден файл после распаковки: %1	Filen kunde inte hittas efter uppackning: %1
Не найден файл словаря замен. <%1>	Inte hittas i ordlistan fil som ersättare. <%1>
Не найден файл служебной базы. <%1>	Filen kunde inte hittas tjänst bas. <%1>
Не найден файл толстого клиента <%1>	Filen kunde inte hittas fet klient <%1>
Не найден элемент дерева по данным поиска	Inte hittat det element som träd enligt sök
Не найден элемент Статистика на форме VB.	Inslag som inte finns Statistik på VB form.
Не найден эталон макета <%1>. Пустой каталог проекта.	Inte hittat standard layouten <%1>. En tom katalog projektet.
Не найдена активная форма.	Hittade inte den aktiva formen.
Не найдена группа командного интерфейса <%1>	Grupp inte finns kommando gränssnittet <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Ingen rad hittades i tabellen Danielandamari med <Namn på=kunden>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Inte funnit en rad exempel i en nästlad struktur av skriptet. <%1>
Не найдена строка сценария.	Inte hittat skriften rad.
Не найдена таблица для редактирования.	Hittade inte den tabell som du vill redigera.
Не найдена установка VLC.	Inte hittat installera VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Hittades inte <%1> språk <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Hittade aldrig ett fönster 1C. Göra en normal skärmbild.
Не найдено ни одного сообщения пользователю.	Inte hittat något meddelande till användaren.
Не найдено ни одного сценария. Запись видео невозможна.	Inte ett scenario. Video inspelning omöjligt.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Inte hittat några rader i kund-tabellen test, som skulle innehålla <runner>
Не найдено окно VanessaAutomation в раннере %1	Inte hittat fönster VanessaBehavior till runner %1
Не найдено окно VanessaAutomation.	Inte hittat fönster VanessaBehavior.
Не найдено окно предупреждения.	Inte hittat varning fönster.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Inte hittat det erforderliga värdet från SPR: Kaspr=%1 Name=%2, Name=%3, Stratovista=%4
Не нашел колонку: %1	Inte hittat kolumn: %1
Не нашел профиля TestClient с именем <%1>	Inte hittat TestClient profil med namnet <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Inte hittat TestClient profil med namnet <%1> även om det måste vara aktiv för tillfället.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Inte hittat TestClient profil med namnet <%1> för att stänga det.
Не нашел путь к 1cv8c.exe: %1	Inte hittat vägen till 1cv8c.exe: %1
Не нашли меню функций раздела.	Hittade menyn funktioner avsnitt.
Не нашли окно с заголовком <%1>	Inte hittat ett fönster med en titel <%1>
Не нашли панель открытых окон.	Inte hittat det bar av öppna Fönster.
Не нашли панель разделов.	Inte hittat panelen avsnitt.
Не нашли профиль <%1> в таблице TestClient.	Inte hittat profil <%1> i tabellen TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Inte hittat profil <%1> i det testade exempel Vanessa-beteende.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Inte hittat startläge <%1>. Du kan behöva ange ett mellanslag, till exempel, "Lyckades ansökan"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Inte hittat startläge <%1>. Du kan behöva ange ett mellanslag, till exempel <Lyckats program> >
Не нашли таблицу с именем <%1>	Inte hittat tabell med namnet <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Hittades inte <%1> i samlingen, och ville ha den i samlingen.%2
Не обнаружено активное окно.	Inte hittat det aktiva fönstret.
Не ожиданное значение у переменной ТипСравнения: <%1>	Inte förväntat värde har variabeln Tipirovaniya: <%1>
Не описано действие для кнопки <%1>	Inte beskrivs de åtgärder för knappen <%1>
Не определена фича для выполнения на раннере №0.	Inte angivna funktionen för att köras på löpare Nr 0.
Не передан каталог фич для обработки. Используется %1\features	Inte överförs till funktionen för bearbetning. Med hjälp av %1\funktioner
Клиент тестирования не подключен.	Inte ansluten Testclient.
Не получилось закрыть активное окно. %1	Misslyckades med att stänga det aktiva fönstret. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Det går inte att fastställa den aktiva fönstret TestClient ur sitt Sammanhang.
Не получилось определить активное окно Клиента тестирования.	Det går inte att fastställa den aktiva fönstret TestClient.
Не получилось получить значение таблицы <%1>	Misslyckades med att få värdet av tabellen <%1>
Не получилось прочитать параметр запуска.	Misslyckades med att läsa startparametern.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Kunde inte göra ett val i fältet <%1> <%2>. %3
Не получилось создать тестовый MP3	Misslyckades med att skapa MP3-test
Не реализовано.	Inte genomföras.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Kunde inte i tabellen <%1> för att välja från en lista med alternativ <%2> <%3>
Не смог выделить все строки в таблице <%1>. %2	Kunde inte välja alla rader i tabellen <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Kunde inte köra kommandot för att få koordinater på skärmen av alla Windows-1: or i aktivitetsfältet.
Не смог выполнить команду. <%1>	Kunde inte utföra kommandot. <%1>
Не смог вычислить выражение: %1	Misslyckades med att lösa uttryck: %1
Не смог загрузить %1. %2	Kunde inte ladda %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Kunde inte ladda databas från dt: %1. ПутьКDT: %2. Avkastningen status: %3
Не смог загрузить снипеты из %1	Misslyckades med att läsa in snuttar från %1
Не смог закрыть окно %1	Kunde inte stänga fönstret %1
Не смог закрыть окно повторно %1	Inte kunde stänga fönstret, åter %1
Не смог запустить конфигуратор. <%1>	Att inte kunna köra Konfiguratorn. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Kunde inte gått JSON parametrar för att bestämma den katalog av Tjusningen rapport.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Kunde inte gått JSON parametrar för att bestämma den katalog av rapporten CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Kunde inte gått JSON parametrar för att bestämma den katalog av jUnit rapport.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Kunde inte hitta uppgifter för att ansluta kunden profil test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Kunde inte hitta modulens kod i form i filen, Emailform.
Не смог найти открытый конфигуратор.	Kunde inte hitta en öppen Configurator.
Не смог найти сохранненное значение по переменой <%1>	Kunde inte hitta sohranenie värdet för variabeln <%1>
Не смог обработать XML в UILogToScript.	Misslyckades med att bearbeta XML-i UILogToScript.
Не смог обработать параметры в строке <%1>	Kunde inte behandla de parametrar on line <%1>
Не смог определить длительность у файла: %1	Kunde inte bestämma varaktigheten av fil: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Kunde inte bestämma Sledujuschaja på: %1
Не смог определить следующий шаг для выполнения.	Kunde inte bestämma nästa steg för att utföra.
Не смог определить тип значения для строки: %1	Kunde inte bestämma värde typ string: %1
Не смог перейти к строке фильтра <%1>	Kunde inte gå till raden <%1>
Не смог по переменной <%1> найти сохраненное значение.	Inte på rörlig <%1> för att hitta det sparade värdet.
Не смог подключить TestClient.	Kunde inte ansluta TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Kunde inte ansluta TestClient. Avbryta timeout <%1>
Не смог подключить обработку <%1>	Kunde inte ansluta bearbetning <%1>
Не смог подключить профиль TestClient <%1>	Kunde inte ansluta profil TestClient <%1>
Не смог подставить в строку параметры: <%1>	Det gick inte att ange strängen parametrar: <%1>
Не смог получить данные файла <%1>	Kunde inte få data i filen <%1>
Не смог получить значение из строки запуска	Kunde inte få värde från strängen börjar
Не смог получить значение поля <%1> у таблицы <%2>.%3	Kunde inte få värdet i fältet <%1> i tabellen <%2>.%3
Не смог получить значение таблицы <%1>	Kunde inte få värdet av tabellen <%1>
Не смог получить значение табличного документа <%1>	Kunde inte få värdet i tabellen i dokumentet <%1>
Не смог получить количество строк у таблицы <%1>	Misslyckades med att få antal rader från tabellen <%1>
Не смог получить макет %1	Kunde inte få den layout %1
Не смог получить состяние таблицы <%1>	Misslyckades med att få i ett sinnestillstånd av tabellen <%1>
Не смог получить строки таблицы <%1>	Kunde inte få en rad i tabellen <%1>
