Строка поиска	Translation
В списке нет значения <%1>	የሚሰጡዋቸውን ነው እሴቶች <%1>
В строке <%1> не найдена подстрока <%2>	ውስጥ ቅድሚያ <%1> የሚሰጡዋቸውን ሰዎች substring <%2>
В сценарии <%1> найден тег исключение <%2>	ውስጥ ስክሪፕት <%1> ቅድሚያ የሚሰጡዋቸውን የተለየ <%2>
В сценарии <%1> найден тег отбор <%2>	ውስጥ ስክሪፕት <%1> ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን <%2>
В таблице <%1>  НЕ найдено значение %2, а оно должно было быть.	በዚህ ሠንጠረዥ <%1> ሆኗል እሴት, %2, ግምገማዎች አሁን እንደ.
В таблице <%1>  нет колонки <%2>	በዚህ ሠንጠረዥ <%1> አዳዲስ ስፋት <%2>
В таблице <%1> в строке №%2 найдено значение %3, а его не должно было быть.	በዚህ ሠንጠረዥ <%1> በግራ መስመር ቁጥር%2 እሴት ስምዎ %3 ነገር ግን አልነበረም.
В таблице <%1> найдено <%2> значений. А ожидали <%3>. Имя колонки <%4>. Искомое значение <%5>	በዚህ ሠንጠረዥ <%1> ተገኝቷል <%2>. እንደ የሚጠበቅ <%3>. ስም ስፋት <%4>. ወደ እሴት <%5>
В таблице <%1> не найдено ни одной строки	በዚህ ሠንጠረዥ <%1> ስምዎ አሁን የሚሰጡዋቸውን
В таблице <%1> не найдено ячейки с заголовком <%2>	በዚህ ሠንጠረዥ <%1> አይደለም አዳዲስ ግምገማዎች አሁን ካሉት አናት ላይ ነው <%2>
В таблице <%1> не найдены колонки: %2	በዚህ ሠንጠረዥ <%1> ሆኗል ስፋት: %2
В таблице <%1> не получилось активизировать поле <%2>.	በዚህ ሠንጠረዥ <%1> ን አሁን መስክ <%2>.
В таблице <%1> нет строк для выбора.	በዚህ ሠንጠረዥ <%1> አዳዲስ ይገናኛሉ ቅድሚያ.
В таблице <%1> ожидали получить <%2> строк, а получили <%3> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር <%2> መስመሮች ነገር ግን በመስጠት <%3> የሚሰጡዋቸውን.
В таблице <%1> ожидали получить %2 %3 строк, а получили <%4> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር ወደ %2% 3 የሚሰጡዋቸውን ነገር ግን በመስጠት <%4>.
В таблице <%1> ожидали получить больше <%2> строк, а получили <%3> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር ጋር <%2> መስመሮች ነገር ግን በመስጠት <%3> የሚሰጡዋቸውን.
В таблице <%1> ожидали получить больше или равно <%2> строк, а получили <%3> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር ጋር አንድ እኩል ወይም <%2> መስመሮች ነገር ግን በመስጠት <%3> የሚሰጡዋቸውን.
В таблице <%1> ожидали получить меньше <%2> строк, а получили <%3> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር ጋር ያነሰ <%2> መስመሮች ነገር ግን በመስጠት <%3> የሚሰጡዋቸውን.
В таблице <%1> ожидали получить меньше или равно <%2> строк, а получили <%3> строк.	በዚህ ሠንጠረዥ <%1> ተጠብቆ ነበር አሁን ያነሰ ወይም እኩል <%2> መስመሮች ነገር ግን በመስጠት <%3> የሚሰጡዋቸውን.
В таблице <%1> отсутствует колонка <%2>, указанная в параметрах.	በዚህ ሠንጠረዥ <%1> ስምዎ ስፋት <%2>, Yasna ውስጥ.
В таблице <%1> поле с заголовком <%2> не найдено.	በዚህ ሠንጠረዥ <%1> መስክ ርዕስ <%2>.
В таблице <%1> поле с именем <%2> не найдено.	በዚህ ሠንጠረዥ <%1> መስክ ስም <%2>.
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	በዚህ ሠንጠረዥ <%1>. <%2> ግምገማዎች በይፋ ጋር ግምገማዎች ተቆልቋይ ዝርዝር በቀዳሚ ግምገማዎች.
В таблице не найдена колонка <%1>	በቀዳሚ የሚገኘው ሰንጠረዥ ዓምድ <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	.. አልነበሩም መተግበሪያዎችዎ ወደ አዲሱ የመገለጫ ስም. ስፋት <የሚሰጡዋቸውን ስም>
В таблице подключений уже есть подключение с именем <%1>	ውስጥ.. ግምገማዎች አሁን ላይ የሚሰጡዋቸውን <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	ውስጥ tabular ሰነድ '%1 ' ቀለሞች, የሚጠበቅ %2 ተደግፏል.
В табличном документе %1 строк, а ожидалось %2 строк.	በዚህ ሠንጠረዥ ሰነድ %1 ይገናኛሉ ግን የዘመኑ %2 የሚሰጡዋቸውን.
В табличном документе %1 строк, а ожидалось, что он пустой.	በዚህ ሠንጠረዥ ሰነድ %1 ይገናኛሉ, ተጠብቆ ነበር ማለት ነው.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	ውስጥ tabular ሰነድ ውስጥ ስፋት <%1> እሴት ግምገማዎች ቅድሚያ የሚሰጡዋቸውን 'እሴት ነው ስፋት %2% 3'. አሁን እሴት ነው ስፋት <%4>. ግምገማ ቁጥር <%5>, ስፋት <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	ውስጥ tabular ሰነድ ውስጥ ስፋት <%1> ተጠብቆ ነበር <%2>, ስምዎ <%3>. ግምገማ ብዛት <%4>, ስፋት <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	ውስጥ tabular ሰነድ ውስጥ ስፋት <%1> ተጠብቆ ነበር ማለት በይፋ እሴት ነው <%2>, ስምዎ <%3>. ግምገማ ብዛት <%4>, ስፋት <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	ውስጥ tabular ሰነድ ውስጥ ስፋት ቁጥር %1 እሴት ቅድሚያ የሚሰጡዋቸውን <%2> , . <%3>
В табличном документе колонка <%1> не найдена.	ሰነድ ውስጥ ሰንጠረዥ ዓምድ <%1> ነበር.
В файле <%1> нашли строки, а ожидали, что их нет:%2	ውስጥ ፋይሉን <%1> አዳዲስ ግምገማዎች በይፋ, የሚጠበቅ የሚታወሱ የለም:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	ውስጥ ፋይሉን <%1> ሆኗል መስመሮች እና የዘመኑ ይሠሩት ሆኗል:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	ውስጥ የሚሰጡዋቸውን <%1> ነው ስክሪፕት <%2> ቅድሚያ የሚሰጡዋቸውን የተለየ <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	ውስጥ የሚሰጡዋቸውን <%1> ነው ስክሪፕት <%2> ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	ከሰነድ ጋር Gherkin ሰንጠረዥ የሚሰጡዋቸውን 2 ወይም ተጨማሪ የሚሰጡዋቸውን.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	ውስጥ ማጣቀሻዎች ሰንጠረዥ ሁለት ቀለሞች በተመሳሳይ አርእስት: %1.
ВерсияVA	ВерсияVA
ВерсияПлатформы	Wereperformed
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	ስለጀመሩ ቅድሚያ <መገለጫዎ..> መገለጫዎ ጋር ትእዛዝ በይፋ የሚሰጡዋቸውን.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	የውስጥ. ያልተሟላ ሙላት ወደ ሜታዳታ. አዳዲስ አልተቻለም, ቢዎጣ ግምገማ ዓይነት - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	የውስጥ. ያልተሟላ አወቃቀር ማጣቀሻዎች አይነቶች - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	ወደ nested ስክሪፕት <%1> ነበር. <%2> ቅድሚያ, ግምገማዎች <%3> ቅድሚያ.
Возможно это обработка для обычных форм, а не для управляемых форм.	ምናልባት ይህ ህክምና ላይ መደበኛ ቅርጾች, በቀዳሚ ግምገማዎች በይፋ ቅጾች.
Возможно это обработка для управляемых форм, а не для обычных форм.	አዳዲስ ግምገማዎች አያያዝ ላይ በይፋ ቅፆች ሳይሆን ስለጀመሩ.
Все проверки пройдены.	ሁሉም ይገናኛሉ ግምገማዎች.
Вызов метода <%1>: %2	ቅድሚያ የሚሰጡዋቸውን <%1>: %2
Выпадающий список <%1> не был сформирован.	ተቆልቋዩን. <%1> አልነበረም አዳዲስ ግምገማዎች.
Выпадающий список <%1> не открылся для ввода текста.	ተቆልቋዩን. <%1> ነበር እንጂ አሁን ላይ የጽሑፍ ግቤት.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	ተቆልቋዩን. <%1>. አዳዲስ ግምገማዎች ይሆናል ከጽሑፉ %2 ነገር %3.
Выпадающий список с заголовком <%1> не найден.	ተቆልቋዩን ዝርዝር አሁን ርዕስ <%1> ነበር.
Выпадающий список с именем <%1> не найден.	ወደ ተቆልቋይ ዝርዝሩ ከሌሎች ስም <%1> ነበር.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	ስክሪፕት አፈፃፀም ነው. ለመግለጥና.
Выполнение сценариев закончено. Ошибок не было.	ስክሪፕት አፈፃፀም ነው. አዳዲስ.
Выполняю	አንድ
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	ቅድሚያ <%1> ነበር እኩል <%2>, . <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	አቶ ቅድሚያ ጊዜ እቅድ ዘመን እውነተኛ ውሂብ: ግምገማዎች በይፋ እንዴት ጋር ይገናኛሉ ይታያል <%1>
ГолосовойДвижок - OK	Groovadelia - .
Группа с заголовком <%1> не найдена.	ቡድን ጋር ግንኙነት ርዕስ <%1> ነበር.
Группа с именем <%1> не найдена.	ቡድን ጋር ግንኙነት ስም <%1> ነበር.
Данные по основному подключению Клиента тестирования перезаполнены.	የሚሰጡዋቸውን ቅድሚያ የሚሰጡዋቸውን Testclient peripapillary.
Данный шаг не работает с таблицами.	ይህ እርምጃ ግምገማዎች ቅድሚያ.
ДатаВремяОшибки	Datarelease
Делаю общий скриншот.	በቀዳሚ ግምገማዎች ባለሥልጣን.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	አሁን መገለጫዎ TESTCLIENT. Opisaniyami ቅድሚያ የሚሰጡዋቸውን%1
Делаю распаковку %1	በቀዳሚ ግምገማዎች ላይ unpacking %1
Делаю скриншот.	በቀዳሚ ግምገማዎች.
Делаю скриншоты всех окон 1С.	በቀዳሚ ግምገማዎች ላይ ቅጽበታዊ ገጽ እይታዎች ሁሉ ዊንዶውስ 1C.
Длительность MP3 = 0. Файл=%1	የሚሰጡዋቸውን MP3 ቅድሚያ የሚሰጡዋቸውን 0. ፋይል ቅድሚያ የሚሰጡዋቸውን%1
Для <%1> не найдено документа основания	ደረጃ አልተሰጠውም <%1> የሚሰጡዋቸውን ሰዎች ሰነድ ፋውንዴሽን
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	አንድ አርትዕ ግምገማዎች ላይ ያለው ስለጀመሩ 1Script. ውስጥ ይታያል. አቶ ትዕዛዝ በመስጠት ማስኬድ oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	ጋር ስሙ <%1> ተቀየረ ቅድሚያ የሚሰጡዋቸውን ወደብ, አልተሰጠም ቅድሚያ የሚሰጡዋቸውን ውስጥ...
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	የአሁኑ ስለጀመሩ ቅድሚያ <%1> የአሁኑ እሴት ነው <%2>, . <%3>
Для шага <%1> не найден EPF файл.	ደረጃ አልተሰጠውም እርምጃ <%1> ሆኗል አርትዕ.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	ደረጃ ቅጽ ቅድሚያ %1 የአሁኑ እሴት ነው <%2>, . <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	ደረጃ አልተሰጠውም ቅድሚያ <%1> ውስጥ ሰንጠረዥ <%2> የአሁኑ እሴት ነው <%3>, . <%4>
Добавил шаг: %1	አዳዲስ ቅድሚያ: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	የግድ ሆኗል ቢያንስ ቅድሚያ 1
Должна оставаться строка подключения текущего клиента	አዳዲስ ግምገማዎች. ሕብረቁምፊ ነው የአሁኑ ውሎች
Должно быть передано 2 строки	የግድ መተግበሪያዎችዎ ወደ 2 መስመሮች
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	የግድ ሆኗል በትንሹ 2. የመጀመሪያው ቆሻሻን ስፋት ስሞች ሁለተኛው እና የሚከተሉት ውሂብ..
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	መጠቀም ስለጀመሩ.ስሙ, %1, ዓይነቱ %2
Загрузил новую версию	ደረጃ ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን
Загрузил снипеты из кеш	የሚሰጡዋቸውን ሰዎች ነፃ ሆነው ይታያል
Закладка с заголовком <%1> не найдена.	የሚሰጡዋቸውን አሁን ርዕስ <%1> ነበር.
Закладка с именем <%1> не найдена.	መለያ ምልክት ከሌሎች ስም <%1> ነበር.
Закончились фичи. Не стал назначать раннеру фичу.	የሚሰጡዋቸውን. ያዩ appoint ድረስ የታዘዘ.
Закрытие TestClient <%1>	ይቋቋም TestClient <%1>
Записал файл статуса билда: %1	አሁን ባለው ሁኔታ ፋይል ቤት ለመገንባት: %1
Записался корректный элемент.	አንድ ትክክለኛ.
Записываю %1	ሪከርድ %1
Запись действий пользователя закончена.	ሪከርድ የተጠቃሚ እርምጃዎች.
Запись действий пользователя начата.	የኢትዮጵያ ሪከርድ ነው የተጠቃሚ እንቅስቃሴን.
Запись действий пользователя приостановлена.	የኢትዮጵያ ሪከርድ ነው የተጠቃሚ እንቅስቃሴን.
Запись действий пользователя продолжена.	ቀረጻ የተጠቃሚ እርምጃዎች ቀጠለ.
Запускаю генерацию epf.	አዳዲስ ግምገማዎች ወደ ትውልድ ነው አርትዕ.
Значение (%1) заполнено, а ожидалась незаполненность %2	እሴት (%1) አንድ እና ስለጀመሩ ቅድሚያ %2
Значение (%1) не заполнено, а ожидалась заполненность%2	እሴት (%1) ሳይሆን አንድ የዘመኑ ይታያል%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	በጣም ነው ኢየሱስም%1:%2 ከዚህም. የዘመኑ <%3>, ሆኗል <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	በጣም ነው <%1> ይህ ታላቅ እኩል ወይም ይልቅ <%2>,.. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	በጣም ነው <%1> አፕሊኬሽን <%2>,. ያነሰ ወይም እኩል. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Parameter እሴት %1: የሚጠበቅ <%2>, ሆኗል <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Parameter እሴት %1: . substring <%2> <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parameter ቅድሚያ አለባቸው ቁጥር. አዳዲስ ግምገማዎች እሴት: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	Sachanandani: . <%1>: አልተሰጠውም <%2>.
Изменения формы обработаны.	ለውጥ ቅድሚያ የሚሰጡዋቸውን.
Изменилось имя формы: было: %1, стало: %2	ተቀየረ ስም ቅጽ: አሮጌ: %1 ቅድሚያ: %2
имеет длину	ግምገማ የሚሰጡዋቸውን
имеет тип	ይህ ፋይል
Именованная область %1 не найдена;	ግምገማ የሚባል የሚሰጡዋቸውን '%1 '.
ИмяКомпьютера <%1>; порт <%2>	ComputerName <%1>
ИмяПроцедуры	Imprecatory
ИмяФайла	Filename
Искали в %1 подстроку %2, но не нашли.%3	አሁን በዚህ %1 substring %2 ነገር ግን.%3
Исключение для просмотра значения.	የተለየ ጋር ያለውን እሴት.
Ищу снипеты в каталоге	አዳዲስ ግምገማዎች ይታያል ውስጥ የማውጫ
Ищу сценарии в каталоге	አዳዲስ ግምገማዎች አሁን ነው የማውጫ
Каталог <%1> не найден.	ማውጫ <%1> ነበር.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	ማውጫ ЗаписьВидеоКаталогДляВременныхФайлов <%1> የለም.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	ማውጫ ЗаписьВидеоКаталогДляВременныхФайлов <%1> አይደለም አልተሰጠም.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML አይደለም አልተሰጠም.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown አይደለም አልተሰጠም.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты አይደለም አልተሰጠም.
КаталогДляОбработки=%1	Catalogdisplaymode ቅድሚያ የሚሰጡዋቸውን%1
Кнопка панели открытых окон <%1> не найдена.	የሚሰጡዋቸውን የሚሰጡዋቸውን ክፍት መስኮት <%1> ነበር.
Кнопка панели разделов <%1> не найдена.	የሚሰጡዋቸውን የሚሰጡዋቸውን ክፍሎች <%1> ነበር.
Кнопка с именем <%1> не найдена.	የሚሰጡዋቸውን ስም <%1> ነበር.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	የሚሰጡዋቸውን ስም <%1> ነበር. Tecomeae ቅድሚያ የሚሰጡዋቸውን%2
кнопка, которую требуется нажать	የሚሰጡዋቸውን የሚፈልጉትን ጠቅ ያድርጉ
Кнопка/команда с заголовком <%1> не найдена.	የሚሰጡዋቸውን/ትዕዛዝ አርእስት <%1> ነበር.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	የሚሰጡዋቸውን/ትዕዛዝ አርእስት <%1> ነበር. Tecomeae ቅድሚያ የሚሰጡዋቸውን%2
Количество секунд дял подключения TestClient: %1	ቁጥር. ድረስ የሚሰጡዋቸውን TestClient: %1
Команда меню <%1> не найдена в панели функций.	የሚሰጡዋቸውን ትዕዛዝ <%1> አልነበረም የሚገኘው የሚሰጡዋቸውን.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	አዳዲስ ግምገማዎች Ostanovitsya በይፋ መመለስ ኮድ የቤትእንስሳት %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	አዳዲስ ግምገማዎች ይገናኛሉ mp3 አይደለም.. File1 ቅድሚያ የሚሰጡዋቸውን%1, File2 ቅድሚያ የሚሰጡዋቸውን%2, Файл3 ቅድሚያ የሚሰጡዋቸውን%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	የሚለውን ትዕዛዝ ደረጃ ለማግኘት ብቻ የሚጠቅም ፋይል የሚሰጡዋቸውን ቅድሚያ የሚሰጡዋቸውን. ቅድሚያ የሚሰጡዋቸውን %1
Команда системы реализована только под Windows.	ወጣቶቹ ሥርዓት ብቻ የሚሰጡዋቸውን ስር መስኮት.
Константа %1 не заполнена.	አቶ ቅድሚያ %1 በቀዳሚ.
КопироватьФайлКомандаСистемы:%1 команда:%2	Copyrightedmaterial:%1%2
между	መካከል
меньше	ያነሰ
меньше или равно	ያነሰ ወይም እኩል
Надо сделать перезапуск фреймворка тестирования.	ግምገማዎች ጋር ይገናኛሉ ጊዜ የሚሰጡዋቸውን.
Найден активный элемент формы	አዳዲስ ግምገማዎች ንቁ ቅጽ እንዳሏቸውም
Найден упавший сценарий.	አዳዲስ ግምገማዎች የወደቀውን.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	ደረጃ ቅጽ: Texttagtable ቅድሚያ የሚሰጡዋቸውን%1, Formname ቅድሚያ የሚሰጡዋቸውን%2. መስኮት <%3>
Найдено %1 окон.	ደረጃ %1.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	ደረጃ ከአንድ ቅጽ መስክ አሁን ርዕስ <%1>. ግምገማዎች የተብራራ ቅድሚያ.
НачатьЗаписьДействийПользователя:%1	Nachtspeicherheizung:%1
Нашли строки в таблице <%1>:%2	አዳዲስ ግምገማዎች ይታያል ውስጥ ሰንጠረዥ <%1>:%2
не	በቀዳሚ
Не верный формат области <%1>. %2	በቀዳሚ መብት የሚሰጡዋቸውን ክልል <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	አይደለም ተጠቃሚ ግምገማዎች አዳዲስ ግምገማዎች መልክ ነው አልተቻለም አገናኝ
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	በቀዳሚ ግምገማዎች ላይ አገልግሎት ስፋት. ለመጠየቅ የግድ ነው ስፋት %1
не выполнен	በቀዳሚ.
Не дождались отображения окна TestClient. Таймаут <%1>	ያዩ ደረጃ መስኮት ቅድሚያ TestClient. ቅድሚያ <%1>
Не задан регистратор для записей регистра %1. Переменная %2	በቀዳሚ አልተሰጠም Registrar ወደ መዝገብ ቤት ይገናኛሉ %1. ቅድሚያ %2
Не заполнен служебный параметр КаталогИнструментов.	በቀዳሚ አንድ አገልግሎት parameter ነው Catalogentries.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	ታኖራለህ ዓይነት ይገናኛሉ ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	አዳዲስ.
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	በቀዳሚ ግምገማዎች ላይ መስቀል ቅድሚያ ይገናኛሉ ግምገማዎች. ወደ ማውጫ እንጂ ፋይል.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	በቀዳሚ ግምገማዎች ላይ መስቀል ቅድሚያ ይገናኛሉ ምክንያቱም ዶሴ %1 የለም.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	በቀዳሚ ግምገማዎች ላይ sformirovat ሪፖርት Allure. አዳዲስ ግምገማዎች ዶሴ ላይ ውጤት ነው ሪፖርቱ.
Не найден Клиент тестирования для подключения..	የሚሰጡዋቸውን TestClient.
Не найден активный элемент формы.	የሚሰጡዋቸውን የአሁን ቅጽ.
НЕ найден инструмент по созданию скриншотов.	የሚሰጡዋቸውን ሰዎች ጋር መፍጠር.
Не найден каталог библиотеки: %1	የሚሰጡዋቸውን ቅድሚያ የሚሰጡዋቸውን: %1
Не найден каталог инструментов: %1	የሚሰጡዋቸውን ሰዎች መሣሪያዎች ማውጫ: %1
Не найден лог перегенерации EPF.	የሚሰጡዋቸውን ምዝግብ አርትዕ regeneration.
Не найден макет %1 ошибка: %2	የሚሰጡዋቸውን አዳዲስ ነው %1 ስህተት: %2
Не найден перевод для шага <%1>	የሚሰጡዋቸውን ትርጉም ላይ እርምጃ <%1>
Не найден пользователь ИБ по имени <%1>	የሚሰጡዋቸውን ተጠቃሚው ደህንነት ስም <%1>
Не найден профиль Клиента тестирования <%1>	አዳዲስ መገለጫ ሆኗል TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	የሚሰጡዋቸውን መንገዱ ወደ ቅድሚያ. Parameter: VBParams.
Не найден тип шага <%1>	የሚሰጡዋቸውን ሰዎች ደረጃ ዓይነት <%1>
Не найден файл <%1>	ፋይል አልተገኘም <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	የሚሰጡዋቸውን አዳዲስ ፋይል <%1> ውስጥ ፕሮጀክት ዶሴ <%2>
Не найден файл после распаковки: %1	ፋይል አልተገኘም በኋላ unpacking: %1
Не найден файл словаря замен. <%1>	የሚሰጡዋቸውን ሰዎች መዝገበ ቃላት ፋይል replacements. <%1>
Не найден файл служебной базы. <%1>	ፋይል አልተገኘም አገልግሎት ቅድሚያ. <%1>
Не найден файл толстого клиента <%1>	ፋይል አልተገኘም ቅድሚያ የሚሰጡዋቸውን <%1>
Не найден элемент дерева по данным поиска	የሚሰጡዋቸውን ቅድሚያ ዛፍ ምርጫው ፍለጋ
