Строка поиска	Translation
Делаю скриншот.	Naredite posnetek zaslona.
Делаю скриншоты всех окон 1С.	Da screenshots vseh Windows 1C.
Длительность MP3 = 0. Файл=%1	Trajanje MP3 = 0. File=%1
Для <%1> не найдено документа основания	Za <%1> ni bilo mogoče najti document Foundation
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Za ustvarjanje EPF morajo biti nameščeni 1Script. V cmd ukaz morali teči: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Če se želite povezati z imenom <%1> spremeni povezavo vrata, določena vrata, je že v povezavo preglednica.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Za trenutne celice v tabeli <%1> trenutna vrednost je <%2>, pričakuje <%3>
Для шага <%1> не найден EPF файл.	Za korak <%1> ni mogoče najti EPF datoteko.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Za elementa obrazca %1 trenutna vrednost je <%2>, pričakuje <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Celice <%1> v tabeli <%2> trenutna vrednost je <%3>, pričakuje <%4>
Добавил шаг: %1	Dodano korak: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Mora biti opravljen vsaj 1 skladu
Должна оставаться строка подключения текущего клиента	Treba povezavo niz trenutno odjemalec
Должно быть передано 2 строки	Je treba prenesti do 2 linije
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Mora biti vložena najmanj 2 linije. Prvi skladu z imena stolpcev, drugega in naslednje podatke za preverjanje.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Naloženi predmet.Ime, %1, Vnesite %2
Загрузил новую версию	Pravkar prenesli novo različico
Загрузил снипеты из кеш	Dodal delčke iz predpomnilnika
Закладка с заголовком <%1> не найдена.	Zavihek z naslovom <%1> ni bilo mogoče najti.
Закладка с именем <%1> не найдена.	Zaznamek z imenom <%1> ni bilo mogoče najti.
Закончились фичи. Не стал назначать раннеру фичу.	Končalo funkcije. Ni imenuje runner funkcijo.
Закрытие TestClient <%1>	Zapiranje TestClient <%1>
Записал файл статуса билда: %1	Zabeležili v stanje datoteka izgradnje: %1
Записался корректный элемент.	Prijavili želeni predmet.
Записываю %1	Snemanje %1
Запись действий пользователя закончена.	Snemanje uporabniških dejanj nad.
Запись действий пользователя начата.	Zapisnik dejavnosti uporabnika je začel.
Запись действий пользователя приостановлена.	Zapisnik dejavnosti uporabnika je prekinjena.
Запись действий пользователя продолжена.	Snemanje uporabniških dejanj še naprej.
Запускаю генерацию epf.	Začetek generacije epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Vrednost (v%1) je napolnjena, in predvidenih prostih mestih %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Vrednost (v%1) ni končana in pričakuje zaključek%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Vrednost [%1:%2]. Pričakuje <%3>, dobil <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Vrednost <%1> je večja ali enaka kot <%2> in pričakovano manj. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Vrednost <%1> več <%2> in pričakovano je manjša ali enaka. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Vrednost parametra %1: pričakovani <%2>, dobil <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Vrednost parametra %1: pričakovani podniz <%2> <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parameter timeout mora biti število. Minilo vrednost: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	Sachanandani: Rekviziti <%1>: iskanje <%2> ni bilo mogoče najti.
Изменения формы обработаны.	Spremeniti obliko obravnava.
Изменилось имя формы: было: %1, стало: %2	Spremenila ime v obliki: stare: %1 novo: %2
имеет длину	je dolžina
имеет тип	je tip
Именованная область %1 не найдена;	Ime območje '%1 ' ni bilo mogoče najti
ИмяКомпьютера <%1>; порт <%2>	Ime_računalnika <%1>
ИмяПроцедуры	Imprecatory
ИмяФайла	Ime datoteke
Искали в %1 подстроку %2, но не нашли.%3	Iskali v %1 podniz %2, vendar ni bilo mogoče najti.%3
Исключение для просмотра значения.	Izjema če si želite ogledati vrednost.
Ищу снипеты в каталоге	Iščejo dela v imeniku
Ищу сценарии в каталоге	Iščete skripte v imenik
Каталог <%1> не найден.	Directory <%1> ni bilo mogoče najti.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Imenik ЗаписьВидеоКаталогДляВременныхФайлов <%1> ne obstaja.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Imenik ЗаписьВидеоКаталогДляВременныхФайлов <%1> ni določeno.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML ni določeno.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown ni določeno.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты ni določeno.
КаталогДляОбработки=%1	Catalogdisplaymode=%1
Кнопка панели открытых окон <%1> не найдена.	Gumb plošči odprite Windows <%1> ni bilo mogoče najti.
Кнопка панели разделов <%1> не найдена.	Gumb plošča oddelkov <%1> ni bilo mogoče najti.
Кнопка с именем <%1> не найдена.	Gumb z imenom <%1> ni bilo mogoče najti.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Gumb z imenom <%1> ni bilo mogoče najti. Tecomeae=%2
кнопка, которую требуется нажать	gumb, ki ga želite klik
Кнопка/команда с заголовком <%1> не найдена.	Gumb/ukaz glava <%1> ni bilo mogoče najti.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Gumb/ukaz glava <%1> ni bilo mogoče najti. Tecomeae=%2
Количество секунд дял подключения TestClient: %1	Število sekund, dokler povezava TestClient: %1
Команда меню <%1> не найдена в панели функций.	Meni ukaz <%1> ni bilo mogoče najti v funkcijski vrstici.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Ekipa Ostanovitsya vrne povratno kodo = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Ekipa združiti mp3 ne izvaja. File1=%1, File2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Ukaz za pridobitev seznam datotek v imeniku ne uspe. Directory = %1
Команда системы реализована только под Windows.	Ekipa sistem je samo se izvajajo v okviru sistema Windows.
Константа %1 не заполнена.	Spremenljivka %1 ni izpolnjen.
КопироватьФайлКомандаСистемы:%1 команда:%2	Copyrightedmaterial:%1 ukaz:%2
между	med
меньше	manj
меньше или равно	manj kot ali enako
Надо сделать перезапуск фреймворка тестирования.	To je potrebno, da se ponovni okviru testiranja.
Найден активный элемент формы	Našel aktivno obliko element
Найден упавший сценарий.	Ugotovljeno je padel skript.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Našel obliki: Texttagtable=%1, Formname=%2. Okno <%3>
Найдено %1 окон.	Našel %1 Windows.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Odkrili več kot eno polje obrazca z naslovom <%1>. Priporočljivo je, da si za element po imenu.
НачатьЗаписьДействийПользователя:%1	Nachtspeicherheizung:%1
Нашли строки в таблице <%1>:%2	Najdete vrstice v tabeli <%1>:%2
не	ne
Не верный формат области <%1>. %2	Ni pravi format regiji <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Ni mogoče odpreti abstraktni obliki predmeta povezava
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Ni vse storitve stolpec set. Zahtevi mora biti v stolpcu %1
не выполнен	ne izvaja
Не дождались отображения окна TestClient. Таймаут <%1>	Ni počakajte, da se okno display TestClient. Zakasnitev <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Ni določeno Registrar za evidence registra %1. Spremenljivka %2
Не заполнен служебный параметр КаталогИнструментов.	Ne napolni storitev parameter Catalogentries.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Ni znano, vrsta možnosti v ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Ne uporabljajte
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Ne more prenesti stanje skript, ker je bil premeščen v imenik, ne za datoteko.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Ne more prenesti stanje skript, ker directory %1 ne obstaja.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Ne morem sformirovat poročilo Privlačnost. Ni imenik za izhodna poročila.
Не найден Клиент тестирования для подключения..	Ne najdemo TestClient povezati.
Не найден активный элемент формы.	Ne najdemo aktivno obliko elementa.
НЕ найден инструмент по созданию скриншотов.	NE najdemo je orodje za ustvarjanje zaslonov.
Не найден каталог библиотеки: %1	Ne najdemo knjižnica directory: %1
Не найден каталог инструментов: %1	Ne najdemo orodja, imenik: %1
Не найден лог перегенерации EPF.	Ne najdemo dnevnik EPF regeneracijo.
Не найден макет %1 ошибка: %2	Ne najdemo postavitev %1 napaka: %2
Не найден перевод для шага <%1>	Ni bilo mogoče najti posodobitve za korak <%1>
Не найден пользователь ИБ по имени <%1>	Ne najdemo uporabnik varnosti ime <%1>
Не найден профиль Клиента тестирования <%1>	Noben profil najti TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Ni bilo mogoče najti pot do JSON datoteko. Parameter: VBParams.
Не найден тип шага <%1>	Ni bilo mogoče najti korak vrsta <%1>
Не найден файл <%1>	Datoteke ni mogoče najti <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Ni bilo mogoče najti datotek postavitev <%1> v projektu directory <%2>
Не найден файл после распаковки: %1	Datoteke ni mogoče najti, ko razpakirate: %1
Не найден файл словаря замен. <%1>	Ni našel slovar datoteke tipa. <%1>
Не найден файл служебной базы. <%1>	Datoteke ni mogoče najti storitev znanja. <%1>
Не найден файл толстого клиента <%1>	Datoteke ni mogoče najti " fat client <%1>
Не найден элемент дерева по данным поиска	Ni bilo mogoče najti element drevesa po iskanje
Не найден элемент Статистика на форме VB.	Elementa ni mogoče najti podatkov o VB obliki.
Не найден эталон макета <%1>. Пустой каталог проекта.	Ne najdete v standardnih postavitev <%1>. Prazni mapi projekta.
Не найдена активная форма.	Ne najdemo aktivno obliko.
Не найдена группа командного интерфейса <%1>	Skupino, ki je ni našel ukaz vmesnik <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Ne vrstico, ki je bil najden v tabeli Danielandamari z <Ime=odjemalca>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Ne najdemo niz primerov v nested struktura skripta. <%1>
Не найдена строка сценария.	Ne najdemo skript linije.
Не найдена таблица для редактирования.	Ni bilo mogoče najti tabelo, ki jo želite urediti.
Не найдена установка VLC.	Ne najdete namestitev VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Ni mogoče najti <%1> jezik <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Nikoli našli okno 1C. Bi normalno screenshot.
Не найдено ни одного сообщения пользователю.	Ni našel sporočila za uporabnika.
Не найдено ни одного сценария. Запись видео невозможна.	Ne en scenarij. Video snemanje nemogoče.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Ne najdete vse vrstice iz tabele strank test, ki bi vsebovala <runner>
Не найдено окно VanessaAutomation в раннере %1	Ne najdemo okna VanessaBehavior, da runner %1
Не найдено окно VanessaAutomation.	Ne najdemo okna VanessaBehavior.
Не найдено окно предупреждения.	Ne najdemo opozorilno okno.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Ni bilo mogoče najti zahtevanih vrednosti iz SPR: Kaspr=%1 Ime=%2, Ime=%3, Stratovista=%4
Не нашел колонку: %1	Ni bilo mogoče najti stolpec: %1
Не нашел профиля TestClient с именем <%1>	Ne najdemo TestClient profil z imenom <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Ne najdemo TestClient profil z imenom <%1> čeprav to mora biti aktivna v trenutku.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Ne najdemo TestClient profil z imenom <%1>, da ga zaprete.
Не нашел путь к 1cv8c.exe: %1	Ne najdemo pot do 1cv8c.exe: %1
Не нашли меню функций раздела.	Našel menijske funkcije oddelek.
Не нашли окно с заголовком <%1>	Ne najdemo okno z naslova <%1>
Не нашли панель открытых окон.	Ni bilo mogoče najti bar odprta Okna.
Не нашли панель разделов.	Ne najdemo na plošči odseke.
Не нашли профиль <%1> в таблице TestClient.	Ni bilo mogoče najti profil <%1> v tabeli TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Ni bilo mogoče najti profil <%1> v preizkušen primer Vanessa-vedenje.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Ne najdemo zagon <%1>. Morda boste morali določiti prostor, na primer, "Uspelo aplikacija"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Ne najdemo zagon <%1>. Morda boste morali določiti prostor, na primer, <Uspelo aplikacije>
Не нашли таблицу с именем <%1>	Ni bilo mogoče najti tabelo z imenom <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Ni mogoče najti <%1> v zbirko in si je želela v zbirko.%2
Не обнаружено активное окно.	Ne najdemo aktivno okno.
Не ожиданное значение у переменной ТипСравнения: <%1>	Ne pričakovane vrednosti imajo spremenljivke Tipirovaniya: <%1>
Не описано действие для кнопки <%1>	Ne, opisanih ukrepov za gumb <%1>
Не определена фича для выполнения на раннере №0.	Ni določena značilnost je, da deluje na runner No. 0.
Не передан каталог фич для обработки. Используется %1\features	Ne prenese, da je funkcija za predelavo. Z %1\funkcije
Клиент тестирования не подключен.	Ni povezan Testclient.
Не получилось закрыть активное окно. %1	Ni zaprite aktivno okno. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Ne more ugotoviti, aktivno okno TestClient iz Konteksta.
Не получилось определить активное окно Клиента тестирования.	Ne more ugotoviti, aktivno okno TestClient.
Не получилось получить значение таблицы <%1>	Ni uspelo, da bi dobili vrednost iz tabele <%1>
Не получилось прочитать параметр запуска.	Ni preberite zagonski parameter.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Ne bi mogel izbirati na področju <%1> <%2>. %3
Не получилось создать тестовый MP3	Ni mogoče ustvariti test MP3
Не реализовано.	Se ne izvaja.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Ni mogel v tabeli <%1> da, da izberete iz seznama izbir <%2> <%3>
Не смог выделить все строки в таблице <%1>. %2	Ne bi izberite vse vrstice v tabeli <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Ne bi izvršitev ukaza za pridobitev koordinat na zaslonu vseh Windows 1 v opravilni vrstici.
Не смог выполнить команду. <%1>	Ne bi izvršitev ukaza. <%1>
Не смог вычислить выражение: %1	Uspeli rešiti izraz: %1
Не смог загрузить %1. %2	Ne bi mogel naložiti %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Ne bi lahko naloži zbirko iz dt: %1. ПутьКDT: %2. Vrnitev status: %3
Не смог загрузить снипеты из %1	Uspeli naložiti odrezke od %1
Не смог закрыть окно %1	Ni mogel zapreti okno %1
Не смог закрыть окно повторно %1	Ni mogel zapreti okno, znova %1
Не смог запустить конфигуратор. <%1>	Ne more teči Konfigurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Mogla od minilo JSON parametri za določitev imenik Vabiti poročilo.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Mogla od minilo JSON parametri za določitev imenik poročilo CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Mogla od minilo JSON parametri za določitev imenik jUnit poročilo.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Ne najdem podatkov za povezavo profil stranke test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Ne najdem modul oznaka obrazca v datoteko, Emailform.
Не смог найти открытый конфигуратор.	Mogel najti odprtega Configurator.
Не смог найти сохранненное значение по переменой <%1>	Ne najdem sohranenie vrednost za spremenljivko <%1>
Не смог обработать XML в UILogToScript.	Ni proces XML v UILogToScript.
Не смог обработать параметры в строке <%1>	Je mogoče obdelati parametrov vrstici <%1>
Не смог определить длительность у файла: %1	Ni mogla ugotoviti, trajanje file: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Ni mogla ugotoviti, Sledujuschaja na: %1
Не смог определить следующий шаг для выполнения.	Ni mogla ugotoviti, je naslednji korak, če želite izvesti.
Не смог определить тип значения для строки: %1	Ni mogel ugotoviti vrednost tipa string: %1
Не смог перейти к строке фильтра <%1>	Ne bi mogel iti v vrstici <%1>
