Строка поиска	Translation
В строке <%1> не найдена подстрока <%2>	W wierszu <%1> nie znaleziono podciąg <%2>
В сценарии <%1> найден тег исключение <%2>	W scenariuszu <%1> znaleziono znacznika wyjątek <%2>
В сценарии <%1> найден тег отбор <%2>	W scenariuszu <%1> znaleziono znacznika dobór <%2>
В таблице <%1>  НЕ найдено значение %2, а оно должно было быть.	W tabeli <%1> NIE znaleziono wartość %2, a powinno było być.
В таблице <%1>  нет колонки <%2>	W tabeli <%1> nie ma kolumny <%2>
В таблице <%1> в строке №%2 найдено значение %3, а его не должно было быть.	W tabeli <%1> w wierszu nr%2 znalezionych wartość %3, a nie powinno go być.
В таблице <%1> найдено <%2> значений. А ожидали <%3>. Имя колонки <%4>. Искомое значение <%5>	W tabeli <%1> znaleziono <%2> wartości. A oczekiwali <%3>. Nazwa kolumny <%4>. Poszukiwaną wartość <%5>
В таблице <%1> не найдено ни одной строки	W tabeli <%1> nie znaleziono ani jednego wiersza
В таблице <%1> не найдено ячейки с заголовком <%2>	W tabeli <%1> nie znaleziono komórki nagłówka <%2>
В таблице <%1> не найдены колонки: %2	W tabeli <%1> nie znaleziono kolumny: %2
В таблице <%1> не получилось активизировать поле <%2>.	W tabeli <%1> nie udało się uaktywnić pole <%2>.
В таблице <%1> нет строк для выбора.	W tabeli <%1> nie ma wierszy do wyboru.
В таблице <%1> ожидали получить <%2> строк, а получили <%3> строк.	W tabeli <%1> oczekiwali <%2> wierszy, a dostali <%3> wierszy.
В таблице <%1> ожидали получить %2 %3 строк, а получили <%4> строк.	W tabeli <%1> oczekiwali %2 %3 wierszy, a dostali <%4> wierszy.
В таблице <%1> ожидали получить больше <%2> строк, а получили <%3> строк.	W tabeli <%1> oczekiwali więcej <%2> wierszy, a dostali <%3> wierszy.
В таблице <%1> ожидали получить больше или равно <%2> строк, а получили <%3> строк.	W tabeli <%1> spodziewali się uzyskać większe lub równe <%2> wierszy, a dostali <%3> wierszy.
В таблице <%1> ожидали получить меньше <%2> строк, а получили <%3> строк.	W tabeli <%1> spodziewali się uzyskać mniej <%2> wierszy, a dostali <%3> wierszy.
В таблице <%1> ожидали получить меньше или равно <%2> строк, а получили <%3> строк.	W tabeli <%1> spodziewali się uzyskać mniejsze lub równe <%2> wierszy, a dostali <%3> wierszy.
В таблице <%1> отсутствует колонка <%2>, указанная в параметрах.	W tabeli <%1> brakuje kolumna <%2>, указанная w ustawieniach.
В таблице <%1> поле с заголовком <%2> не найдено.	W tabeli <%1> pole nagłówka <%2> nie znaleziono.
В таблице <%1> поле с именем <%2> не найдено.	W tabeli <%1> pole o nazwie <%2> nie znaleziono.
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	W tabeli <%1> pola <%2> oczekiwali otwarcia rozwijanej listy, ale nie doczekali się.
В таблице не найдена колонка <%1>	W tabeli nie znaleziono kolumna <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	W tabeli parametrów nie została przekazana nazwę dla nowego profilu. Kolumna <Nazwa połączenia>
В таблице подключений уже есть подключение с именем <%1>	W tabeli połączeń już nie ma połączenia z nazwą <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	W tabeli dokumencie %1 kolumn, a oczekiwano %2 kolumn.
В табличном документе %1 строк, а ожидалось %2 строк.	W tabeli dokumencie %1 wierszy, a oczekiwano %2 linii.
В табличном документе %1 строк, а ожидалось, что он пустой.	W tabeli dokumencie %1 wierszy, a oczekiwano, że jest pusty.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	W tabeli dokumencie w kolumnie <%1> wartość nie spełnia warunek 'Wartość w kolumnie %2 %3'. Aktualna wartość kolumny <%4>. Szereg <%5>, kolumna <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	W tabeli dokumencie w kolumnie <%1> spodziewali się wartość <%2>, a zakładają <%3>. Szereg <%4>, kolumna <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	W tabeli dokumencie w kolumnie <%1> oczekiwali, że nie będzie wartości <%2>, a zakładają <%3>. Szereg <%4>, kolumna <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	W tabeli dokumencie w kolumnie nr%1 wartość= <%2> , a oczekiwano <%3>
В табличном документе колонка <%1> не найдена.	W tabeli dokumencie kolumna <%1> nie znaleziono.
В файле <%1> нашли строки, а ожидали, что их нет:%2	W pliku <%1> znaleziono polecenia, a spodziewali się, że ich nie ma:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	W pliku <%1> nie znaleziono polecenia, a spodziewali się, że tam są:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	W fiche <%1> skrypt <%2> znaleziono znacznika wyjątek <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	W fiche <%1> skrypt <%2> znaleziono znacznika dobór <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	W krok należy przesłać tabelę Gherkin, w której 2 lub więcej wierszy.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	W odniesienia tabeli istnieją dwie kolumny z tym samym nagłówkiem: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Włącz flagę <Włączyć debugowania wiadomości> aby zobaczyć wykonywane polecenia.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Внутреняя błąd. Niekompletne wypełnienie drewna metadanych. Brakuje obiekt, kształtujący typ %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Внутреняя błąd. Niekompletne wypełnienie struktury typów odwołań - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	W załączonym scenariusz <%1> przekazano <%2> tabel, a on przyjmuje tylko <%3> tabel.
Возможно это обработка для обычных форм, а не для управляемых форм.	Być może to traktowanie dla zwykłych form, a nie dla zarządzanych form.
Возможно это обработка для управляемых форм, а не для обычных форм.	Być może to traktowanie dla zarządzanych form, a nie dla zwykłych form.
Все проверки пройдены.	Wszystkie testy przechodzą.
Вызов метода <%1>: %2	Wywołanie metody <%1>: %2
Выпадающий список <%1> не был сформирован.	Rozwijana lista <%1> nie był to opis generowany.
Выпадающий список <%1> не открылся для ввода текста.	Rozwijana lista <%1> nie otworzył się dla wprowadzania tekstu.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	Rozwijana lista <%1>. Spodziewaliśmy się, że będzie w nim tekst %2, a dostali %3.
Выпадающий список с заголовком <%1> не найден.	Rozwijana lista z nagłówkiem <%1> nie znaleziono.
Выпадающий список с именем <%1> не найден.	Rozwijana lista z nazwą <%1> nie znaleziono.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	Wykonywanie skryptów koniec. BYŁY BŁĘDY.
Выполнение сценариев закончено. Ошибок не было.	Wykonywanie skryptów koniec. Błędów nie było.
Выполняю	Wykonuję
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	Wyrażenie <%1> okazało wynosi <%2>, a oczekiwali <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Generator układu z rzeczywistych danych: Nie umiem obsługiwać tego typu <%1>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Grupa z nagłówkiem <%1> nie znaleziono.
Группа с именем <%1> не найдена.	Grupa o nazwie <%1> nie znaleziono.
Данные по основному подключению Клиента тестирования перезаполнены.	Dane głównego połączenia Testclient перезаполнены.
Данный шаг не работает с таблицами.	Ten krok nie działa z tabelami.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Robię całkowity zrzut ekranu.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Robię restart TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Robię rozpakowywanie %1
Делаю скриншот.	Robię zrzut ekranu.
Делаю скриншоты всех окон 1С.	Robię screeny z wszystkich okien 1C.
Длительность MP3 = 0. Файл=%1	Czas trwania MP3 = 0. Plik=%1
Для <%1> не найдено документа основания	Dla <%1> nie znaleziono dokumentu podstawy
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Do generowania EPF musi być zainstalowany 1Script. W cmd musi wykonać polecenie: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Aby połączyć się z nazwą <%1> zmieniony port połączenia do określonego portu już istnieje w tabeli połączeń.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Dla bieżącej komórki tabeli <%1> aktualna wartość wynosi <%2>, a oczekiwali <%3>
Для шага <%1> не найден EPF файл.	Dla kroku <%1> nie znaleziono plik EPF.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Dla elementu formularza %1 aktualna wartość wynosi <%2>, a oczekiwali <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Komórki <%1> tabeli <%2> aktualna wartość wynosi <%3>, a oczekiwali <%4>
Добавил шаг: %1	Dodał krok: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Powinna być przekazana co najmniej 1 wiersz
Должна оставаться строка подключения текущего клиента	Musi pozostać ciąg połączenia bieżącego klienta
Должно быть передано 2 строки	Musi być przekazana 2 wiersze
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Powinny być przekazane co najmniej 2 linie. Pierwszy wiersz z nazwami kolumn, druga i następne - dane do sprawdzenia.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Pobrany obiekt.Domeny %1, Typ %2
Загрузил новую версию	Załadowałem nową wersję
Загрузил снипеты из кеш	Przesłane снипеты z cache
Закладка с заголовком <%1> не найдена.	Zakładka z tytułem <%1> nie znaleziono.
Закладка с именем <%1> не найдена.	Zakładka z nazwą <%1> nie znaleziono.
Закончились фичи. Не стал назначать раннеру фичу.	Zakończyły się cechy. Nie stał się wyznaczyć раннеру funkcjonalność.
Закрытие TestClient <%1>	Zamknięcie TestClient <%1>
Записал файл статуса билда: %1	Zapisałem plik na status budowy: %1
Записался корректный элемент.	Zapisał się właściwy element.
Записываю %1	Zapisuję %1
Запись действий пользователя закончена.	Zapis działań użytkownika zakończona.
Запись действий пользователя начата.	Zapis działań użytkownika rozpoczęta.
Запись действий пользователя приостановлена.	Zapis działań użytkownika wstrzymana.
Запись действий пользователя продолжена.	Zapis działań użytkownika kontynuowana.
Запускаю генерацию epf.	Uruchom generowanie epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Wartość (%1) wypełnione, a oczekiwano незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Wartość (%1) nie wypełnione, a oczekiwano napelnienia%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Wartość [%1:%2]. Oczekiwali <%3>, a dostali <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Wartość <%1> większa lub równa niż <%2>, a oczekiwano mniej. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Wartość <%1> więcej niż <%2>, a oczekiwano mniejsza lub równa. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Wartość parametru %1: spodziewaliśmy <%2>, otrzymałeś <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Wartość parametru %1: spodziewaliśmy się podciąg <%2>, <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Ustawienie limitu czasu oczekiwania musi być liczbą. Wysłana wartość: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Rekwizyty <%1>: Szukali wartość <%2>, ale nie odnaleziono.
Изменения формы обработаны.	Zmiany formy przetworzone.
Изменилось имя формы: было: %1, стало: %2	Zmieniła się nazwa formularza: było: %1, stało się: %2
имеет длину	ma długość
имеет тип	ma typ
Именованная область %1 не найдена;	Nazwana zakres %1 nie znaleziono
ИмяКомпьютера <%1>; порт <%2>	Nazwa_komputera <%1>
ИмяПроцедуры	ИмяПроцедуры
ИмяФайла	Nazwa_pliku
Искали в %1 подстроку %2, но не нашли.%3	Szukali w %1 podciąg %2, ale nie znaleźli.%3
Исключение для просмотра значения.	Wyjątek, aby wyświetlić wartości.
Ищу снипеты в каталоге	Szukam снипеты w katalogu
Ищу сценарии в каталоге	Szukam skryptu w katalogu
Каталог <%1> не найден.	Katalog <%1> nie znaleziono.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Katalog ЗаписьВидеоКаталогДляВременныхФайлов <%1> nie istnieje.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Katalog ЗаписьВидеоКаталогДляВременныхФайлов <%1> nie jest określony.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML nie jest określony.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown nie jest określony.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты nie jest określony.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Przycisk panelu otwartych okien <%1> nie znaleziono.
Кнопка панели разделов <%1> не найдена.	Przycisk panelu partycji <%1> nie znaleziono.
Кнопка с именем <%1> не найдена.	Przycisk o nazwie <%1> nie znaleziono.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Przycisk o nazwie <%1> nie znaleziono. ТекущееОкно=%2
кнопка, которую требуется нажать	przycisk, który należy nacisnąć
Кнопка/команда с заголовком <%1> не найдена.	Przycisk/zespół z nagłówkiem <%1> nie znaleziono.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Przycisk/zespół z nagłówkiem <%1> nie znaleziono. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Liczba sekund dla połączenia TestClient: %1
Команда меню <%1> не найдена в панели функций.	Zespół menu <%1> nie znaleziono w pasku funkcji.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Zespół ОстановитьЗаписьВидео zwróciła kod powrotu = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Zespół ds. zjednoczenia mp3 nie powiodła się. Файл1=%1, Файл2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Zespół w zakresie uzyskania listy plików katalogu nie powiodła się. Katalog = %1
Команда системы реализована только под Windows.	Zespół systemu realizowane tylko pod Windows.
Константа %1 не заполнена.	Stała %1 nie jest pełna.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1 polecenie:%2
между	między
меньше	mniej
меньше или равно	jest mniejsza lub równa
Надо сделать перезапуск фреймворка тестирования.	Trzeba zrobić restart frameworka testowego.
Найден активный элемент формы	Znaleziono aktywny element formularza
Найден упавший сценарий.	Znaleziono listek scenariusz.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Znaleziono kształt: ТекстЗаголовка=%1, ИмяФормы=%2. Okno <%3>
Найдено %1 окон.	Znaleziono %1 okien.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Znaleziono więcej niż jednego pola z nagłówka <%1>. Zaleca się szukać element po imieniu.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Znaleźli wiersza tabeli <%1>:%2
не	nie
Не верный формат области <%1>. %2	Nie poprawny format obszaru <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Nie może otworzyć formularz abstrakcyjnego obiektu, wprowadź link
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Nie wszystkie narzędzia kolumny ustawione. W zapytaniu muszą być kolumny %1
не выполнен	nie powiodło się
Не дождались отображения окна TestClient. Таймаут <%1>	Nie doczekali się wyświetlić okno TestClient. Limit czasu <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Nie określono rejestrator do wpisów rejestru %1. Zmienna %2
Не заполнен служебный параметр КаталогИнструментов.	Nie jest call of parametr КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Nie znany typ parametru w ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Nie używać
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Nie mogę zwolnić status scenariuszy, ponieważ został przekazany katalog, a nie plik.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Nie mogę zwolnić status scenariuszy, ponieważ katalogu %1 nie istnieje.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Nie mogę сфомировать raport Allure. Nie istnieje katalog do wydruku raportu.
Не найден Клиент тестирования для подключения..	Nie znaleziono TestClient do podłączenia.
Не найден активный элемент формы.	Nie znaleziono aktywny element formy.
НЕ найден инструмент по созданию скриншотов.	NIE znaleziono narzędzie do tworzenia zrzutów ekranu.
Не найден каталог библиотеки: %1	Nie znaleziono katalogu biblioteki: %1
Не найден каталог инструментов: %1	Nie znaleziono katalogu narzędzi: %1
Не найден лог перегенерации EPF.	Nie znaleziono dziennik перегенерации EPF.
Не найден макет %1 ошибка: %2	Nie znaleziono układ błąd %1: %2
Не найден перевод для шага <%1>	Nie znaleziono tłumaczenia dla kroku <%1>
Не найден пользователь ИБ по имени <%1>	Nie znaleziono użytkownika IB imieniem <%1>
Не найден профиль Клиента тестирования <%1>	Nie znaleziono profil TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Nie znaleziono ścieżkę do pliku JSON. Parametr: VBParams.
Не найден тип шага <%1>	Nie znaleziono typ kroku <%1>
Не найден файл <%1>	Nie znaleziono pliku <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Nie znaleziono pliku layoutu <%1> w katalogu projektu <%2>
Не найден файл после распаковки: %1	Nie znaleziono pliku po rozpakowaniu: %1
Не найден файл словаря замен. <%1>	Nie znaleziono pliku słownika zamienników. <%1>
Не найден файл служебной базы. <%1>	Nie znaleziono pliku narzędzia bazy. <%1>
Не найден файл толстого клиента <%1>	Nie znaleziono pliku klienta <%1>
Не найден элемент дерева по данным поиска	Nie znaleziono element drewna według wyszukiwania
Не найден элемент Статистика на форме VB.	Nie znaleziono element Statystyki w formie VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Nie znaleziono wzorzec układu <%1>. Pusty katalog projektu.
Не найдена активная форма.	Nie znaleziono aktywny formularz.
Не найдена группа командного интерфейса <%1>	Nie znaleziono grupa dowodzenia interfejsu <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Nie znaleziono wiersz w tabeli ДанныеКлиентовТестирования z <Nazwa=Ten klient>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Nie znaleziono ciąg przykładów w zagnieżdżonej strukturze scenariusza. <%1>
Не найдена строка сценария.	Nie znaleziono wiersz skryptu.
Не найдена таблица для редактирования.	Nie znaleziono tabela do edycji.
Не найдена установка VLC.	Nie znaleziono instalacja VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Nie znaleziono słowo kluczowe <%1> języka <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Nie znaleziono ani jednego okna 1C. Robię zwykły zrzut ekranu.
Не найдено ни одного сообщения пользователю.	Nie znaleziono żadnych wiadomości dla użytkownika.
Не найдено ни одного сценария. Запись видео невозможна.	Nie znaleziono ani jednego skryptu. Nagrywanie wideo jest niemożliwe.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Nie znaleziono ani jednego wiersza w tabeli klientów testowania, która by zawierała <runner>
Не найдено окно VanessaAutomation в раннере %1	Nie znaleziono okno VanessaBehavior w biegacza %1
Не найдено окно VanessaAutomation.	Nie znaleziono okno VanessaBehavior.
Не найдено окно предупреждения.	Nie znaleziono okno ostrzeżenia.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Nie znalazłem wartość rekwizytów u ors: ИмяСпр=%1, Nazwa=%2, imię i nazwisko=%3, СтроковокПредставление=%4
Не нашел колонку: %1	Nie znalazłem kolumny: %1
Не нашел профиля TestClient с именем <%1>	Nie znalazłeś profilu TestClient o nazwie <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Nie znalazłeś profilu TestClient o nazwie <%1> chociaż powinien być aktywny w danym momencie.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Nie znalazłeś profilu TestClient o nazwie <%1> aby go zamknąć.
Не нашел путь к 1cv8c.exe: %1	Nie znalazł drogę do 1cv8c.exe: %1
Не нашли меню функций раздела.	Nie znalazłeś menu funkcji partycji.
Не нашли окно с заголовком <%1>	Nie znaleźli się okno z nagłówkiem <%1>
Не нашли панель открытых окон.	Nie znalazłeś panel otwartych okien.
Не нашли панель разделов.	Nie znalazłeś panel partycji.
Не нашли профиль <%1> в таблице TestClient.	Nie znalazłeś profil <%1> w tabeli TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Nie znalazłeś profil <%1> w testowanym egzemplarzu Vanessa-behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Nie znalazłeś tryb uruchamiania <%1>. Być może, trzeba określić z spacją, np. "Zarządzane przez aplikację"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Nie znalazłeś tryb uruchamiania <%1>. Być może, trzeba określić z spacją, np. <Zarządzana aplikacja>
Не нашли таблицу с именем <%1>	Nie znalazłeś tabelę o nazwie <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Nie znaleźliśmy element <%1> w kolekcji, a chcieliśmy, aby był w kolekcji.%2
Не обнаружено активное окно.	Nie stwierdzono aktywne okno.
Не ожиданное значение у переменной ТипСравнения: <%1>	Nie ожиданное wartość zmiennej u ТипСравнения: <%1>
Не описано действие для кнопки <%1>	Nie opisano akcję dla przycisku <%1>
Не определена фича для выполнения на раннере №0.	Nie zdefiniowana funkcja do wykonania na biegacza nr 0.
Не передан каталог фич для обработки. Используется %1\features	Nie przekazany katalog dowolnej funkcji do przetwarzania. Używany %1\features
Клиент тестирования не подключен.	Nie jest podłączony Testclient.
Не получилось закрыть активное окно. %1	Nie udało się zamknąć aktywne okno. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Nie udało się ustalić aktywne okno TestClient z Kontekstu.
Не получилось определить активное окно Клиента тестирования.	Nie udało się ustalić aktywne okno TestClient.
Не получилось получить значение таблицы <%1>	Nie udało się uzyskać wartość z tabeli <%1>
Не получилось прочитать параметр запуска.	Nie udało odczytać parametr uruchomienia.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Nie udało się dokonać wyboru w polu <%1> wartość <%2>. %3
Не получилось создать тестовый MP3	Nie udało się stworzyć testowy MP3
Не реализовано.	Nie jest realizowane.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Nie mógł w tabeli <%1> zrobić wybierz z listy wyboru <%2> wiersz <%3>
Не смог выделить все строки в таблице <%1>. %2	Nie mógł zaznaczyć wszystkie wiersze w tabeli <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Nie mógł wykonać polecenie po otrzymaniu współrzędnych na ekranie wszystkich okien 1C w pasku zadań.
Не смог выполнить команду. <%1>	Nie mógł wykonać polecenie. <%1>
Не смог вычислить выражение: %1	Nie mógł obliczyć wyrażenie: %1
Не смог загрузить %1. %2	Nie mógł załadować %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Nie mógł załadować bazę z dt: %1. ПутьКDT: %2. Status zwrotu: %3
Не смог загрузить снипеты из %1	Nie mógł pobrać снипеты z %1
Не смог закрыть окно %1	Nie mógł zamknąć okno dialogowe %1
Не смог закрыть окно повторно %1	Nie mógł zamknąć okno ponowne %1
Не смог запустить конфигуратор. <%1>	Nie mógł uruchomić konfigurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Nie mógł z parametrów JSON określić katalog raportu Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Nie mógł z parametrów JSON określić katalog raportu CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Nie mógł z parametrów JSON określić katalog raportu jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Nie udało mi się znaleźć dane do połączenia profilu klienta testowania <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Nie udało mi się znaleźć kod modułu formularza w pliku ИмяФайлаФормаУФ.
