Строка поиска	Translation
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	In un passo necessario trasferire tabella Gherkin, in cui 2 o più righe.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	In riferimento tabella ci sono due colonne con lo stesso titolo: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Attivare il flag <Abilitare i messaggi di debug> per vedere i comandi da eseguire.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Interno errore. Incompleta compilazione di un albero di metadati. Non esiste un oggetto, tipo formativo - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Interno errore. Incompleta compilazione della struttura di riferimento tipo - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	In allegato lo script <%1> stato trasferito <%2> tabelle, e lui accetta solo <%3> tabelle.
Возможно это обработка для обычных форм, а не для управляемых форм.	Forse questo è un trattamento per le forme convenzionali e non gestite forme.
Возможно это обработка для управляемых форм, а не для обычных форм.	Forse è il trattamento gestite forme, e non per le forme convenzionali.
Все проверки пройдены.	Tutti i controlli vengono superati.
Вызов метода <%1>: %2	La chiamata al metodo <%1>: %2
Выпадающий список <%1> не был сформирован.	L'elenco a discesa <%1> non è stato formato.
Выпадающий список <%1> не открылся для ввода текста.	L'elenco a discesa <%1> non ha aperto per l'immissione di testo.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	L'elenco a discesa <%1>. Previsto, che sarà il testo %2, e ottenuto %3.
Выпадающий список с заголовком <%1> не найден.	Un elenco a discesa con il titolo <%1> non è stato trovato.
Выпадающий список с именем <%1> не найден.	Un elenco a discesa con il nome di <%1> non è stato trovato.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	L'esecuzione di script è finito. CI SONO STATI ERRORI.
Выполнение сценариев закончено. Ошибок не было.	L'esecuzione di script è finito. Di errori non è stato.
Выполняю	Faccio
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	L'espressione <%1> si <%2>, e si aspettavano <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Generatore di layout dei dati reali: Non so come gestire questo tipo <%1>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Il gruppo con il titolo <%1> non trovato.
Группа с именем <%1> не найдена.	Il gruppo con il nome di <%1> non trovato.
Данные по основному подключению Клиента тестирования перезаполнены.	I dati di principale collegamento Testclient перезаполнены.
Данный шаг не работает с таблицами.	Questo passaggio non funziona con le tabelle.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Faccio il comune di screenshot.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Faccio il riavvio TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Faccio decompressione %1
Делаю скриншот.	Faccio uno screenshot.
Делаю скриншоты всех окон 1С.	Faccio gli screenshot di tutte le finestre 1S.
Длительность MP3 = 0. Файл=%1	La durata MP3 = 0. File=%1
Для <%1> не найдено документа основания	Per <%1> non è stato trovato un documento della fondazione
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Per la generazione di EPF deve essere installato 1Script. In cmd deve eseguire il comando: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Per la connessione con il nome di <%1> modificata la porta di connessione, la porta è già nella tabella delle connessioni.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Per la corrente di una cella di tabella <%1> il valore corrente è <%2>, e si aspettavano <%3>
Для шага <%1> не найден EPF файл.	Per la fase di <%1> non è stato trovato EPF il file.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Per l'elemento di forma %1 il valore corrente è <%2>, e si aspettavano <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Per la cella <%1> tabelle <%2> il valore corrente è <%3>, e si aspettavano <%4>
Добавил шаг: %1	Aggiunto passo: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Deve essere trasmessa almeno 1 riga
Должна оставаться строка подключения текущего клиента	Deve rimanere la stringa di connessione corrente del cliente
Должно быть передано 2 строки	Deve essere trasmesso 2 righe
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Devono essere passati almeno 2 righe. La prima riga con i nomi delle colonne, la seconda e i seguenti dati per la verifica.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Caricato l'oggetto.Nome %1, %2
Загрузил новую версию	Ha caricato una nuova versione
Загрузил снипеты из кеш	Caricato снипеты di cache
Закладка с заголовком <%1> не найдена.	Segnalibro con il titolo <%1> non trovato.
Закладка с именем <%1> не найдена.	Segnalibro con il nome di <%1> non trovato.
Закончились фичи. Не стал назначать раннеру фичу.	Sono finite le caratteristiche. Non è diventato di assegnare a runner feature.
Закрытие TestClient <%1>	Chiusura TestClient <%1>
Записал файл статуса билда: %1	Registrato il file di stato build: %1
Записался корректный элемент.	Iscritto valido elemento.
Записываю %1	Registrando %1
Запись действий пользователя закончена.	Registrazione azioni utente è finito.
Запись действий пользователя начата.	Registrazione azioni utente sviluppata.
Запись действий пользователя приостановлена.	Registrazione azioni utente sospeso.
Запись действий пользователя продолжена.	Registrazione azioni utente continuato.
Запускаю генерацию epf.	Eseguo la generazione di epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Il valore (%1) riempito, e prevista незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Il valore (%1) non compilato, e atteso un tasso di occupazione%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Il valore [%1:%2]. Aspettavamo <%3> ricevuto <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Il valore di <%1> maggiore o uguale di <%2>, ma meno del previsto. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Il valore di <%1> maggiore di <%2>, previsto minore o uguale. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Il valore del parametro %1: aspettavamo <%2> ricevuto <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Il valore del parametro %1: aspettavamo una sottostringa <%2>, in <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Il valore di timeout di attesa deve essere un numero. Valore inviato: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Puntelli <%1>: alla ricerca di valore <%2>, ma non trovato.
Изменения формы обработаны.	Modificare la forma di trattati.
Изменилось имя формы: было: %1, стало: %2	È cambiato il nome del modulo: stato: %1, è: %2
имеет длину	ha una lunghezza di
имеет тип	è di tipo
Именованная область %1 не найдена;	Area denominata "%1 " non trovato
ИмяКомпьютера <%1>; порт <%2>	Nomecomputer <%1>
ИмяПроцедуры	ИмяПроцедуры
ИмяФайла	Nomefile
Искали в %1 подстроку %2, но не нашли.%3	Cercando in %1 sottostringa %2, ma non ho trovato.%3
Исключение для просмотра значения.	Eccezione per visualizzare i valori.
Ищу снипеты в каталоге	Cerco снипеты in catalogo
Ищу сценарии в каталоге	Cerco script nella directory
Каталог <%1> не найден.	Catalogo <%1> non è stato trovato.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Catalogo ЗаписьВидеоКаталогДляВременныхФайлов <%1> non esiste.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Catalogo ЗаписьВидеоКаталогДляВременныхФайлов <%1> non è specificato.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML non è specificato.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown non è specificato.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты non è specificato.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Un pulsante della barra delle finestre aperte <%1> non trovato.
Кнопка панели разделов <%1> не найдена.	Un pulsante della barra delle sezioni <%1> non trovato.
Кнопка с именем <%1> не найдена.	Il pulsante con il nome di <%1> non trovato.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Il pulsante con il nome di <%1> non trovato. ТекущееОкно=%2
кнопка, которую требуется нажать	il pulsante che si desidera fare
Кнопка/команда с заголовком <%1> не найдена.	Tasto/comando con il titolo <%1> non trovato.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Tasto/comando con il titolo <%1> non trovato. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Il numero di secondi per la connessione TestClient: %1
Команда меню <%1> не найдена в панели функций.	Il comando di menu <%1> non trovato nella barra delle funzioni.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	La squadra ОстановитьЗаписьВидео ha restituito un codice di ritorno = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	La squadra di unificazione mp3 non è stata eseguita. File1=%1, File2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	La squadra per ottenere un elenco dei file di una directory non riuscita. Catalogo = %1
Команда системы реализована только под Windows.	Il gruppo del sistema implementato solo sotto Windows.
Константа %1 не заполнена.	Costante %1 non è piena.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1 comando:%2
между	tra
меньше	meno
меньше или равно	inferiore o uguale a
Надо сделать перезапуск фреймворка тестирования.	Devo fare un riavvio del framework di test.
Найден активный элемент формы	È stato trovato l'elemento di forma
Найден упавший сценарий.	È stato trovato caduto lo script.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Trovato forma: ТекстЗаголовка=%1, ИмяФормы=%2. La finestra <%3>
Найдено %1 окон.	Trovato %1 up.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Trovato più di un campo di forma con il titolo <%1>. Si consiglia di cercare un elemento in base al nome.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Trovato riga della tabella <%1>:%2
не	non
Не верный формат области <%1>. %2	Non valido <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Non è possibile aprire la forma astratta di un oggetto, di inserire il link
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Non tutto il carico della colonna specificata. Nella richiesta devono essere colonna %1
не выполнен	non eseguito
Не дождались отображения окна TestClient. Таймаут <%1>	Non aspettare visualizzare la finestra TestClient. Timeout <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Non è specificato il registratore di voci del registro di %1. La variabile %2
Не заполнен служебный параметр КаталогИнструментов.	Non è pieno di call of parametro КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Non è noto il tipo di parametro in ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Non utilizzare
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Non riesco a scaricare lo script, perché è stato consegnato il catalogo, e non il file.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Non riesco a scaricare lo script, perché la directory %1 non esiste.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Non posso сфомировать rapporto Allure. Non esiste la directory di output del report.
Не найден Клиент тестирования для подключения..	Non è stato trovato TestClient per la connessione.
Не найден активный элемент формы.	Non è stato trovato l'elemento di forma.
НЕ найден инструмент по созданию скриншотов.	NON è stato trovato lo strumento per la creazione di screenshot.
Не найден каталог библиотеки: %1	Non è stato trovato nel catalogo della biblioteca: %1
Не найден каталог инструментов: %1	Non è stato trovato un catalogo di strumenti: %1
Не найден лог перегенерации EPF.	Non è stato trovato log перегенерации EPF.
Не найден макет %1 ошибка: %2	Non è stato trovato layout %1 errore: %2
Не найден перевод для шага <%1>	Non è stato trovato traduzione per il passaggio <%1>
Не найден пользователь ИБ по имени <%1>	Non è stato trovato l'utente IB per nome <%1>
Не найден профиль Клиента тестирования <%1>	Non è stato trovato profilo TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Non è stato trovato il percorso del file JSON. Parametro: VBParams.
Не найден тип шага <%1>	Non è stato trovato un tipo di passaggio <%1>
Не найден файл <%1>	Non è stato trovato il file <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Non è stato trovato un file di layout <%1> nella directory del progetto <%2>
Не найден файл после распаковки: %1	Non è stato trovato dopo aver decompresso il file: %1
Не найден файл словаря замен. <%1>	Non è stato trovato il file del dizionario sostituzioni. <%1>
Не найден файл служебной базы. <%1>	Non è stato trovato il file di utilità di base. <%1>
Не найден файл толстого клиента <%1>	Non è stato trovato il file di tolstoj cliente <%1>
Не найден элемент дерева по данным поиска	Non è stato trovato l'elemento di legno secondo la ricerca
Не найден элемент Статистика на форме VB.	Non è stato trovato un elemento di Statistiche in forma di VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Non è stato trovato riferimento layout <%1>. Una directory vuota del progetto.
Не найдена активная форма.	Non è stata trovata la forma attiva.
Не найдена группа командного интерфейса <%1>	Non è stato trovato il gruppo di comando dell'interfaccia <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Non è stata trovata la stringa nella tabella ДанныеКлиентовТестирования con <Nome=Questo client>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Non è stata trovata la stringa di esempi in una sottocartella della struttura dello script. <%1>
Не найдена строка сценария.	Non è stata trovata la stringa di script.
Не найдена таблица для редактирования.	Non sono stati trovati una tabella per la modifica.
Не найдена установка VLC.	Non è stata trovata l'installazione di VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Non è stato trovato la parola chiave <%1> lingua <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Non è stato trovato nessun finestra 1S. Faccio un normale screenshot.
Не найдено ни одного сообщения пользователю.	Non è stato trovato nessun messaggio all'utente.
Не найдено ни одного сценария. Запись видео невозможна.	Non è stato trovato nessun script. La registrazione video non è possibile.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Non abbiamo trovato una sola riga nella tabella dei clienti di test, che conteneva <runner>
Не найдено окно VanessaAutomation в раннере %1	Non è stato trovato finestra VanessaBehavior in un runner %1
Не найдено окно VanessaAutomation.	Non è stato trovato finestra VanessaBehavior.
Не найдено окно предупреждения.	Non è stato trovato finestra di avviso.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Non ho trovato il valore di scena il rup: ИмяСпр=%1, Nome=%2, Sedi=%3, СтроковокПредставление=%4
Не нашел колонку: %1	Non ho trovato la colonna: %1
Не нашел профиля TestClient с именем <%1>	Non ho trovato il profilo TestClient con il nome di <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Non ho trovato il profilo TestClient con il nome di <%1> anche se dovrebbe essere attivo in questo momento.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Non ho trovato il profilo TestClient con il nome di <%1> per chiudere.
Не нашел путь к 1cv8c.exe: %1	Non ha trovato un modo per 1cv8c.exe: %1
Не нашли меню функций раздела.	Non ho trovato il menu delle funzioni della sezione.
Не нашли окно с заголовком <%1>	Non hai trovato una finestra con il titolo <%1>
Не нашли панель открытых окон.	Non hanno trovato il pannello di finestre aperte.
Не нашли панель разделов.	Non hai trovato pannello sezioni.
Не нашли профиль <%1> в таблице TestClient.	Non hai trovato un profilo <%1> nella tabella TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Non hai trovato un profilo <%1> presente nell'istanza di Vanessa-behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Non ho trovato la modalità di avvio <%1>. Forse, è necessario specificare con uno spazio, ad esempio, "un'applicazione Gestita"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Non ho trovato la modalità di avvio <%1>. Forse, è necessario specificare con uno spazio, ad esempio, <Gestita applicazione>
Не нашли таблицу с именем <%1>	Non hai trovato una tabella con nome <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Non hai trovato l'elemento <%1> nella collezione, e volevano che fosse in collezione.%2
Не обнаружено активное окно.	Non viene rilevata la finestra attiva.
Не ожиданное значение у переменной ТипСравнения: <%1>	Non ожиданное il valore di una variabile ТипСравнения: <%1>
Не описано действие для кнопки <%1>	Non è descritto l'azione per il pulsante <%1>
Не определена фича для выполнения на раннере №0.	Non definita funzione per eseguire al corridore n ° 0.
Не передан каталог фич для обработки. Используется %1\features	Non è passato un catalogo di fitch per il trattamento. Viene utilizzato %1\features
Клиент тестирования не подключен.	Non è collegato Testclient.
Не получилось закрыть активное окно. %1	Non ha funzionato chiudere la finestra attiva. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Non ha funzionato determinare la finestra attiva TestClient dal Contesto.
Не получилось определить активное окно Клиента тестирования.	Non ha funzionato determinare la finestra attiva TestClient.
Не получилось получить значение таблицы <%1>	Non ha funzionato ottenere il valore della tabella <%1>
Не получилось прочитать параметр запуска.	Non ha funzionato leggere un parametro di avvio.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Non e ' riuscito a fare una selezione nel campo <%1> valore <%2>. %3
Не получилось создать тестовый MP3	Non è riuscito a creare test MP3
Не реализовано.	Non è implementata.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Non è riuscito nella tabella <%1> fare scegliere da un elenco di selezione <%2> riga <%3>
Не смог выделить все строки в таблице <%1>. %2	Non è stato in grado di evidenziare tutte le righe della tabella <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Non ha potuto eseguire un comando per ottenere le coordinate sullo schermo tutte le finestre 1S nella barra delle applicazioni.
Не смог выполнить команду. <%1>	Non è riuscito a eseguire il comando. <%1>
Не смог вычислить выражение: %1	Non è stato in grado di calcolare l'espressione: %1
Не смог загрузить %1. %2	Non è riuscito a scaricare %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Non è riuscito a caricare il database dei dt: %1. ПутьКDT: %2. Lo stato di ritorno: %3
Не смог загрузить снипеты из %1	Non è riuscito a caricare снипеты da %1
Не смог закрыть окно %1	Non è riuscito a chiudere la finestra %1
Не смог закрыть окно повторно %1	Non è riuscito a chiudere nuovamente %1
Не смог запустить конфигуратор. <%1>	Non ha potuto avviare il configuratore. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Non sono riuscito trasferiti parametri JSON determinare la cartella report Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Non sono riuscito trasferiti parametri JSON determinare la cartella report CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Non sono riuscito trasferiti parametri JSON determinare la cartella report jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Non sono riuscito a trovare i dati per la connessione del profilo del cliente test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Non sono riuscito a trovare il codice del modulo modulo nel file ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Non sono riuscito a trovare aperto il configuratore.
Не смог найти сохранненное значение по переменой <%1>	Non sono riuscito a trovare сохранненное il valore della variabile <%1>
Не смог обработать XML в UILogToScript.	Non era in grado di elaborare XML in UILogToScript.
Не смог обработать параметры в строке <%1>	Non è stato in grado di elaborare i parametri nella riga <%1>
Не смог определить длительность у файла: %1	Non è stato in grado di determinare la durata di file: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Non è stato in grado di determinare СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Non ha potuto determinare il prossimo passo per l'esecuzione.
Не смог определить тип значения для строки: %1	Non ha potuto determinare il tipo di valori per riga: %1
Не смог перейти к строке фильтра <%1>	Non è riuscito a passare alla riga del filtro <%1>
Не смог по переменной <%1> найти сохраненное значение.	Non era in grado di variabile <%1> trovare il valore memorizzato.
Не смог подключить TestClient.	Non è riuscito a collegare TestClient.
