Строка поиска	Translation
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	არ არის ნაპოვნი გაშვების რეჟიმი, <%1>. თქვენ შეიძლება უნდა მიუთითოთ სივრცეში, მაგალითად, "მოახერხა განცხადება"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	არ არის ნაპოვნი გაშვების რეჟიმი, <%1>. თქვენ შეიძლება უნდა მიუთითოთ სივრცეში, მაგალითად, <მოახერხა განაცხადის>
Не нашли таблицу с именем <%1>	არ არის ნაპოვნი მაგიდის სახელი <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	არ არის ნაპოვნი <%1> კოლექცია და მინდოდა ეს კოლექცია.%2
Не обнаружено активное окно.	არ არის ნაპოვნი აქტიური ფანჯარა.
Не ожиданное значение у переменной ТипСравнения: <%1>	არ არის მოსალოდნელი ღირებულება აქვს ცვლადი Tipirovaniya: <%1>
Не описано действие для кнопки <%1>	არ არის აღწერილი ქმედების ღილაკს <%1>
Не определена фича для выполнения на раннере №0.	არ არის განსაზღვრული ფუნქცია უნდა იყოს აწარმოებს runner No. 0.
Не передан каталог фич для обработки. Используется %1\features	არ გადაეცემა მხატვრული დამუშავება. გამოყენებით %1\თვისებები
Клиент тестирования не подключен.	არ უკავშირდება Testclient.
Не получилось закрыть активное окно. %1	ვერ დახუროს აქტიური ფანჯარა. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	ვერ განსაზღვრავს, აქტიური ფანჯრის TestClient კონტექსტში.
Не получилось определить активное окно Клиента тестирования.	ვერ განსაზღვრავს, აქტიური ფანჯრის TestClient.
Не получилось получить значение таблицы <%1>	ვერ ღირებულება მაგიდა <%1>
Не получилось прочитать параметр запуска.	ვერ წავიკითხე გაშვების პარამეტრი.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	ვერ გააკეთოს არჩევანი ამ სფეროში <%1> <%2>. %3
Не получилось создать тестовый MP3	ვერ შექმნა ტესტი MP3
Не реализовано.	არ განხორციელდა.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	ვერ მაგიდა <%1> გააკეთოს არჩევანი სია არჩევანი <%2> <%3>
Не смог выделить все строки в таблице <%1>. %2	ვერ აირჩიეთ ყველა რიგები მაგიდა <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	შეიძლება არ შეასრულოს ბრძანება მოპოვების კოორდინატები ეკრანზე ყველა Windows - 1S taskbar.
Не смог выполнить команду. <%1>	შეიძლება არ შესრულდეს ბრძანება. <%1>
Не смог вычислить выражение: %1	ვერ მოსაგვარებლად გამოხატვის: %1
Не смог загрузить %1. %2	ვერ ვტვირთავ %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	ვერ ვტვირთავ მონაცემთა ბაზაში dt: %1. ПутьКDT: %2. დაბრუნება სტატუსი: %3
Не смог загрузить снипеты из %1	ვერ დატვირთვა snippets %1
Не смог закрыть окно %1	ვერ დახურეთ ფანჯარა %1
Не смог закрыть окно повторно %1	ვერ დახურეთ ფანჯარა, re %1
Не смог запустить конфигуратор. <%1>	ვერ აწარმოებს კბილის პასტა. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	ვერ of გავიდა JSON პარამეტრები, რათა დადგინდეს, დირექტორია, Allure ანგარიში.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	ვერ of გავიდა JSON პარამეტრები, რათა დადგინდეს, დირექტორია, ანგარიში CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	ვერ of გავიდა JSON პარამეტრები, რათა დადგინდეს, დირექტორია jUnit ანგარიში.
Не смог найти данные для подключения профиля клиента тестирования <%1>	ვერ იპოვეთ მონაცემების დაკავშირება მომხმარებლის პროფილის ტესტი <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	ვერ იპოვეთ მოდული კოდი ფორმა ფაილი, Emailform.
Не смог найти открытый конфигуратор.	ვერ იპოვეთ ღია კბილის პასტა.
Не смог найти сохранненное значение по переменой <%1>	ვერ იპოვეთ sohranenie ღირებულება ცვლადი <%1>
Не смог обработать XML в UILogToScript.	ვერ პროცესი XML in UILogToScript.
Не смог обработать параметры в строке <%1>	ვერ პროცესის პარამეტრების ხაზი <%1>
Не смог определить длительность у файла: %1	ვერ განსაზღვრავს ხანგრძლივობა ფაილი: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	ვერ განსაზღვრავს Sledujuschaja: %1
Не смог определить следующий шаг для выполнения.	არ შეიძლება დადგინდეს შემდეგი ნაბიჯი უნდა შეასრულოს.
Не смог определить тип значения для строки: %1	ვერ განსაზღვრავს ღირებულების ტიპის string: %1
Не смог перейти к строке фильтра <%1>	ვერ წავიდეს ხაზი <%1>
Не смог по переменной <%1> найти сохраненное значение.	ვერ მოხერხდა, ცვლადი <%1> იპოვოს გადაარჩინა ღირებულება.
Не смог подключить TestClient.	ვერ დაკავშირება TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	ვერ დაკავშირება TestClient. შეუშალოს შეყოვნება <%1>
Не смог подключить обработку <%1>	ვერ დაკავშირება, დამუშავება, <%1>
Не смог подключить профиль TestClient <%1>	ვერ დაკავშირება პროფილი TestClient <%1>
Не смог подставить в строку параметры: <%1>	ვერ მითითებული string პარამეტრები: <%1>
Не смог получить данные файла <%1>	ვერ მონაცემების ფაილი <%1>
Не смог получить значение из строки запуска	ვერ ღირებულება string დაწყებული
Не смог получить значение поля <%1> у таблицы <%2>.%3	ვერ ღირებულება სფეროში, <%1> მაგიდის <%2>.%3
Не смог получить значение таблицы <%1>	ვერ ღირებულება მაგიდა <%1>
Не смог получить значение табличного документа <%1>	ვერ ღირებულება მაგიდა დოკუმენტი, <%1>
Не смог получить количество строк у таблицы <%1>	ვერ რაოდენობის სტრიქონების მაგიდა <%1>
Не смог получить макет %1	ვერ განლაგება %1
Не смог получить состяние таблицы <%1>	ვერ მიიღოს სახელმწიფო გონების მაგიდა <%1>
Не смог получить строки таблицы <%1>	ვერ მწკრივი ცხრილში <%1>
Не смог получить строки таблицы.	ვერ მწკრივი ცხრილში.
Не смог получить строки ТЧ <%1>	ვერ line საათამდე, <%1>
Не смог получить строку сценария.	ვერ ხაზი script.
Не смог получить строку таблицы %1	ვერ მაგიდა ზედიზედ %1
Не смог получить форму текущего окна.	ვერ ფორმის მიმდინარე ფანჯარაში.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	ვერ ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	არ შეუძლია შეცვალოს პარამეტრები ნაბიჯი ადგილებში, <%1>
Не смог преобразовать к числу PID=%1	ვერ კონვერტირება რაოდენობის PID=%1
Не смог распаковать %1	ვერ ამოიღო %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	ვერ გააკეთოს არჩევანი არჩევანი სია <%1> - ონლაინ <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	ვერ დააკოპირეთ script %1, იმიტომ, რომ არ იქნება უსასრულო ციკლი.
Не смог создать базу по строке: %1. Статус возврата: %2	ვერ შექმნათ მონაცემთა ბაზის line: %1. დაბრუნება სტატუსი: %2
Не смог создать каталог для отчета Allure: %1	ვერ შექმნა დირექტორია Allure ანგარიში: %1
Не смог создать каталог для отчета CucumberJson: %1	ვერ შექმნა დირექტორია ანგარიში CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	ვერ შექმნა დირექტორია jUnit ანგარიში: %1
Не смог создать объект сравнения файлов.	ვერ შექმნათ ობიექტი ფაილი შედარებით.
Не смог создать сервисные базы. Статус=%1	ვერ შექმნა სამსახურის ბაზა. სტატუსი=%1
Не смог удалить файл %1	შეიძლება არ წაშალოთ ფაილი %1
Не смогли найти таблицу <%1> в активном окне.	ვერ იპოვეთ მაგიდა <%1> აქტიურ ფანჯარაში.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	არ დატვირთვა მხატვრული %1 არ არის ნაპოვნი საკვანძო ფილტრები.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	არ დატვირთვა ფუნქცია: %1, მას შემდეგ, რაც აღმოაჩინა, საკვანძო გამონაკლისი: %2
Не удалось авторизоваться в базе.	ვერ შეხვიდეთ მონაცემთა ბაზაში.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	ვერ დაველოდოთ ღონისძიების დასრულების შემდეგ ციკლი for <%1> წამში.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	ვერ იპოვეთ დოკუმენტის ნომერი <%1>. ტიპი დოკუმენტი.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	ვერ ნავიგაცია სასურველი მწკრივი ცხრილში <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Failed to connect to COM ობიექტის <Shell.განაცხადის>
Не удалось подключить COM объект <WScript.Shell>	Failed to connect to COM ობიექტის <WScript.Shell>
Не удалось подключить клиент тестирования. %1	ვერ მოხერხდა დაკავშირება კლიენტს ტესტირება. %1
Не удалось подключить форма %1 по причине:%2	დაკავშირება ვერ ფორმა %1 მიზეზი:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	ვერ შეყოვნება აწარმოებს TestClient საწყისი ღირებულება %1. გამოიყენეთ ღირებულება default: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	ვერ ტაიმაუტს ასინქრონული ნაბიჯები. გავიდა ღირებულება იყო: %1
Не указан каталог для формирования видео инструкции.	არ აკონკრეტებს, დირექტორია ფორმირების ვიდეო ინსტრუქციები.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	არ მიუთითოთ დირექტორია სასურველი ვერსია პლატფორმა 8.3.10 ან უფრო მაღალი.
Не указана команада для выполнения скриншотов. Например <%1>	არ არის მითითებული გუნდი ასრულებს ეკრანის. მაგალითად, <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	არ არის მითითებული ჟურნალის ფაილის სახელი პარამეტრი <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	არ არის მითითებული ჟურნალის ფაილის სახელი პარამეტრი <Kapileshwaraswami>
Не указано количество кадров.	არ არის განსაზღვრული რაოდენობის ფარგლებში.
Не установлен ffmpeg.	თქვენ არ გაქვთ დაყენებული ffmpeg.
Не установлен ImageMagic (convert.exe)	არ არის დაყენებული ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	არ არის დაყენებული ImageMagic (convert.exe).
Не установлен oscript.	არ არის მითითებული oscript.
Не установлен VLC 2.1.5.	არ არის დაყენებული VLC 2.1.5.
Не установлен ГолосовойДвижок.	არ არის მითითებული Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	არასწორად მითითებული მოდელი. არასწორი სვეტის პირველ მწკრივში. დაკარგული საჭირო სვეტი დასახელება [%1]
Неверное число параметров в строке табилцы. Должно быть <	არასწორი რაოდენობის პარამეტრები ხაზი tablicy. უნდა იყოს <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	არასწორი რაოდენობის პარამეტრები მაგიდასთან row. უნდა იყოს, <%1> პარამეტრები და ხაზი <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	არასწორი ძებნის რეჟიმი: არ უჭერს ძებნის რეჟიმი. რეკვიზიტები <%1>: Looking for <%2>
Неверный формат области <%1>	არასწორი ფორმატი რეგიონში <%1>
Невидима	უხილავი
Недоступна	მიუწვდომელია
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny " Theparameter in ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	უცნობი ვერსია მიწოდების Vanessa-ავტომატიზაციის: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	უცნობი შეცდომა ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	უცნობი მოდული ID: <%1>
Неизвестный КорневойТипКонфигурации <%1>	უცნობი Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	უცნობი Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	უცნობი მენეჯერი რეგისტრაცია %1.%2 . ცვლადი %3
Неизвестный тип вывода данных по изменению формы.	უცნობი ტიპი გამოშვება, შეცვალოს ფორმის.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	უცნობი ტიპი: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	თქვენ ვერ შეცვლის მიმდინარე სფეროში აქვს დაცულია კავშირი <კლიენტი>.
Нельзя получить состав колонок для пустой таблицы.	თქვენ არ შეგიძლიათ მიიღოთ სვეტები, რომ ცარიელი მაგიდა.
Необрабатываемый корневой тип <%1>	დაუმუშავებელი root ტიპი <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	თქვენ უნდა დააყენოთ პროგრამული უზრუნველყოფა. დეტალები აქ: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	არ უკავშირდება TestClient.
Обнаружено несколько полей с заголовком <%1>	მრავალჯერადი header სფეროებში <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	ჩვეულებრივი ფუნქცია ნომერი %1% 2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	ერთი ან მეტი რიგები მინიშნება მაგიდა არ არის ნაპოვნი მაგიდის ფორმა%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	ერთი თემა ფუნქცია ნომერი %1% 2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	მოსალოდნელია, <%1> ელემენტს მითითებით, <%2>, ი <%3> ელემენტები.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	მოსალოდნელია, <%1> წამში ხელმისაწვდომობის სფეროში, <%2>. მაგრამ ეს ელემენტი, ფორმა არ არის ნაპოვნი.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	მოსალოდნელია, <%1> წამში ხელმისაწვდომობის სფეროში, <%2>. Ekusadasi.წმინდა=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	მოსალოდნელია, <%1> წამი გამოჩენა სფეროში <%2>. მაგრამ ეს ელემენტი, ფორმა არ არის ნაპოვნი.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	მოსალოდნელია, <%1> წამი გამოჩენა სფეროში <%2>. Takomabibelot=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	მოსალოდნელია, <%1> წამში სფეროში <%2> <%3>. მიმდინარე ღირებულება არის <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	მოსალოდნელია, <%1> წამი მაგიდა <%2> სტრიქონების რაოდენობა %3% 4. მიმდინარე სტრიქონების რაოდენობა <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	მოსალოდნელია, <%1> წამი რომ იხურება ფანჯარა სათაური <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	მოსალოდნელია, <%1> წამი, რომელიც იხსნება ფანჯარა სათაური <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	მოსალოდნელია, <%1> წამი, რომ ველი <%2> შეივსება.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	მოსალოდნელი დატვირთვის ლინკი და მიიღო ცარიელი მითითება.%1
Ожидали идентичность файлов, а получили, что они различны.%1	მოსალოდნელი პირადობის ფაილი, და მიიღო, რომ ისინი სხვადასხვა.%1
Ожидали получить только одну строку таблицы.	ველით მიიღოს მხოლოდ ერთი რიგის მაგიდა.
Ожидали статус <%1>, а получили <%2>	მოსალოდნელი სტატუსი, <%1>, მაგრამ მივიღე <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	ველით არსებობა ობიექტის IB, და მიიღო ობიექტი არ აღმოაჩინა, <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	მოსალოდნელია მაგიდა <%1> <%2> წამში სფეროებში <%3> <%4>. მიმდინარე ღირებულება <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	მოსალოდნელი %1% 2 სახიფათოა გამონაკლისი %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	მოსალოდნელია აქტიური ფანჯარა, <%1>, მაგრამ აღმოჩნდა, <%2>. დროის ძებნის ფანჯარა: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	მოსალოდნელია, რომ შეტყობინებები მომხმარებელი იქნება substring, <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	ელოდა მეორე პარამეტრი გადაეცემა მასივი პარამეტრების მეთოდი, <%1>, მაგრამ მიიღო სხვადასხვა ობიექტის ტიპი <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	ელოდა მეორე პარამეტრი გადაეცემა პარამეტრი სტრუქტურა საშუალებას <СоздатьДанныеПоТабличномуДокументу> და მიიღო სხვადასხვა ობიექტის ტიპი <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	მოსალოდნელი რაოდენობის სტრიქონების მაგიდასთან, <%1> ტოლია ცვლადი <%2>. ღირებულება ცვლადი <%3>. სტრიქონების რაოდენობა <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	მოსალოდნელი გაგზავნა ყუთი შესახებ არის ცარიელი, და %1 გაგზავნა.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	მოსალოდნელი ცვლადი <%1> ტოლია <%2>. მიმდინარე ღირებულება არის <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	მოსალოდნელია, <%1> ტოლია ცვლადი <%2>. ღირებულება ცვლადი <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	ველით header სფეროში <%1> არის სავსე, მაგრამ იგი ცარიელი.
Ожидали, что проверяемое значение (%1) %2 %3 %4	გამშვები ღირებულება (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	ველით მესამე პარამეტრი გადაეცემა მასივი პარამეტრების მეთოდი, <%1>, მაგრამ მიიღო სხვადასხვა ობიექტის ტიპი <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	რაც მე მოსალოდნელია ჯგუფი, <%1> მიმდინარე გვერდი <%2>, მაგრამ იყო <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	რაც მე მოსალოდნელია ცხრილის დოკუმენტი, <%1> საკანში მისამართი <%2> <%3>, <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	რაც მე მოსალოდნელია ცხრილის დოკუმენტი, <%1> საკანში მისამართი <%2> <%3>, <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	რაც მე მოსალოდნელია ცხრილის დოკუმენტი, <%1> საკანში მისამართი <%2> <%3>, <%4>
Ожидали, что ячейка <%1> будет заполнена.	მოსალოდნელია, მობილური არის, <%1> შეივსება.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	ველით thatin მაგიდა <%1> სფეროში <%2> ტოლია ცვლადი <%3>. ღირებულება ცვლადი <%4>. Znacheniya <%5>
Окно с заголовком <%1> не найдено.	ფანჯარა სათაური <%1> ვერ მოიძებნა.
Описание ошибки: %1	აღწერა შეცდომა: %1
Остановка на брейкпоинте.	გაჩერება breakpoint.
Ошибка в %1. %2	შეცდომა %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	შეცდომა ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	შეცდომა ПолучитьУжеСуществующиеСнипетыИзобработок(). ფაილი/დირექტორია %1 არ არსებობს.
Ошибка в файле %1, снипет %2 уже был в %3	შეცდომა ფაილი %1, snippet %2% 3
Ошибка перегенерации EPF. Файл %1 не найден.	შეცდომა რეგენერაციას ევრაზიის თანამშრომლობის ფონდი. ფაილი %1 არ არის ნაპოვნი.
Ошибка при выгрузке набора записей регистра: %1	შეცდომა, როდესაც გადმოტვირთვის კომპლექტი რეგისტრაცია მასალა: %1
Ошибка при выгрузке объекта: %1. Тип: %2	შეცდომა გადმოტვირთვის ობიექტი: %1. ტიპი: %2
Ошибка при закрытии всех окон Testclient.	შეცდომა, როდესაც დახურვის ყველა Windows Testclient.
Ошибка при поиске значений в макете %1:	შეცდომა, როდესაც ეძებს ღირებულებების განლაგება %1:
Ошибка при получении активной формы.	შეცდომა მიღების აქტიური ფორმა.
Ошибка при получении списка процессов 1С.	შეცდომა მიღების სია პროცესების 1C.
Ошибка при получении текста фичи:	შეცდომა მიღების ტექსტი:
Ошибка при построении дерева из файла <%1>%2%3	შეცდომა, როდესაც სამშენებლო ხე ფაილი <%1> %2% 3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	შეცდომა, როდესაც მომტანი მონაცემების მოდელი. არასამთავრობო უნიკალური სახელი ცვლადი: [%1]
Ошибка проверки значения таблицы <%1>. %2	შეცდომა შეამოწმეთ ღირებულების მაგიდა <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	შეცდომა შექმნა დროებითი ფაილი ქვედირექტორიაში %1.
Ошибка создания скриншота:%1 команда:%2	შეცდომა შექმნა screenshot:%1 ბრძანება:%2
Ошибка создания файла %1.	შეცდომა შექმნა ფაილი %1.
Ошибка чтения JSON. Неизвестный символ %1	შეცდომა კითხულობს JSON. უცნობი ხასიათი %1
Ошибка чтения структуры JSON пропускаем чтение	შეცდომა კითხულობს JSON სტრუქტურა გაფართოებული კითხულობს
Ошибка чтения структуры JSON.	შეცდომა კითხულობს JSON სტრუქტურა.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	შეცდომა. მხატვრული %1 აღმოაჩინეს რამდენიმე სკრიპტები სახელით %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	შეცდომა. ი უფრო მეტია, ვიდრე 1 ღირებულების cache Mataranyika [%1] მითითებულ ძებნა %2
ОшибкаПроверки	Olivepomace
Параметр <Запускаемая обработка> указывает на несуществующий файл.	პარამეტრი <დაწყება დამუშავების> რაოდენობა არარსებული ფაილი.
Параметр <Имя подключения> является обязательным.	ვარიანტი <კავშირი სახელი> არის სავალდებულო.
Параметр <Логин> не задан	პარამეტრი <სახელი> არ არის მითითებული
Параметр %1 не найден в таблице параметров.	ვარიანტი %1 არ არის ნაპოვნი მაგიდა.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	პირველი პარამეტრი (%1) ნაკლებია, ვიდრე მეორე (%2) და სასურველი იყო, მეტი ან ტოლი.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	პირველი პარამეტრი (%1) ნაკლებია ან ტოლია მეორე (%2) და უნდოდა უფრო მეტი.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	ცარიელი გზა გაიარა, რათა რუტინული <Astaticlullaby>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	გადაეცემა თარიღი (%1) არ არის ტოლი თარიღი (%2) სიზუსტე 2 წამში, და სურდა, მათ უნდა იყოს თანაბარი. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	გავიდა პარამეტრი (%1) არ შედის კომპანია %2, და სასურველი იყო. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	გავიდა პარამეტრი (%1) არ არის ნამდვილი, და სასურველი იყო. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	გავიდა პარამეტრი (%1) არ არის ტყუილი, და სასურველი იყო. %2
Передвижение курсора мышки - OK	გადაადგილების მაუსის კურსორი. OK
ПередВыполнениемШага: %1	Perevypolneniem: %1
Переключатель с заголовком <%1> не найден.	შეცვლა სათაური <%1> ვერ მოიძებნა.
Переключатель с именем <%1> не найден.	შეცვლა სახელი <%1> ვერ მოიძებნა.
Переменная <%1> не найдена.	ცვლადი <%1> ვერ მოიძებნა.
Переменная <%1> ранее не была сохранена	ცვლადი <%1> არ ყოფილა შენახული ადრე
Пересоздан %1	Recreated %1
Пересоздаю %1	ხელახლა %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	Plannedorbit.%1 ვერ პოულობენ განსაზღვრული ელემენტს/ჯგუფი [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	Plannedorbit.%1 ვერ შექმნა ახალი ჯგუფი.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	Plannedorbit.%1 ვერ შექმნა ახალი ელემენტი.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	Provideguarantees.%1 ვერ პოულობენ განსაზღვრული ელემენტს/ჯგუფი [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	Provideguarantees.%1 ვერ შექმნა ახალი ჯგუფი.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	Provideguarantees.%1 ვერ შექმნა ახალი ელემენტი.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	Planaltina.%1 ვერ კვანძის ამ IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	Planaltina.%1 ვერ შექმნა ახალი კვანძის.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	Planscheap.%1 ვერ პოულობენ განსაზღვრული ელემენტს/ჯგუფი [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	Planscheap.%1 ვერ შექმნა ახალი ჯგუფი.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	Planscheap.%1 ვერ შექმნა ახალი ელემენტი.%2
Подключение с именем <%1> перезаполнено в таблице подключений	დაკავშირება სახელი <%1> petesaporito იმ კავშირი მაგიდა
Подключили для отладки форма %1	დაკავშირებული გამართვის ფორმა %1
Подключились к сеансу TESTCLIENT.	შეუერთდა სხდომაზე TESTCLIENT.
Подсвет рамки - OK	Illumin ჩარჩო - OK
Поле <%1> в данный момент невидимо пользователю.	სფეროში, <%1> მომენტში, უხილავი შესახებ.
Поле <%1> существует, а ожидали, что его нет.	სფეროში, <%1> არსებობს, როგორც მოსალოდნელი იყო, რომ ეს ასე არ არის.
Поле с заголовком <%1> не найдено.	ყუთი სათაური <%1> ვერ მოიძებნა.
Поле с именем <%1> не найдено.	სფეროში სახელი <%1> ვერ მოიძებნა.
Получить изменения формы	ფორმის შეცვლა
Получить состояние всей формы	უნდა მიიღოთ მთელი ფორმა
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : უცნობია Corneoscleral <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
