Строка поиска	Translation
В процедуру <УстановитьРезультатУсловия> передан неверный тип параметра <%1>. Ожидаемый тип: Булево.	Į procedūrą <УстановитьРезультатУсловия> perduotas neteisingas parametras tipas <%1>. Tikimasi tipas: Boolean.
В результирующей таблице существуют две колонки с одинаковым заголовком: %1	Į результирующей lentelėje yra du stulpelius su ta pačia antrašte: %1
В списке нет значения <%1>	Sąraše nėra reikšmės <%1>
В строке <%1> не найдена подстрока <%2>	Eilutėje <%1> nėra rasta substr <%2>
В сценарии <%1> найден тег исключение <%2>	Scenarijus <%1> rasti žymė išimtis <%2>
В сценарии <%1> найден тег отбор <%2>	Scenarijus <%1> rasti žymė atrankos <%2>
В таблице <%1>  НЕ найдено значение %2, а оно должно было быть.	Lentelėje <%1> NĖRA rasta reikšmę %2, o ji turėjo būti.
В таблице <%1>  нет колонки <%2>	Lentelėje <%1> ne garsiakalbiai <%2>
В таблице <%1> в строке №%2 найдено значение %3, а его не должно было быть.	Lentelėje <%1> eilutėje nr.%2 nustatyta vertė %3, o jo ne taip turėjo būti.
В таблице <%1> найдено <%2> значений. А ожидали <%3>. Имя колонки <%4>. Искомое значение <%5>	Lentelėje <%1> rasti <%2> reikšmes. O tikėjomės <%3>. Vardas skiltyje <%4 ir>. Ieškomojo reikšmė <%5>
В таблице <%1> не найдено ни одной строки	Lentelėje <%1> nėra rasta nė vienos eilutės
В таблице <%1> не найдено ячейки с заголовком <%2>	Lentelėje <%1> nėra rasta langelio su antrašte <%2>
В таблице <%1> не найдены колонки: %2	Lentelėje <%1> ne rasti skiltyje: %2
В таблице <%1> не получилось активизировать поле <%2>.	Lentelėje <%1> neatsitiko įjungti lauke <%2>.
В таблице <%1> нет строк для выбора.	Lentelėje <%1> ne eilučių pasirinkimo.
В таблице <%1> ожидали получить <%2> строк, а получили <%3> строк.	Lentelėje <%1> tikėjosi gauti <%2> eilučių, o gavo <%3> eilučių.
В таблице <%1> ожидали получить %2 %3 строк, а получили <%4> строк.	Lentelėje <%1> tikėjosi gauti %2 %3 eilučių, o gavo <%4> eilučių.
В таблице <%1> ожидали получить больше <%2> строк, а получили <%3> строк.	Lentelėje <%1> tikėjosi gauti daugiau <%2> eilučių, o gavo <%3> eilučių.
В таблице <%1> ожидали получить больше или равно <%2> строк, а получили <%3> строк.	Lentelėje <%1> tikėjosi gauti daugiau arba lygu <%2> eilučių, o gavo <%3> eilučių.
В таблице <%1> ожидали получить меньше <%2> строк, а получили <%3> строк.	Lentelėje <%1> tikėjosi gauti mažiau <%2> eilučių, o gavo <%3> eilučių.
В таблице <%1> ожидали получить меньше или равно <%2> строк, а получили <%3> строк.	Lentelėje <%1> tikėjosi gauti mažiau arba lygu <%2> eilučių, o gavo <%3> eilučių.
В таблице <%1> отсутствует колонка <%2>, указанная в параметрах.	Lentelėje <%1> nėra skiltis <%2>, указанная parametrų.
В таблице <%1> поле с заголовком <%2> не найдено.	Lentelėje <%1> laukas su antrašte <%2> nėra rasta.
В таблице <%1> поле с именем <%2> не найдено.	Lentelėje <%1> lauke, su pavadinimu <%2> nėra rasta.
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	Lentelėje <%1> iš lauko <%2> tikėjosi atidaryti meniu, bet ne дождались.
В таблице не найдена колонка <%1>	Lentelėje nerastas skiltis <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	Lentelėje parametrų nebuvo išsiųstas vardas naują rinkinį. Skiltis <ryšio Pavadinimas>
В таблице подключений уже есть подключение с именем <%1>	Lentelėje jungtis jau yra ryšys su pavadinimu <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	Stalo dokumente %1 stulpelio, o tikėtasi %2 garsiakalbiai.
В табличном документе %1 строк, а ожидалось %2 строк.	Stalo dokumente %1 eilutės, o tikėtasi %2 eilučių.
В табличном документе %1 строк, а ожидалось, что он пустой.	Stalo dokumente %1 eilutės, o tikėtasi, kad ji yra tuščia.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	Stalo dokumento skiltyje <%1> vertė atitinka sąlygą 'Reikšmė stulpelyje %2 %3'. Dabartinė vertė skiltyje <%4 ir>. Nemažai <%5> skiltyje <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Stalo dokumento skiltyje <%1> tikėjosi reikšmė <%2> rasti <%3>. Nemažai <%4> skiltyje <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Stalo dokumento skiltyje <%1> tikėjosi, kad nebus reikšmės <%2> rasti <%3>. Nemažai <%4> skiltyje <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	Stalo dokumento skiltyje nr.%1 value= <%2> ir tikėtasi <%3>
В табличном документе колонка <%1> не найдена.	Stalo dokumente skiltis <%1> nėra rasta.
В файле <%1> нашли строки, а ожидали, что их нет:%2	Faile <%1> rasti eilutes, ir tikėjosi, kad jų nėra:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	Faile <%1> nėra rasta eilutę, ir tikėjosi, kad jie ten yra:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	Į фиче <%1> scenarijaus <%2> rasti žymė išimtis <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	Į фиче <%1> scenarijaus <%2> rasti žymė atrankos <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	Žingsnis reikia perkelti lentelę Gherkin, kurioje yra 2 arba daugiau eilučių.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	Į pavyzdinis lentelėje yra du stulpelius su ta pačia antrašte: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Įjunkite vėliava <Include derinimo pranešimai> norėdami pamatyti run komandą.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Внутреняя klaida. Nepilnas pildyti medžio metaduomenis. Nėra objektas, образующий tipas - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Внутреняя klaida. Nepilnas užpildymas struktūra nuoroda tipai - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	Per pridėtą scenarijų <%1> buvo išsiųstas <%2> lentelių, ir jis priima tik <%3> lentelių.
Возможно это обработка для обычных форм, а не для управляемых форм.	Galbūt jis apdorojimo paprastų formų, o ne valdymo formos.
Возможно это обработка для управляемых форм, а не для обычных форм.	Galbūt jis apdorojimo valdymo formos, bet ne įprastų formų.
Все проверки пройдены.	Visi patikrinimai atlikti.
Вызов метода <%1>: %2	Skambinkite metodas <%1>: %2
Выпадающий список <%1> не был сформирован.	Выпадающий sąrašą <%1> nebuvo suformuota.
Выпадающий список <%1> не открылся для ввода текста.	Выпадающий sąrašą <%1> ne atidaryta teksto.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	Выпадающий sąrašą <%1>. Tikėjomės, kad jame bus tekstą %2, ir gavo %3.
Выпадающий список с заголовком <%1> не найден.	Выпадающий sąrašą su antrašte <%1> nerastas.
Выпадающий список с именем <%1> не найден.	Выпадающий sąrašą pavadinimu <%1> nerastas.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	Vykdymo scenarijus baigtas. BUVO KLAIDŲ.
Выполнение сценариев закончено. Ошибок не было.	Vykdymo scenarijus baigtas. Klaidų nebuvo.
Выполняю	Atlikti
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	Išraiška <%1> pasirodė, kad tiek <%2> ir tikėjosi <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Generatorius išdėstymą iš realių duomenų: Ne gerai dirbti su tokio tipo <%1>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Grupė su antrašte <%1> nėra rasta.
Группа с именем <%1> не найдена.	Grupė pavadinimu <%1> nėra rasta.
Данные по основному подключению Клиента тестирования перезаполнены.	Duomenys pagrindiniu prijungti Testclient перезаполнены.
Данный шаг не работает с таблицами.	Šis žingsnis neveikia su lentelėmis.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Darau bendras screenshot.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Darau iš naujo TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Darau распаковку %1
Делаю скриншот.	Padaryti screenshot.
Делаю скриншоты всех окон 1С.	Darau screenshot visus langus 1.
Длительность MP3 = 0. Файл=%1	Trukmė MP3 = 0. File=%1
Для <%1> не найдено документа основания	<%1> nėra rasta dokumento pagrindo
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Generuoti EPF turi būti nustatytas 1Script. Į cmd turi būti komanda: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Norėdami prisijungti su pavadinimu <%1> pakeistas port jungtis, uostas jau yra lentelėje ryšius.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Dabartinės lentelės langelius <%1> dabartinė reikšmė yra <%2> ir tikėjosi <%3>
Для шага <%1> не найден EPF файл.	Intervalui <%1> nerastas EPF failą.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Elemento formos, %1 dabartinė reikšmė yra <%2> ir tikėjosi <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Langelio <%1> lentelės <%2> dabartinė reikšmė yra <%3>, o tikėjosi <%4>
Добавил шаг: %1	Papildomas žingsnis: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Turi būti perduota bent 1 eilutė
Должна оставаться строка подключения текущего клиента	Turi likti jungtys dabartinio kliento
Должно быть передано 2 строки	Turi būti perkelta į 2 eilutę
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Turi būti perduota ne mažiau kaip 2 eilutės. Pirmoji eilutė su stulpelių pavadinimais, antroji ir šiuos duomenis patikrinti.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Įkeltas objektas.Vardas %1, %Tipą 2
Загрузил новую версию	Atsisiųsti naują versiją
Загрузил снипеты из кеш	Atsisiųsti снипеты iš кеш
Закладка с заголовком <%1> не найдена.	Stulpelis su antrašte <%1> nėra rasta.
Закладка с именем <%1> не найдена.	Stulpelis su pavadinimu <%1> nėra rasta.
Закончились фичи. Не стал назначать раннеру фичу.	Baigsis фичи. Ne tapo priskirti раннеру фичу.
Закрытие TestClient <%1>	Uždaryti TestClient <%1>
Записал файл статуса билда: %1	Įrašyti failą statusas билда: %1
Записался корректный элемент.	Записался tinkamą elementą.
Записываю %1	Įrašau %1
Запись действий пользователя закончена.	Įrašyti vartotojo veiksmų baigtas.
Запись действий пользователя начата.	Įrašyti vartotojo veiksmų pradėtas.
Запись действий пользователя приостановлена.	Įrašyti vartotojo veiksmų sustabdytas.
Запись действий пользователя продолжена.	Įrašyti vartotojo veiksmų toliau.
Запускаю генерацию epf.	Paleisti генерацию epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Vertė (%1) užpildyta, o ожидалась незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Vertė (%1) nėra užpildyta, o ожидалась заполненность%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Vertė [%1:%2]. Tikėjomės <%3>, o gavo <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Reikšmė <%1> daugiau arba lygu nei <%2> ir tikėtasi mažiau. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Reikšmė <%1> daugiau negu <%2> ir tikėtasi mažiau arba lygu. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Parametro reikšmė %1: tikėjomės <%2>, gavome <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Parametro reikšmė %1: tikėjomės eilutės <%2>, <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parametro reikšmė таймаута budėjimo režimu, turi būti skaičius. Išsiųstą vertė: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Butaforija <%1>: Ieškoma reikšmė <%2>, bet nerado.
Изменения формы обработаны.	Keisti formą tvarkomi.
Изменилось имя формы: было: %1, стало: %2	Pasikeitė formos pavadinimą: buvo: %1, tapo: %2
имеет длину	yra ilgio
имеет тип	yra tipas
Именованная область %1 не найдена;	Именованная sritį %1 nerasta
ИмяКомпьютера <%1>; порт <%2>	ИмяКомпьютера <%1>
ИмяПроцедуры	Procedurename
ИмяФайла	ИмяФайла
Искали в %1 подстроку %2, но не нашли.%3	Ieškoti %1 eilutės %2, tačiau nebuvo rasta.%3
Исключение для просмотра значения.	Išimtis norėdami peržiūrėti vertybes.
Ищу снипеты в каталоге	Ieškau снипеты kataloge
Ищу сценарии в каталоге	Ieškau scenarijus kataloge
Каталог <%1> не найден.	Katalogas <%1> nerastas.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Katalogas ЗаписьВидеоКаталогДляВременныхФайлов <%1> nėra.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Katalogas ЗаписьВидеоКаталогДляВременныхФайлов <%1> nėra nurodyta.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML nėra nustatytas.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown nėra nustatytas.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты nėra nustatytas.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Mygtukas juostos atidarytus langus <%1> nėra rasta.
Кнопка панели разделов <%1> не найдена.	Mygtukas juostos pertvaros <%1> nėra rasta.
Кнопка с именем <%1> не найдена.	Mygtukas su pavadinimu <%1> nėra rasta.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Mygtukas su pavadinimu <%1> nėra rasta. ТекущееОкно=%2
кнопка, которую требуется нажать	mygtukas, kurį reikia spausti
Кнопка/команда с заголовком <%1> не найдена.	Mygtukas/komanda su antrašte <%1> nėra rasta.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Mygtukas/komanda su antrašte <%1> nėra rasta. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Kiek sekundžių дял prisijungti TestClient: %1
Команда меню <%1> не найдена в панели функций.	Meniu komanda <%1> nėra rasta įrankių juostos funkcijas.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Komanda ОстановитьЗаписьВидео gražino gamintojo grįžti = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Komanda sujungti mp3 nebaigta. Файл1=%1, Файл2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Komanda gauti failų sąrašą kataloge nėra atlikta. Dir = %1
Команда системы реализована только под Windows.	Komanda sistema įgyvendinta tik pagal Windows.
Константа %1 не заполнена.	Konstanta %1 nėra užimta.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1 komanda:%2
между	tarp
меньше	mažiau
меньше или равно	mažiau arba lygu
Надо сделать перезапуск фреймворка тестирования.	Reikia padaryti iš naujo фреймворка bandymai.
Найден активный элемент формы	Rastas aktyvus elementas formos
Найден упавший сценарий.	Nustatyta, упавший scenarijų.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Rasta forma: ТекстЗаголовка=%1, ИмяФормы=%2. Langas <%3>
Найдено %1 окон.	Nustatyta, %1 langus.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Rasta daugiau nei vieno formos laukus su antrašte <%1>. Rekomenduojama ieškoti elementas vardu.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Rasta lentelės eilutė <%1>:%2
не	nėra
Не верный формат области <%1>. %2	Ne ištikimas formatas srityje <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Neįmanoma atidaryti formą abstraktus objektas, nurodykite nuorodą
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Ne visi paslaugų skiltyje suderinta. Prašymas būtinai turi būti col %1
не выполнен	neįvykdytas
Не дождались отображения окна TestClient. Таймаут <%1>	Ne дождались langą rodyti TestClient. Osd <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Nenurodytas registratorius įrašų raidžių %1. Kintamasis %2
Не заполнен служебный параметр КаталогИнструментов.	Nėra užpildytas naudingumo parametras КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Žinomi tipas parametro ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Nenaudoti
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Negaliu iškrauti statusas scenarijus, t. k. buvo perduotas katalogas, o ne byla.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Negaliu iškrauti statusas scenarijus, t. k. katalogą %1 neegzistuoja.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Negaliu сфомировать ataskaitą Vilioti. Nėra kataloge, norėdami pamatyti ataskaitą.
Не найден Клиент тестирования для подключения..	Nerasta TestClient prisijungti.
Не найден активный элемент формы.	Nerasta aktyvus elementas formos.
НЕ найден инструмент по созданию скриншотов.	Nerasta įrankis kuriant vaizdus.
Не найден каталог библиотеки: %1	Nerasta bibliotekos kataloge: %1
Не найден каталог инструментов: %1	Nerasta įrankiai katalogas: %1
Не найден лог перегенерации EPF.	Nerasta žurnalo перегенерации EPF.
Не найден макет %1 ошибка: %2	Nerasta maketas %1 klaida: %2
Не найден перевод для шага <%1>	Nerasta vertimo žingsnio <%1>
Не найден пользователь ИБ по имени <%1>	Nerasta vartotojas ИБ pagal pavadinimą <%1>
Не найден профиль Клиента тестирования <%1>	Nerasta profilis TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Nerasta kelią JSON. Parametras: VBParams.
Не найден тип шага <%1>	Nerasta tipas žingsnio <%1>
Не найден файл <%1>	Failas nerastas <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Nerasta failų išdėstymo <%1> katalogas projekto <%2>
Не найден файл после распаковки: %1	Failas nerastas po išpakavimo: %1
Не найден файл словаря замен. <%1>	Failas nerastas žodynas apsukų. <%1>
Не найден файл служебной базы. <%1>	Failas nerastas nuosavos bazės. <%1>
Не найден файл толстого клиента <%1>	Failas nerastas tolstojaus kliento <%1>
Не найден элемент дерева по данным поиска	Nerastas elementas medis pasak ieškoti
Не найден элемент Статистика на форме VB.	Nerastas elementas Statistika forma VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Nerasta etalonu išdėstymas <%1>. Tuščias projekto katalogą.
Не найдена активная форма.	Nerasta aktyvi forma.
Не найдена группа командного интерфейса <%1>	Nerasta grupė: valdymo sąsajos <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Nerasta eilutė lentelėje ДанныеКлиентовТестирования su <Pavadinimas= " Šis vartotojas>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Nerasta eilutė pavyzdžių, kai naujajame struktūrą scenarijų. <%1>
Не найдена строка сценария.	Nerasta eilutė scenarijų.
Не найдена таблица для редактирования.	Nerasta lentelę redaguoti.
Не найдена установка VLC.	Nerasta įdiegti VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Nerasta raktinis žodis <%1> kalbos <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Nerasta nė vieno lango 1. Darau įprasta ekrano.
Не найдено ни одного сообщения пользователю.	Nerasta nė vieno pranešimo vartotojui.
Не найдено ни одного сценария. Запись видео невозможна.	Nerasta nė vieno scenarijaus. Vaizdo įrašas negalima.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Nerasta nė vienos eilutės lentelę klientų tyrimo, kuris būtų penki <bėgikas>
Не найдено окно VanessaAutomation в раннере %1	Nerasta langą VanessaBehavior į раннере %1
Не найдено окно VanessaAutomation.	Nerasta langą VanessaBehavior.
Не найдено окно предупреждения.	Nerasta langą įspėjimo.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Nustatyta vertė rekvizitai jūs спр: ИмяСпр=%1, Pavadinimas=%2, ИмяРек=%3, СтроковокПредставление=%4
Не нашел колонку: %1	Neradau skiltyje: %1
Не нашел профиля TestClient с именем <%1>	Neradau profilio TestClient su pavadinimu <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Neradau profilio TestClient su pavadinimu <%1> nors jis turi būti aktyvus šiuo metu.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Neradau profilio TestClient su pavadinimu <%1> norėdami jį uždaryti.
Не нашел путь к 1cv8c.exe: %1	Nustatyta, kad kelias į 1cv8c.exe: %1
Не нашли меню функций раздела.	Nerasta meniu funkcijų pasiskirstymo.
Не нашли окно с заголовком <%1>	Nerasta langas su antrašte <%1>
Не нашли панель открытых окон.	Nebuvo rasta juosta atidarytus langus.
Не нашли панель разделов.	Nebuvo rasta juosta skirsnių.
Не нашли профиль <%1> в таблице TestClient.	Nerasta profilis <%1> lentelėje TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Nerasta profilis <%1> тестируемом vienu Vanessa-behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Nerasta vykdomi <%1>. Galbūt, reikia nurodyti su tarpu, pavyzdžiui, "Valdoma programa"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Nerasta vykdomi <%1>. Galbūt, reikia nurodyti su tarpu, pvz., <Valdoma programa>
Не нашли таблицу с именем <%1>	Nerasta lentelę su pavadinimu <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Nerastas elementas <%1> kolekcija, o norėjo, kad jis buvo kolekcijos.%2
Не обнаружено активное окно.	Nerasta aktyvų langą.
Не ожиданное значение у переменной ТипСравнения: <%1>	Ne ожиданное reikšmę iš kintamojo ТипСравнения: <%1>
Не описано действие для кнопки <%1>	Nėra aprašyta veiksmo mygtuką <%1>
Не определена фича для выполнения на раннере №0.	Nėra apibrėžta фича atlikti раннере nr. 0.
Не передан каталог фич для обработки. Используется %1\features	Nėra perduotas katalogas фич perdirbti. Naudojamas yra %1\features
Клиент тестирования не подключен.	Nėra prijungtas Testclient.
Не получилось закрыть активное окно. %1	Neatsitiko uždaryti aktyvų langą. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Neatsitiko nustatyti aktyvų langą TestClient iš Konteksto.
Не получилось определить активное окно Клиента тестирования.	Neatsitiko nustatyti aktyvų langą TestClient.
Не получилось получить значение таблицы <%1>	Neatsitiko gauti reikšmė lentelės <%1>
Не получилось прочитать параметр запуска.	Neatsitiko perskaityti parinktį paleisti.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Neatsitiko pasirinkti lauke <%1> reikšmės <%2>. %3
Не получилось создать тестовый MP3	Neatsitiko sukurti bandymo MP3
Не реализовано.	Nėra įgyvendinta.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Negalėjo lentelėje <%1> padaryti pasirinkti iš sąrašo pasirinkite <%2> pagal eilutę <%3>
Не смог выделить все строки в таблице <%1>. %2	Negalėčiau skirti visos lentelės eilutės <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Negalėjo vykdyti komandą pagal darbo koordinates ekrane visus langus 1, užduočių juostoje.
Не смог выполнить команду. <%1>	Nepavyko paleisti komandą. <%1>
Не смог вычислить выражение: %1	Negalėjo apskaičiuoti išraiška: %1
Не смог загрузить %1. %2	Ne uzkrauti %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Ne uzkrauti bazę iš dt: %1. ПутьКDT: yra %2. Statusas grįžti: %3
Не смог загрузить снипеты из %1	Ne uzkrauti снипеты iš %1
Не смог закрыть окно %1	Negalėjo uždaryti langą %1
Не смог закрыть окно повторно %1	Negalėjo uždaryti langą vėl %1
Не смог запустить конфигуратор. <%1>	Nepavyko paleisti конфигуратор. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Negalėjo iš išsiųstus parametrus, JSON nustatyti katalogas ataskaitos Vilioti.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Negalėjo iš išsiųstus parametrus, JSON nustatyti katalogas ataskaitos CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Negalėjo iš išsiųstus parametrus, JSON nustatyti katalogas ataskaitos jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Nepavyko rasti duomenų ryšio profilio kliento bandymų <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Nepavyko rasti kodas modulio formos faile ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Nepavyko rasti viešojo конфигуратор.
