Строка поиска	Translation
В табличном документе %1 строк, а ожидалось %2 строк.	Tabulā dokumentā %1 rindas, kā gaidīts %2 rindas.
В табличном документе %1 строк, а ожидалось, что он пустой.	Tabulā dokumentā %1 rindas, kā jau bija gaidāms, ka tā ir tukša.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	Tabulas dokumenta ailē <%1> vērtība neatbilst kritērijam "Vērtība slejā %2 %3'. Pašreizējā vērtība kolonnā <%4>. Skaits <5% ir> kolonna <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Tabulas dokumenta ailē <%1> gaidījis vērtību <%2>, bet gan ņemot <%3>. Vairākas <%4> kolonna <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Tabulas dokumenta ailē <%1> gaidīts, ka nebūs vērtības <%2>, bet gan ņemot <%3>. Vairākas <%4> kolonna <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	Tabulas dokumenta ailē №%1 vērtība= <%2> , kā gaidīts <%3>
В табличном документе колонка <%1> не найдена.	Tabulas ailē dokumentā <%1> netika atrasta.
В файле <%1> нашли строки, а ожидали, что их нет:%2	Šajā failā <%1> atraduši virkni, un paredzams, ka to nav:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	Šajā failā <%1> nav atrasts rindas, kā gaidīts, ka viņi tur ir:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	Ir zīme <%1> skriptu <%2> atrasts tag izņēmums <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	Ir zīme <%1> skriptu <%2> atrasts tag atlase <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	Solis nepieciešams nosūtīt tabulu Gherkin, kurā ir 2 vai vairāk rindas.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	Atsauces tabulā ir divas kolonnas ar vienādu kolonnas virsrakstu: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Ieslēdziet karogs <Ieslēgt atkļūdošanas ziņojumus> lai apskatītos veicamo komandas.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Iekšēja kļūda. Nepilnīga aizpildīšana metadatu koka. Neviens objekts, kas veido tips - %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Iekšēja kļūda. Nepilnīga aizpildīšana struktūru atsauces veidu - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	Laikā ieguldīto scenārijs <%1> tika nodota <%2> tabulas, kā viņš pieņem tikai <%3> tabulas.
Возможно это обработка для обычных форм, а не для управляемых форм.	Iespējams tā apstrāde parastās formas, nevis pārvalda formu.
Возможно это обработка для управляемых форм, а не для обычных форм.	Iespējams tā apstrāde pārvalda formu, bet ne parastajām formām.
Все проверки пройдены.	Visas pārbaudes veiktas.
Вызов метода <%1>: %2	Zvaniet metodi <%1>: %2
Выпадающий список <%1> не был сформирован.	Nolaižamo sarakstu <%1> nav izveidota.
Выпадающий список <%1> не открылся для ввода текста.	Nolaižamo sarakstu <%1> nav atvērts, lai ievadītu tekstu.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	Nolaižamo sarakstu <%1>. Paredzams, ka tajā tiks tekstu %2, kā saņēma %3.
Выпадающий список с заголовком <%1> не найден.	Nolaižamo sarakstu ar nosaukumu <%1> nav atrasts.
Выпадающий список с именем <%1> не найден.	Nolaižamo sarakstu ar nosaukumu <%1> nav atrasts.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	Skriptu izpilde ir pabeigta. BIJA KĻŪDAS.
Выполнение сценариев закончено. Ошибок не было.	Skriptu izpilde ir pabeigta. Kļūdu nebija.
Выполняю	Veicu
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	Izteiksme <%1> izrādījās vienāds ar <%2>, kā gaidīts <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Ģenerators izkārtojumu no reāliem datiem: nemāku rīkoties šāda veida <par 1%>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Grupa ar nosaukumu <%1> netika atrasta.
Группа с именем <%1> не найдена.	Grupa ar nosaukumu <%1> netika atrasta.
Данные по основному подключению Клиента тестирования перезаполнены.	Dati par pamata pieslēgumam Testclient перезаполнены.
Данный шаг не работает с таблицами.	Šis solis nav strādā ar tabulām.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Daru kopējais screenshot.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Taisu restart TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Daru izpakošana %1
Делаю скриншот.	Daru screenshot.
Делаю скриншоты всех окон 1С.	Daru ekrānšāviņi visiem logiem 1C.
Длительность MP3 = 0. Файл=%1	Ilgums MP3 = 0. Fails=%1
Для <%1> не найдено документа основания	<%1> nav atrasts dokumenta pamats
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Lai radītu EPF jānosaka 1Script. Cmd ir jāveic komanda: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Lai izveidotu savienojumu ar nosaukumu <%1> mainīts ports savienojumam norādīto ostu jau ir tabulā savienojumus.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Pašreizējās tabulas šūnas <%1> pašreizējā vērtība ir vienāda ar <%2>, kā gaidīts <%3>
Для шага <%1> не найден EPF файл.	Soli <%1> nav atrasts EPF failu.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Elementa formas %1 pašreizējā vērtība ir vienāda ar <%2>, kā gaidīts <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Lai šūnas <%1> tabula <%2> pašreizējā vērtība ir vienāda ar <%3>, kā gaidīts <%4>
Добавил шаг: %1	Pievieno solis: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Ir jānodod vismaz 1 rinda
Должна оставаться строка подключения текущего клиента	Jāpaliek savienojuma virkne pašreizējo klientu
Должно быть передано 2 строки	Jāpārceļ 2 rindas
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Jānodod vismaz 2 rindiņas. Pirmā rinda ar vārdiem runātāji, otrā un šādus datus, lai pārbaudītu.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Lejupielādēt objekts.Vārds %1, Tips %2
Загрузил новую версию	Lejupielādēt jauno versiju
Загрузил снипеты из кеш	Lejupielādēt снипеты no kešatmiņu
Закладка с заголовком <%1> не найдена.	Grāmatzīme ar virsrakstu <%1> netika atrasta.
Закладка с именем <%1> не найдена.	Grāmatzīme ar nosaukumu <%1> netika atrasta.
Закончились фичи. Не стал назначать раннеру фичу.	Beidzās фичи. Nav kļuvusi piešķirt раннеру фичу.
Закрытие TestClient <%1>	Aizvērt TestClient <Par 1%>
Записал файл статуса билда: %1	Ieraksta failu statusu билда: %1
Записался корректный элемент.	Kareivji korekts elements.
Записываю %1	Ierakstu %1
Запись действий пользователя закончена.	Ierakstīšanas lietotāja darbībām pabeigta.
Запись действий пользователя начата.	Ierakstīšanas lietotāja darbībām uzsākta.
Запись действий пользователя приостановлена.	Ieraksts lietotāja darbība tiek apturēta.
Запись действий пользователя продолжена.	Ierakstīšanas lietotāja darbībām turpināta.
Запускаю генерацию epf.	Palaist ražošanas epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	Vērtība (%1) aizpildīts, kā tika gaidīts незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Vērtība (%1) nav aizpildīts, kā tika gaidīts piepildījums%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Vērtība [%1:%2]. Gaidīts <%3> un ir ieguvuši <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	Vērtība ir <par 1%> lielāks vai vienāds, nekā <%2>, kā gaidīts mazāk. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	Vērtība ir <par 1%> vairāk, nekā <%2>, kā jau bija gaidāms mazāks vai vienāds ar. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	Parametra vērtība %1: gaidījām <%2>, saņēmuši <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	Parametra vērtība %1: gaidījām apakšvirkni <%2>, <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Parametra vērtība taimauta gaidīšanas jābūt skaitu. Nosūtītā vērtība: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Aksesuāri <%1>: Meklējāt vērtība <%2>, bet nav atraduši.
Изменения формы обработаны.	Formas izmaiņas apstrādāti.
Изменилось имя формы: было: %1, стало: %2	Mainījies formas nosaukums: bija: %1, kļuva par: %2
имеет длину	garums
имеет тип	ir tips
Именованная область %1 не найдена;	Nosaukta apgabals %1 nav atrasta
ИмяКомпьютера <%1>; порт <%2>	Datoranosaukums <par 1%>
ИмяПроцедуры	Procedurename
ИмяФайла	Faila nosaukums
Искали в %1 подстроку %2, но не нашли.%3	Meklē %1 apakšvirkni %2, bet nav atraduši.%3
Исключение для просмотра значения.	Izņēmums, lai apskatītu vērtības.
Ищу снипеты в каталоге	Meklēju снипеты katalogā
Ищу сценарии в каталоге	Meklēju skriptu katalogā
Каталог <%1> не найден.	Katalogs <%1> nav atrasts.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Katalogs ЗаписьВидеоКаталогДляВременныхФайлов <%1> nav.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Katalogs ЗаписьВидеоКаталогДляВременныхФайлов <%1> nav norādīts.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML nav norādīts.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown nav norādīts.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты nav norādīts.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Poga panelī atvērto logu <%1> netika atrasta.
Кнопка панели разделов <%1> не найдена.	Poga paneļi starpsienas <%1> netika atrasta.
Кнопка с именем <%1> не найдена.	Poga ar nosaukumu <%1> netika atrasta.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Poga ar nosaukumu <%1> netika atrasta. ТекущееОкно=%2
кнопка, которую требуется нажать	poga, kuru nospiežot
Кнопка/команда с заголовком <%1> не найдена.	Poga/komanda ar nosaukumu <%1> netika atrasta.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Poga/komanda ar nosaukumu <%1> netika atrasta. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Sekunžu skaitu дял savienojumu TestClient: %1
Команда меню <%1> не найдена в панели функций.	Komanda izvēlne <%1> netika atrasta paneļa funkcijas.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Komanda ОстановитьЗаписьВидео atguvusi atgriešanās kods = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	Komanda apvienošanās mp3 nav izpildīta. Файл1=%1, Файл2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Komanda, kā iegūt failu sarakstu direktorijā neizdodas. Katalogs = %1
Команда системы реализована только под Windows.	Komanda sistēmas realizēta tikai zem Windows.
Константа %1 не заполнена.	Konstante "%1 " nav aizpildīta.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1 komandu:%2
между	starp
меньше	mazāk
меньше или равно	mazāks vai vienāds ar
Надо сделать перезапуск фреймворка тестирования.	Nepieciešams veikt restart фреймворка pārbaudes.
Найден активный элемент формы	Atrasts aktīvais elements formas
Найден упавший сценарий.	Atrasts uzkritis scenārijs.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Atrasts forma: ТекстЗаголовка=%1, Formas_nosaukums=%2. Logu <%3>
Найдено %1 окон.	Atrasts %1 logiem.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Atrasts vairāk nekā viena lauka formas ar nosaukumu <%1>. Ieteicams meklēt elementu ar nosaukumu.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Atrast tabulas rindas <%1>:%2
не	nav
Не верный формат области <%1>. %2	Nav pareizs formāts jomā <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Nav iespējams atvērt formu abstraktu objektu, norādiet saiti
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Ne visi pakalpojumu skaļruņi ir iestatīti. Pieprasījumā obligāti ir jābūt kolonnu %1
не выполнен	nav izpildīts
Не дождались отображения окна TestClient. Таймаут <%1>	Nav jāgaida displeja logu TestClient. Man. <par 1%>
Не задан регистратор для записей регистра %1. Переменная %2	Nav norādīts reģistrs ierakstu reģistra %1. Mainīgā %2
Не заполнен служебный параметр КаталогИнструментов.	Nav aizpildīts dienesta parametrs КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Nav zināms veids, parametru ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Neizmantot
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Nevaru izkraut statuss scenāriju, lomai, jo tika nodota katalogs, nevis failu.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Nevaru izkraut statuss scenāriju, lomai, jo direktorijā %1 neeksistē.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Nevaru сфомировать ziņojumu Allure. Nav direktoriju, lai saņemtu atskaiti.
Не найден Клиент тестирования для подключения..	Nav atrasts TestClient, lai izveidotu savienojumu.
Не найден активный элемент формы.	Nav atrasts aktīvais elements formas.
НЕ найден инструмент по созданию скриншотов.	NAV atrasts līdzeklis, lai izveidotu ekrānšāviņi.
Не найден каталог библиотеки: %1	Nav atrasts bibliotēkas katalogu: %1
Не найден каталог инструментов: %1	Nav atrasts instrumentu katalogs: %1
Не найден лог перегенерации EPF.	Nav atrasts log перегенерации EPF.
Не найден макет %1 ошибка: %2	Nav atrasts izkārtojums %1 kļūda: %2
Не найден перевод для шага <%1>	Nav atrasts tulkojums, lai soli <par 1%>
Не найден пользователь ИБ по имени <%1>	Nav atrasts lietotājs IB pēc nosaukuma <par 1%>
Не найден профиль Клиента тестирования <%1>	Nav atrasts profilu TestClient <par 1%>
Не найден путь к файлу JSON. Параметр: VBParams.	Nav atrasts ceļš JSON. Parametrs: VBParams.
Не найден тип шага <%1>	Nav atrasts veids soli <par 1%>
Не найден файл <%1>	Fails netika atrasts <par 1%>
Не найден файл макета <%1> в каталоге проекта <%2>	Nav atrasts failu izkārtojumu <%1> katalogā projekta <%2>
Не найден файл после распаковки: %1	Nav atrasts fails pēc izsaiņošanas: %1
Не найден файл словаря замен. <%1>	Fails netika atrasts vārdnīcā rotāciju. <%1>
Не найден файл служебной базы. <%1>	Fails netika atrasts dienesta bāzes. <%1>
Не найден файл толстого клиента <%1>	Fails netika atrasts bieza klienta <par 1%>
Не найден элемент дерева по данным поиска	Nav atrasts elements koka saskaņā ar meklēšanas
Не найден элемент Статистика на форме VB.	Nav atrasts elements Statistika formā VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Nav atrasts standarta izkārtojumu <%1>. Tukša projektu katalogs.
Не найдена активная форма.	Nav atrasts aktīvā forma.
Не найдена группа командного интерфейса <%1>	Nav atrasts grupa komandu interfeisa <par 1%>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Nav atrasts tabulas rindā ДанныеКлиентовТестирования ar <Name=Šis klients>
Не найдена строка примеров во вложенной структуре сценария. <%1>	Nav atrasta virkne piemēru pievienotajā struktūra scenārija. <%1>
Не найдена строка сценария.	Nav atrasta virkne scenāriju.
Не найдена таблица для редактирования.	Nav atrodama tabula, lai rediģētu.
Не найдена установка VLC.	Nav atrasts uzstādīšana VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Nav atrasts atslēgvārds <%1> valodas <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Nav atrasts neviens logi 1C. Veicu parasts screenshot.
Не найдено ни одного сообщения пользователю.	Nav atrasts neviens ziņu lietotājam.
Не найдено ни одного сценария. Запись видео невозможна.	Nav atrasts neviens scenāriju. Video ierakstīšana nav iespējama.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Nav atrasts neviens tabulas rindas testēšanas klientiem, kas satur <runner>
Не найдено окно VanessaAutomation в раннере %1	Nav atrasts logu VanessaBehavior uz раннере %1
Не найдено окно VanessaAutomation.	Nav atrasts logu VanessaBehavior.
Не найдено окно предупреждения.	Nav atrasts brīdinājuma logs.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Nav atradis vērtība aksesuārus pie spr: ИмяСпр=%1 Nosaukums=%2, ИмяРек=%3, СтроковокПредставление=%4
Не нашел колонку: %1	Nav atrasts kolonnu %1
Не нашел профиля TestClient с именем <%1>	Nav atrasts profila TestClient ar nosaukumu <par 1%>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	Nav atrasts profila TestClient ar nosaukumu <par 1%> lai gan viņš ir aktīvs brīdī.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	Nav atrasts profila TestClient ar nosaukumu <par 1%> lai to aizvērtu.
Не нашел путь к 1cv8c.exe: %1	Nav atraduši ceļu uz 1cv8c.exe: %1
Не нашли меню функций раздела.	Nav atrasts izvēlnes funkcijas sadaļā.
Не нашли окно с заголовком <%1>	Nav atrasts logs ar nosaukumu <par 1%>
Не нашли панель открытых окон.	Nav atrasts panelis atvērto logu.
Не нашли панель разделов.	Nav atrasts panelis starpsienas.
Не нашли профиль <%1> в таблице TestClient.	Nav atrasts profils <%1> tabulā TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Nav atrasts profils <%1> pieteikumu tiek pārbaudīta eksemplārā "Vanessa" -behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Nav atrasts starta režīmā <%1>. Iespējams, jums ir nepieciešams norādīt ar atstarpi, piemēram, "Pārvalda pieteikums"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Nav atrasts starta režīmā <%1>. Iespējams, jums ir nepieciešams norādīt ar atstarpi, piemēram, <Pārvalda pieteikums>
Не нашли таблицу с именем <%1>	Nav atrasts tabulu ar nosaukumu <par 1%>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Nav atrasts elements <%1> kolekcijas, bet gribētu, lai tas ir kolekcijas.%2
Не обнаружено активное окно.	Nav noteikta aktīvo logu.
Не ожиданное значение у переменной ТипСравнения: <%1>	Nav ожиданное nozīme ir mainīgs ТипСравнения: <%1>
Не описано действие для кнопки <%1>	Nav aprakstīts darbību pogas <par 1%>
Не определена фича для выполнения на раннере №0.	Nav noteikta фича, lai veiktu раннере nr. 0.
Не передан каталог фич для обработки. Используется %1\features	Nav nodots katalogs pazīmes, lai apstrādātu. Izmantots %1\features
Клиент тестирования не подключен.	Nav pievienots Testclient.
Не получилось закрыть активное окно. %1	Neizdevās aizvērt aktīvo logu. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Nav izdevies noteikt aktīvo logu TestClient no Konteksta.
Не получилось определить активное окно Клиента тестирования.	Nav izdevies noteikt aktīvo logu TestClient.
Не получилось получить значение таблицы <%1>	Nav izdevies iegūt vērtību tabulas <par 1%>
Не получилось прочитать параметр запуска.	Neizdevās nolasīt startēšanas opciju.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Nav sanācis izdarīt izvēli laukā <%1> vērtības <%2>. %3
Не получилось создать тестовый MP3	Nav sanācis izveidot testa MP3
Не реализовано.	Nav realizēts.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Nevarēja tabulā <%1> padarīt izvēlēties no saraksta izvēlētos <%2> rindā <%3>
Не смог выделить все строки в таблице <%1>. %2	Nevarēja izcelt visas tabulas rindas <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Nevarēja izpildīt komandu, lai iegūtu koordinātas uz ekrāna visus logus 1C uzdevumu joslā.
Не смог выполнить команду. <%1>	Nevarēja izpildīt komandu. <%1>
Не смог вычислить выражение: %1	Nevarēja aprēķināt: %1
Не смог загрузить %1. %2	Nevarēja ielādēt %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Nevarēja ielādēt bāzi no dt: %1. ПутьКDT: %2. Atgriešanas statusu: %3
Не смог загрузить снипеты из %1	Nevarēja ielādēt снипеты no %1
Не смог закрыть окно %1	Nevarēja aizvērt logu %1
Не смог закрыть окно повторно %1	Nevarēja aizvērt logu atkārtoti %1
Не смог запустить конфигуратор. <%1>	Nevarēja palaist konfigurātors. <%1>
