Строка поиска	Translation
В параметрах JSON не найден каталог Фич.	Dans les paramètres de JSON n'est pas trouvé le répertoire de Fich.
В переменной Контекст не обнаружено ранее сохраненное значение с именем <%1>	Dans une variable de Contexte n'est pas détecté précédemment enregistré le nom de valeur <%1>
В процедуру <УстановитьРезультатУсловия> передан неверный тип параметра <%1>. Ожидаемый тип: Булево.	Dans la procédure <УстановитьРезультатУсловия> transmis le mauvais type de paramètre <%1>. Attendu type: Booléen.
В результирующей таблице существуют две колонки с одинаковым заголовком: %1	Dans la table résultante, il existe deux colonnes avec le même titre: %1
В списке нет значения <%1>	Dans la liste n'ont pas de valeur <%1>
В строке <%1> не найдена подстрока <%2>	En ligne, <%1> n'est pas trouvée substr <%2>
В сценарии <%1> найден тег исключение <%2>	Dans le script <%1> trouvé l'exception de la balise <%2>
В сценарии <%1> найден тег отбор <%2>	Dans le script <%1> trouvé la balise de la sélection <%2>
В таблице <%1>  НЕ найдено значение %2, а оно должно было быть.	Dans la table <%1> n'a PAS trouvé la valeur de %de 2, et il devait être.
В таблице <%1>  нет колонки <%2>	Dans la table <%1> pas de colonne <%2>
В таблице <%1> в строке №%2 найдено значение %3, а его не должно было быть.	Dans la table <%1> dans la ligne n ° %2 valeur trouvée %3, elle ne devait pas être.
В таблице <%1> найдено <%2> значений. А ожидали <%3>. Имя колонки <%4>. Искомое значение <%5>	Dans la table <%1> <%2> valeurs. Et attendaient <%3>. Le nom de la colonne <%4>. La valeur <%5>
В таблице <%1> не найдено ни одной строки	Dans la table <%1> n'a pas trouvé une seule ligne de
В таблице <%1> не найдено ячейки с заголовком <%2>	Dans la table <%1> n'a pas trouvé de la cellule avec le titre <%2>
В таблице <%1> не найдены колонки: %2	Dans la table <%1> n'a pas trouvé de colonne: %2
В таблице <%1> не получилось активизировать поле <%2>.	Dans la table <%1> n'a pas résulté d'intensifier le champ <%2>.
В таблице <%1> нет строк для выбора.	Dans la table <%1> pas de lignes à sélectionner.
В таблице <%1> ожидали получить <%2> строк, а получили <%3> строк.	Dans la table <%1> attendu <%2> les lignes, et <%3> les lignes.
В таблице <%1> ожидали получить %2 %3 строк, а получили <%4> строк.	Dans la table <%1> attendiez %2 %3 lignes, et <%4> les lignes.
В таблице <%1> ожидали получить больше <%2> строк, а получили <%3> строк.	Dans la table <%1> attendions à obtenir plus de <%2> les lignes, et <%3> les lignes.
В таблице <%1> ожидали получить больше или равно <%2> строк, а получили <%3> строк.	Dans la table <%1> attendions à obtenir plus de ou égal à <%2> les lignes, et <%3> les lignes.
В таблице <%1> ожидали получить меньше <%2> строк, а получили <%3> строк.	Dans la table <%1> attendu <%2> les lignes, et <%3> les lignes.
В таблице <%1> ожидали получить меньше или равно <%2> строк, а получили <%3> строк.	Dans la table <%1> attendions à obtenir le plus petit ou égal à <%2> les lignes, et <%3> les lignes.
В таблице <%1> отсутствует колонка <%2>, указанная в параметрах.	Dans la table <%1> n'est pas la colonne <%2>, указанная dans les paramètres.
В таблице <%1> поле с заголовком <%2> не найдено.	Dans la table <%1> case <%2> introuvable.
В таблице <%1> поле с именем <%2> не найдено.	Dans la table <%1> le champ avec le nom de <%2> introuvable.
В таблице <%1> у поля <%2> ожидали открытия выпадающего списка, но не дождались.	Dans la table <%1> sur le parcours <%2> attendaient l'ouverture de la liste déroulante, mais n'a pas attendu.
В таблице не найдена колонка <%1>	Le tableau n'est pas trouvée colonne <%1>
В таблице параметров не было передано имя нового профиля. Колонка <Имя подключения>	Dans le tableau des paramètres n'a pas été reçu le nom du nouveau profil. La colonne <Nom de la connexion>
В таблице подключений уже есть подключение с именем <%1>	Dans le tableau de connexions déjà une connexion avec nom de <%1>
В табличном документе %1 колонок, а ожидалось %2 колонок.	Dans un document %1 colonnes, et attendu %2 colonnes.
В табличном документе %1 строк, а ожидалось %2 строк.	Dans un document %1 lignes, et attendu %2 lignes.
В табличном документе %1 строк, а ожидалось, что он пустой.	Dans un document %1 lignes, et attendu qu'il est vide.
В табличном документе в колонке <%1> значение не соответствует условию 'Значение в колонке %2 %3'. Текущее значение колонки <%4>. Ряд <%5>, колонка <%6>	Dans un document dans la colonne <%1> valeur ne correspond pas à la condition de 'Valeur dans la colonne %2 %3'. La valeur actuelle de la colonne <%4>. Un certain nombre de <%5> colonne <%6>
В табличном документе в колонке <%1> ожидали значение <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Dans un document dans la colonne <%1> s'attendaient à une valeur <%2>, et trouvé <%3>. Un certain nombre de <%4> colonne <%5>
В табличном документе в колонке <%1> ожидали, что не будет значения <%2>, а нашли <%3>. Ряд <%4>, колонка <%5>	Dans la grille d'un document dans la colonne <%1>, s'attendaient à une valeur <%2>, et trouvé <%3>. Un certain nombre de <%4> colonne <%5>
В табличном документе в колонке №%1 значение= <%2> , а ожидалось <%3>	Dans un document dans la colonne n ° %1 valeur= <%2> , et prévu <%3>
В табличном документе колонка <%1> не найдена.	Dans un document de colonne <%1> n'est pas trouvée.
В файле <%1> нашли строки, а ожидали, что их нет:%2	Dans le fichier <%1> des lignes, et attendions pas:%2
В файле <%1> не нашли строки, а ожидали, что они там есть:%2	Dans le fichier <%1> n'a pas trouvé les lignes, et attendaient, qu'ils sont là:%2
В фиче <%1> сценария <%2> найден тег исключение <%3>	Dans la fiche <%1> le script <%2> trouvé l'exception de la balise <%3>
В фиче <%1> сценария <%2> найден тег отбор <%3>	Dans la fiche <%1> le script <%2> trouvé la balise de la sélection <%3>
В шаг необходимо передавать таблицу Gherkin, в которой 2 или более строк.	Dans une étape indispensable de la table Gherkin, dans lequel 2 ou plusieurs lignes.
В эталонной таблице существуют две колонки с одинаковым заголовком: %1	Dans la table de référence, il existe deux colonnes avec le même titre: %1
ВерсияVA	ВерсияVA
ВерсияПлатформы	ВерсияПлатформы
Включите флаг <Включить отладочные сообщения> чтобы посмотреть выполняемые команды.	Activez l'indicateur <Inclure des messages de débogage> pour voir les commandes exécutées.
Внутреняя ошибка. Неполное заполнение дерева метаданных. Отсутствует объект, образующий тип - %1	Interne erreur. Incomplète de remplissage de l'arbre de métadonnées. Pas d'objet, forme de type %1
Внутреняя ошибка. Неполное заполнение структуры ссылочных типов - %1	Interne erreur. Incomplet de remplissage de la structure de référence des types d' - %1
Во вложенный сценарий <%1> было передано <%2> таблиц, а он принимает только <%3> таблиц.	Dans le sous-script <%1> a été transféré <%2> les tables, et il faut que <%3> les tables.
Возможно это обработка для обычных форм, а не для управляемых форм.	Peut-être c'est le traitement pour les formes, et non pour la gestion des formulaires.
Возможно это обработка для управляемых форм, а не для обычных форм.	Peut-être c'est le traitement pour les formes, et pas pour les formes.
Все проверки пройдены.	Tous les tests sont passés.
Вызов метода <%1>: %2	L'appel de la méthode <%1>: %2
Выпадающий список <%1> не был сформирован.	La liste déroulante <%1> n'a pas été formé.
Выпадающий список <%1> не открылся для ввода текста.	La liste déroulante <%1> n'est pas ouvert pour la saisie de texte.
Выпадающий список <%1>. Ожидали, что в нём будет текст %2, а получили %3.	La liste déroulante <%1>. Attendaient, que le texte %2, et a reçu %3.
Выпадающий список с заголовком <%1> не найден.	Une liste déroulante avec le titre <%1> n'a pas été trouvé.
Выпадающий список с именем <%1> не найден.	Une liste déroulante avec le nom <%1> n'a pas été trouvé.
Выполнение сценариев закончено. БЫЛИ ОШИБКИ.	L'exécution de scripts est fini. IL Y AVAIT DES ERREURS.
Выполнение сценариев закончено. Ошибок не было.	L'exécution de scripts est fini. Les erreurs n'était pas.
Выполняю	Effectue
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	L'expression <%1> était égale <%2>, et attendaient <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Le générateur de mise en page à partir de données réelles: je Ne sais pas gérer ce type de <%1>
ГолосовойДвижок - OK	ГолосовойДвижок - OK
Группа с заголовком <%1> не найдена.	Le groupe avec le titre <%1> n'est pas trouvée.
Группа с именем <%1> не найдена.	Le groupe avec le nom de <%1> n'est pas trouvée.
Данные по основному подключению Клиента тестирования перезаполнены.	Les données de base sur la connexion Testclient перезаполнены.
Данный шаг не работает с таблицами.	Cette étape ne fonctionne pas avec les tables.
ДатаВремяОшибки	ДатаВремяОшибки
Делаю общий скриншот.	Fais en général une capture d'écran.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	Fais un redémarrage de TESTCLIENT. ОписаниеОшибки=%1
Делаю распаковку %1	Fais le déballage %1
Делаю скриншот.	Fais une capture d'écran.
Делаю скриншоты всех окон 1С.	Fais des captures d'écran de toutes les fenêtres de 1S.
Длительность MP3 = 0. Файл=%1	La durée MP3 = 0. Fichier=%1
Для <%1> не найдено документа основания	<%1> n'a pas trouvé de document de la fondation
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	Pour la génération des EPF doit être installé 1Script. Dans le cmd la commande doit être exécutée: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Pour vous connecter avec le nom de <%1> modifié le port de connexion, le port spécifié existe déjà dans la table de connexions.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Pour le soutien de la cellule de la table <%1> valeur actuelle est <%2>, et attendaient <%3>
Для шага <%1> не найден EPF файл.	Pour l'étape <%1> n'a pas été trouvé EPF fichier.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Pour l'élément de formulaire %1 valeur actuelle est <%2>, et attendaient <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Pour la cellule <%1> table <%2> la valeur actuelle est <%3>, et attendaient <%4>
Добавил шаг: %1	Publié par étape: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	Doit être transmise au moins 1 ligne
Должна оставаться строка подключения текущего клиента	Doit rester une chaîne de connexion de votre client
Должно быть передано 2 строки	Doit être soumise à 2 lignes
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Doit être transmis au moins 2 lignes. La première ligne avec les noms de colonnes, le deuxième et les suivants - données de contrôle.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	Chargé de l'objet.Nom %1, %2
Загрузил новую версию	Téléchargé une nouvelle version
Загрузил снипеты из кеш	A mis extraits de cache
Закладка с заголовком <%1> не найдена.	Signet avec le titre <%1> n'est pas trouvée.
Закладка с именем <%1> не найдена.	Onglet avec le nom de <%1> n'est pas trouvée.
Закончились фичи. Не стал назначать раннеру фичу.	Terminé de fonctions. N'est pas devenu prescrire раннеру caractéristique.
Закрытие TestClient <%1>	Fermeture TestClient <%1>
Записал файл статуса билда: %1	Enregistré le fichier d'état de version du build devrait: %1
Записался корректный элемент.	Inscrit correct de l'élément.
Записываю %1	Inscris %1
Запись действий пользователя закончена.	L'enregistrement des actions de l'utilisateur terminé.
Запись действий пользователя начата.	L'enregistrement des actions de l'utilisateur commencé.
Запись действий пользователя приостановлена.	L'enregistrement des actions de l'utilisateur suspendu.
Запись действий пользователя продолжена.	L'enregistrement des actions de l'utilisateur poursuit.
Запускаю генерацию epf.	Lance la génération de l'epf.
Значение (%1) заполнено, а ожидалась незаполненность %2	La valeur (%1) est vide et était attendu незаполненность %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Valeur (%1) n'est pas rempli, et était attendu le taux d'occupation%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	La valeur [%1:%2]. Attendaient <%3> et <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	La valeur <%1> supérieur ou égal à <%2>, et prévu moins. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	La valeur <%1 à> supérieur à <%2>, et prévu est inférieur ou égal. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	La valeur du paramètre %1: attendions <%2>, <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	La valeur du paramètre %1: s'attendaient à une sous-chaîne <%2>, dans le <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	La valeur du paramètre de délai d'attente doit être un nombre. La valeur transmise est: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ЗначениеНеНайдено: Accessoires <%1>: Cherché la valeur <%2>, mais n'a pas trouvé.
Изменения формы обработаны.	Changement de la forme de traités.
Изменилось имя формы: было: %1, стало: %2	A changé le nom de la forme: a: %1, est devenu: %2
имеет длину	a une longueur de
имеет тип	est de type
Именованная область %1 не найдена;	Nommée zone %1 n'est pas trouvée
ИмяКомпьютера <%1>; порт <%2>	Computername <%1>
ИмяПроцедуры	Procedurename
ИмяФайла	Nomfichier
Искали в %1 подстроку %2, но не нашли.%3	Cherché %1 sous-chaîne %2, mais n'a pas trouvé.%3
Исключение для просмотра значения.	Une exception pour afficher la valeur.
Ищу снипеты в каталоге	Je cherche extraits dans le répertoire
Ищу сценарии в каталоге	Je cherche des scripts dans le répertoire
Каталог <%1> не найден.	Le répertoire <%1> n'a pas été trouvé.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Catalogue ЗаписьВидеоКаталогДляВременныхФайлов <%1> n'existe pas.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Catalogue ЗаписьВидеоКаталогДляВременныхФайлов <%1> n'est pas spécifié.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML n'est pas spécifié.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown n'est pas spécifié.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты n'est pas spécifié.
КаталогДляОбработки=%1	КаталогДляОбработки=%1
Кнопка панели открытых окон <%1> не найдена.	Le bouton de la barre des fenêtres ouvertes <%1> n'est pas trouvée.
Кнопка панели разделов <%1> не найдена.	Le bouton de la barre des sections <%1> n'est pas trouvée.
Кнопка с именем <%1> не найдена.	Bouton avec le nom de <%1> n'est pas trouvée.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	Bouton avec le nom de <%1> n'est pas trouvée. ТекущееОкно=%2
кнопка, которую требуется нажать	un bouton qu'il faut cliquer
Кнопка/команда с заголовком <%1> не найдена.	Bouton/commande avec le titre <%1> n'est pas trouvée.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Bouton/commande avec le titre <%1> n'est pas trouvée. ТекущееОкно=%2
Количество секунд дял подключения TestClient: %1	Le nombre de secondes pour se connecter TestClient: %1
Команда меню <%1> не найдена в панели функций.	La commande de menu <%1> n'est pas trouvée dans la barre de fonctions.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	L'équipe de ОстановитьЗаписьВидео a renvoyé le code de retour = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	L'équipe de la réunification de mp3 n'est pas exécutée. Fichier1=%1, Fichier2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	L'équipe de l'obtention de la liste des fichiers d'un répertoire n'est pas exécutée. Catalogue = %1
Команда системы реализована только под Windows.	La commande du système réalisé uniquement sous Windows.
Константа %1 не заполнена.	La constante %1 n'est pas remplie.
КопироватьФайлКомандаСистемы:%1 команда:%2	КопироватьФайлКомандаСистемы:%1:%2
между	entre
меньше	moins
меньше или равно	inférieur ou égal à
Надо сделать перезапуск фреймворка тестирования.	Il faut faire un redémarrage du framework de test.
Найден активный элемент формы	Internet a été trouvé un élément actif de la forme
Найден упавший сценарий.	Trouvé le tombé le script.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Trouvé la forme: ТекстЗаголовка=%1, Nomformulaire=%2. La fenêtre <%3>
Найдено %1 окон.	Trouvé %1 fenêtres.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Trouvé plus d'un champ de formulaire avec le titre <%1>. Il est recommandé de rechercher un élément par son nom.
НачатьЗаписьДействийПользователя:%1	НачатьЗаписьДействийПользователя:%1
Нашли строки в таблице <%1>:%2	Trouvez une ligne dans la table <%1>:%2
не	pas
Не верный формат области <%1>. %2	N'est pas valide <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Pas possible d'ouvrir la forme abstraite d'un objet, indiquez le lien
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Pas tous les types de colonnes sont spécifiées. Dans la requête doivent être de la colonne %1
не выполнен	n'a pas été exécuté
Не дождались отображения окна TestClient. Таймаут <%1>	N'a pas attendu l'affichage de la fenêtre TestClient. Timeout <%1>
Не задан регистратор для записей регистра %1. Переменная %2	Ne spécifiez pas de bureau d'enregistrement pour les entrées de registre %1. La variable %2
Не заполнен служебный параметр КаталогИнструментов.	N'a pas rempli le service de l'option КаталогИнструментов.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Type de paramètre dans ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	Ne pas utiliser
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Je ne peux pas décharger le statut de script, car a transmis le répertoire, pas de fichier.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Je ne peux pas décharger le statut des scénarios, car le répertoire %1 n'existe pas.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Je ne peux pas сфомировать le rapport de l'Allure. Il n'existe pas de répertoire pour la sortie du rapport.
Не найден Клиент тестирования для подключения..	N'a pas été trouvé TestClient pour la connexion.
Не найден активный элемент формы.	N'a pas été trouvé un élément actif de la forme.
НЕ найден инструмент по созданию скриншотов.	PAS trouvé un outil de création de captures d'écran.
Не найден каталог библиотеки: %1	Pas trouvé le catalogue de la bibliothèque: %1
Не найден каталог инструментов: %1	Pas trouvé un répertoire d'outils: %1
Не найден лог перегенерации EPF.	Pas trouvé de log перегенерации de l'EPF.
Не найден макет %1 ошибка: %2	Pas trouvé de mise en page %1 erreur: %2
Не найден перевод для шага <%1>	Pas trouvé de traduction pour l'étape <%1>
Не найден пользователь ИБ по имени <%1>	N'est pas trouvé, l'utilisateur de l'IB par le nom de <%1>
Не найден профиль Клиента тестирования <%1>	Pas trouvé un profil de TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	Pas trouvé le chemin d'accès à un fichier JSON. Option: VBParams.
Не найден тип шага <%1>	Pas trouvé le type de l'étape <%1>
Не найден файл <%1>	Pas trouvé le fichier <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	Pas trouvé le fichier de mise en page <%1> dans le répertoire <%2>
Не найден файл после распаковки: %1	Fichier introuvable après la décompression: %1
Не найден файл словаря замен. <%1>	Pas trouvé le fichier de dictionnaire de remplacement. <%1>
Не найден файл служебной базы. <%1>	Pas trouvé le fichier de gestion de la base. <%1>
Не найден файл толстого клиента <%1>	Pas trouvé le fichier client lourd <%1>
Не найден элемент дерева по данным поиска	Ne trouve pas l'élément de l'arbre sur les données de recherche
Не найден элемент Статистика на форме VB.	N'a pas été trouvé un élément de Statistiques sur le formulaire VB.
Не найден эталон макета <%1>. Пустой каталог проекта.	Pas trouvé le gabarit de présentation <%1>. Vide le répertoire du projet.
Не найдена активная форма.	Pas trouvé la forme active.
Не найдена группа командного интерфейса <%1>	N'est pas trouvée, le groupe de l'interface de commande <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	Pas de la chaîne trouvée dans la table ДанныеКлиентовТестирования avec <Nom=Ce client>
Не найдена строка примеров во вложенной структуре сценария. <%1>	N'est pas une chaîne d'exemples dans le sous-structure d'un script. <%1>
Не найдена строка сценария.	Pas trouvé la ligne de scénario.
Не найдена таблица для редактирования.	Pas trouvé le tableau pour l'édition.
Не найдена установка VLC.	Pas trouvé d'installation de VLC.
Не найдено ключевое слово <%1>  для языка <%2>	Pas trouvé le mot-clé <%1> pour <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	Pas trouvé une seule fenêtre de 1S. Fais une capture d'écran normal.
Не найдено ни одного сообщения пользователю.	Pas trouvé un seul message à l'utilisateur.
Не найдено ни одного сценария. Запись видео невозможна.	Pas trouvé un seul script. L'enregistrement vidéo n'est pas possible.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Pas une seule ligne dans la table des clients de test contenant un <dauphine>
Не найдено окно VanessaAutomation в раннере %1	Pas trouvé de dialogue VanessaBehavior dans раннере %1
Не найдено окно VanessaAutomation.	Pas trouvé de dialogue VanessaBehavior.
Не найдено окно предупреждения.	Pas trouvé de dialogue d'avertissement.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	N'ai pas trouvé la valeur des accessoires de gtm: ИмяСпр=%1, Nom=%2, Nom=%3, СтроковокПредставление=%4
Не нашел колонку: %1	N'ai pas trouvé la colonne: %1
Не нашел профиля TestClient с именем <%1>	N'ai pas trouvé un profil de TestClient avec le nom <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	N'ai pas trouvé un profil de TestClient avec le nom <%1> bien qu'il doit être actif en ce moment.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	N'ai pas trouvé un profil de TestClient avec le nom <%1> pour la fermer.
Не нашел путь к 1cv8c.exe: %1	N'a pas trouvé le chemin 1cv8c.exe: %1
Не нашли меню функций раздела.	N'a pas trouvé le menu de fonctions de partition.
Не нашли окно с заголовком <%1>	N'ont pas trouvé de dialogue avec le titre <%1>
Не нашли панель открытых окон.	N'a pas trouvé la barre des fenêtres ouvertes.
Не нашли панель разделов.	N'avez pas trouvé le panneau de partition.
Не нашли профиль <%1> в таблице TestClient.	Pas trouvé un profil de <%1> dans la table TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	N'ont pas trouvé un profil de <%1> testé une instance de Vanessa-behavior.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	N'avez pas trouvé le mode de démarrage <%1>. Peut-être, vous devez spécifier l'espace, par exemple, "Guide d'application"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	N'avez pas trouvé le mode de démarrage <%1>. Peut-être, vous devez spécifier l'espace, par exemple, <Guide d'application>
Не нашли таблицу с именем <%1>	N'ont pas trouvé de tableau avec le nom de <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	N'avez pas trouvé l'élément <%1> dans la collection, et voulaient qu'il a été dans la collection.%2
Не обнаружено активное окно.	N'est pas détecté dans la fenêtre active.
Не ожиданное значение у переменной ТипСравнения: <%1>	Ne ожиданное la valeur de la variable ТипСравнения: <%1>
Не описано действие для кнопки <%1>	N'est pas décrit d'action pour le bouton <%1>
Не определена фича для выполнения на раннере №0.	N'est pas définie ficha pour l'exécution раннере n ° 0.
Не передан каталог фич для обработки. Используется %1\features	Ce n'est pas transmise répertoire fich pour le traitement. Utilisation de %1\features
Клиент тестирования не подключен.	N'est pas connecté Testclient.
Не получилось закрыть активное окно. %1	Pas réussi à fermer la fenêtre active. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Pas réussi à déterminer la fenêtre active TestClient à partir du Contexte.
Не получилось определить активное окно Клиента тестирования.	Pas réussi à déterminer la fenêtre active TestClient.
Не получилось получить значение таблицы <%1>	Pas réussi à obtenir la valeur de la table <%1>
Не получилось прочитать параметр запуска.	Pas réussi à lire le paramètre de démarrage.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Pas réussi à faire la sélection dans le champ <%1> valeur <%2>. %3
Не получилось создать тестовый MP3	Pas réussi à créer un MP3
Не реализовано.	Pas mis en œuvre.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	N'a pas pu dans la table <%1> faire choisir parmi une liste de choix <%2> ligne <%3>
Не смог выделить все строки в таблице <%1>. %2	N'a pas pu allouer de toutes les lignes dans la table <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	N'a pas pu exécuter la commande sur l'obtention de coordonnées sur l'écran toutes les fenêtres de 1S dans la barre des tâches.
Не смог выполнить команду. <%1>	N'a pas pu exécuter la commande. <%1>
Не смог вычислить выражение: %1	N'a pas pu calculer l'expression: %1
Не смог загрузить %1. %2	N'a pas pu charger %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	N'a pas pu télécharger la base de données de dt: %1. ПутьКDT: %2. Le statut de retour: %3
Не смог загрузить снипеты из %1	N'a pas pu télécharger des extraits de %1
Не смог закрыть окно %1	N'a pas pu fermer l' %1
Не смог закрыть окно повторно %1	N'a pas pu fermer la fenêtre de re %1
Не смог запустить конфигуратор. <%1>	N'a pas pu démarrer le configurateur. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	N'a pas pu, à partir des paramètres passés JSON pour déterminer le répertoire du rapport de l'Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	N'a pas pu, à partir des paramètres passés JSON pour déterminer le répertoire de rapport CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	N'a pas pu, à partir des paramètres passés JSON pour déterminer le répertoire de rapport de jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	N'a pas pu trouver de données pour la connexion d'un profil de client de test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	N'a pas pu trouver le module de code du formulaire dans un fichier ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	N'a pas pu trouver une liste de sélection.
