Строка поиска	Translation
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	The expression <%1> is equal to <%2>, and expected <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	Real data template generator: Cannot handle <%1> type
ГолосовойДвижок - OK	VoiceDriver is OK
Группа с заголовком <%1> не найдена.	The group with <%1> header is not found.
Группа с именем <%1> не найдена.	The group named <%1> is not found.
Данные по основному подключению Клиента тестирования перезаполнены.	Data for main Testclient connection have been refilled.
Данный шаг не работает с таблицами.	This step does not work with tables.
ДатаВремяОшибки	ErrorDateTime
Делаю общий скриншот.	Making common sreenshot.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	TESTCLIENT restart. ErrorDescription = %1
Делаю распаковку %1	Unpacking %1
Делаю скриншот.	Making the screenshot.
Делаю скриншоты всех окон 1С.	Making all 1C windows screenshots.
Длительность MP3 = 0. Файл=%1	MP3 duration is 0. File=%1
Для <%1> не найдено документа основания	<%1> The generation basis for <%1> is not found
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	1Script should be installed to generate EPF. Should run the command in cmd: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	Connection port has been changed for <%1> connection, specified port is present in connection table already.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	Current cell of <%1> table value is <%2>, and expected is <%3>
Для шага <%1> не найден EPF файл.	EPF file for <%1> step is not found.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	Current form attribute <%1> is <%2>, and expected is <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	Current cell <%1> of <%2> table value is <%3>, and expected is <%4>
Добавил шаг: %1	Adding the step: %1
ДобавитьСостояниеФормыTestclient:%1	AddFormStatusTestclient:%1
Должна быть передана минимум 1 строка	At least 1 line should be passed.
Должна оставаться строка подключения текущего клиента	Current client connection string should remain.
Должно быть передано 2 строки	2 lines should be passed.
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	Minimum 2 lines should be passed. First line contains column names, and the following lines contain data for verification.
ЗавершитьЗаписьДействийПользователя:%1	StopUserActionsRecording: %1
Загружен объект.Имя %1, Тип %2	Object has been uploaded. Name %1, Type %2
Загрузил новую версию	New version uploaded
Загрузил снипеты из кеш	Snippets from cache uploaded
Закладка с заголовком <%1> не найдена.	The tab with <%1> header is not found.
Закладка с именем <%1> не найдена.	The tab named <%1> is not found.
Закончились фичи. Не стал назначать раннеру фичу.	The features are over. Did not appoint the feature to the runner.
Закрытие TestClient <%1>	Closing TestClient <%1>
Записал файл статуса билда: %1	Recording build status file: %1
Записался корректный элемент.	The correct item has been recorded.
Записываю %1	Recording %1
Запись действий пользователя закончена.	User actions recording is finished.
Запись действий пользователя начата.	User actions recording is started.
Запись действий пользователя приостановлена.	User actions recording is paused.
Запись действий пользователя продолжена.	User actions recording is continued.
Запускаю генерацию epf.	Starting epf generation.
Значение (%1) заполнено, а ожидалась незаполненность %2	Value (%1) is filled, and blank value have been expected %2
Значение (%1) не заполнено, а ожидалась заполненность%2	Value (%1) is blank, and filled value have been expected %2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	Value [%1:%2]. Expected <%3>, got <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	The value <%1> is greater or equal <%2>, and expected less. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	The value <%1> is greater than <%2>, and expected less or equal. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	%1 Parameter value: expected <%2>, got <%3>;
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	%1 Parameter value: expected <%2> substring in <%3>;
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	Timeout parameter should be numeric. Passed value: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	ValueNotFound: <%1> attribute: Search value <%2> is not found.
Изменения формы обработаны.	Form changes are processed.
Изменилось имя формы: было: %1, стало: %2	Form name has been changed: before: %1, after: %2
имеет длину	has a length of
имеет тип	has a type of
Именованная область %1 не найдена;	Named area %1 is not found.
ИмяКомпьютера <%1>; порт <%2>	ComputerName <%1>; port <%2>
ИмяПроцедуры	ProcedureName
ИмяФайла	FileName
Искали в %1 подстроку %2, но не нашли.%3	Search substring %2 is not found in %1.%3
Исключение для просмотра значения.	Value view exception.
Ищу снипеты в каталоге	Looking for snippets in the directory
Ищу сценарии в каталоге	Looking for scripts in the directory
Каталог <%1> не найден.	Directory <%1> is not found.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	Directory VideoRecordingForTempFiles <%1> does not exist.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	Directory VideoRecordingForTempFiles <%1> is not specified.
КаталогOutputИнструкцияHTML не задан.	Directory OutputHTMLInstruction is not specified.
КаталогOutputИнструкцияMarkdown не задан.	Directory OutputMarkdownInstruction is not specified.
КаталогOutputСкриншоты не задан.	Directory OutputScreenshots is not specified.
КаталогДляОбработки=%1	ProcessingDirectory = %1
Кнопка панели открытых окон <%1> не найдена.	Opened windows panel button <%1> is not found.
Кнопка панели разделов <%1> не найдена.	Section panel button <%1> is not found.
Кнопка с именем <%1> не найдена.	The button named <%1> is not found.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	The button named <%1> is not found. CurrentWindow=%2
кнопка, которую требуется нажать	the button to click
Кнопка/команда с заголовком <%1> не найдена.	The button/command with <%1> header is not found.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	The button/command with <%1> header is not found. CurrentWindow=%2
Количество секунд дял подключения TestClient: %1	Number of seconds to connect TestClient: %1
Команда меню <%1> не найдена в панели функций.	Menu command <%1> is not found in function panel.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	Command StopVideoRecording returns %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	mp3 merger command is not executed. File1=%1, File2=%2, File3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	Command of retrieving catalog files list failed. Directory = %1
Команда системы реализована только под Windows.	The system command is only implemented for Windows.
Константа %1 не заполнена.	Constant %1 is not filled.
КопироватьФайлКомандаСистемы:%1 команда:%2	CopyFileSystemCommand:%1 command:%2
между	between
меньше	less
меньше или равно	less or equal
Надо сделать перезапуск фреймворка тестирования.	Restart testing framework.
Найден активный элемент формы	Active attribute of the form is found.
Найден упавший сценарий.	Failed script is found.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	Form is found: HeaderText=%1, FormName=%2. Window <%3>
Найдено %1 окон.	Found %1 windows.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	Found more than one form field with <%1> header. It is recommended to search the attribute by name.
НачатьЗаписьДействийПользователя:%1	StartUserActionsRecording:%1
Нашли строки в таблице <%1>:%2	Found lines in <%1> table:%2
не	not
Не верный формат области <%1>. %2	Wrong format of <%1> area. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	Unable to open abstract object form, specify the link
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	Not all service columns are specified. The query should contain %1 columns
не выполнен	not executed
Не дождались отображения окна TestClient. Таймаут <%1>	TestClient window has not been displayed. Timeout <%1>
Не задан регистратор для записей регистра %1. Переменная %2	%1 register recordset recorder is not specified. Variable %2
Не заполнен служебный параметр КаталогИнструментов.	ToolsCatalog service directory is blank.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	Unknown parameter type in GetParameterPresentationTranslated() <%1>
Не использовать	Do not use
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	Script status upload failed: the directory has been passed instead of file.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	Script status upload failed: the directory %1 does not exist.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	Can't create Allure report. Directory for report output is not found.
Не найден Клиент тестирования для подключения..	TestClient to connect is not found.
Не найден активный элемент формы.	Active attribute of the form is not found.
НЕ найден инструмент по созданию скриншотов.	Screenshots tool is not found.
Не найден каталог библиотеки: %1	Library directory is not found: %1
Не найден каталог инструментов: %1	Tools directory is not found: %1
Не найден лог перегенерации EPF.	EPF regeneration log is not found.
Не найден макет %1 ошибка: %2	%1 template is not found, error: %2
Не найден перевод для шага <%1>	<%1> step translation is not found
Не найден пользователь ИБ по имени <%1>	<%1> infobase user is not found
Не найден профиль Клиента тестирования <%1>	TestClient <%1> profile is not found
Не найден путь к файлу JSON. Параметр: VBParams.	JSON file path is not found. Parameter: VBParams.
Не найден тип шага <%1>	<%1> step type is not found
Не найден файл <%1>	<%1> file is not found
Не найден файл макета <%1> в каталоге проекта <%2>	Template file <%1> is not found in project directory <%2>
Не найден файл после распаковки: %1	Unpacked file is not found: %1
Не найден файл словаря замен. <%1>	Replacements dictionary file is not found. <%1>
Не найден файл служебной базы. <%1>	Service base file is not found. <%1>
Не найден файл толстого клиента <%1>	Thick client file is not found. <%1>
Не найден элемент дерева по данным поиска	Tree element is not found by search data.
Не найден элемент Статистика на форме VB.	Statistics attribute is not found on VB form.
Не найден эталон макета <%1>. Пустой каталог проекта.	Standard template <%1> is not found. Empty project directory.
Не найдена активная форма.	Active form is not found.
Не найдена группа командного интерфейса <%1>	Command interface group <%1> is not found
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	The line with <Name = This client> is not found in TestClientsData
Не найдена строка примеров во вложенной структуре сценария. <%1>	Examples line is not found in nested sturcture of the script. <%1>
Не найдена строка сценария.	Script string is not found.
Не найдена таблица для редактирования.	Table to edit is not found.
Не найдена установка VLC.	VLC installation is not found.
Не найдено ключевое слово <%1>  для языка <%2>	Keyword <%1> for language <%2> is not found
Не найдено ни одного окна 1С. Делаю обычный скриншот.	1C windows are not found. Making common sreenshot.
Не найдено ни одного сообщения пользователю.	User messages are not found.
Не найдено ни одного сценария. Запись видео невозможна.	The scripts are not found. Video recording is unavailable.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	Line containing <runner> is not found in test clients table
Не найдено окно VanessaAutomation в раннере %1	VanessaBehavior window is not found in %1 runner
Не найдено окно VanessaAutomation.	VanessaBehavior window is not found.
Не найдено окно предупреждения.	Warning window is not found.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	Requisite value Not found the requisite value from the SPR: CatalogName=%1 Name=%2, AttrName=%3, StringPresentation=%4
Не нашел колонку: %1	Column is not found: %1
Не нашел профиля TestClient с именем <%1>	TestClient profile with the name <%1> is not found
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	TestClient profile with the name <%1> is not found. It should be active currently.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	TestClient profile with the name <%1> is not found
Не нашел путь к 1cv8c.exe: %1	1cv8c.exe path is not found: %1
Не нашли меню функций раздела.	Section functions menu is not found.
Не нашли окно с заголовком <%1>	Window with <%1> header is not found.
Не нашли панель открытых окон.	Open windows panel is not found.
Не нашли панель разделов.	Sections panel is not found.
Не нашли профиль <%1> в таблице TestClient.	Profile <%1> is not found in TestClient table.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	Profile <%1> is not found in tested Vanessa-behavior instance.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	Launch mode <%1> is not found. You may need to specify a space, e.g. "Managed application"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	Launch mode <%1> is not found. You may need to specify a space, e.g. <Managed application>
Не нашли таблицу с именем <%1>	Table named <%1> is not found.
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	Item <%1> is not found in the collection, and it expected to present in the collection.%2
Не обнаружено активное окно.	Active window is not found.
Не ожиданное значение у переменной ТипСравнения: <%1>	Unexpected value of CompatisonType variable: <%1>
Не описано действие для кнопки <%1>	Button <%1> action is not described
Не определена фича для выполнения на раннере №0.	Feature to execute on runner No. 0 is not specified.
Не передан каталог фич для обработки. Используется %1\features	Feature directory for processing is not passed. %1 features are used.
Клиент тестирования не подключен.	Testclient is not connected.
Не получилось закрыть активное окно. %1	Failed to close the active window. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	Failed to determine the active window of TestClient from Context.
Не получилось определить активное окно Клиента тестирования.	Failed to determine the active window of TestClient.
Не получилось получить значение таблицы <%1>	Failed to get <%1> table value
Не получилось прочитать параметр запуска.	Failed to read the launch parameter.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Failed to select <%2> value in <%1> field. %3
Не получилось создать тестовый MP3	Failed to create test MP3
Не реализовано.	Not implemented.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Failed to select from <%2> drop-down list in <%1> table by <%3> line
Не смог выделить все строки в таблице <%1>. %2	Failed to select all lines in <%1> table. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Failed to execute the command for getting all 1C windows coordinates on the screen
Не смог выполнить команду. <%1>	Command execution failed. <%1>
Не смог вычислить выражение: %1	Expression calculation failed: %1
Не смог загрузить %1. %2	Uploading %1 failed. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Base restoring from dt failed: %1. PathToDT: %2. Return status: %3
Не смог загрузить снипеты из %1	Snippets uploading from %1 failed
Не смог закрыть окно %1	%1 window closing failed
Не смог закрыть окно повторно %1	%1 window closing failed twice
Не смог запустить конфигуратор. <%1>	Designer launch failed. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Failed to define Allure report directory from passed JSON parameters.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Failed to define CucumberJson report directory from passed JSON parameters.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Failed to define jUnit report directory from passed JSON parameters.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Test client <%1> profile connection data missing
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Form module code is not found in FileNameFormUF file.
Не смог найти открытый конфигуратор.	Opened Designer is not found.
Не смог найти сохранненное значение по переменой <%1>	Saved value by <%1> variable is not found
Не смог обработать XML в UILogToScript.	Failed to process XML to UILogToScript.
Не смог обработать параметры в строке <%1>	Failed to process parameters in string <%1>
Не смог определить длительность у файла: %1	Failed to determine file duration: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Failed to determine NextExpectedKey by: %1
Не смог определить следующий шаг для выполнения.	Failed to determine the next step to perform.
Не смог определить тип значения для строки: %1	Failed to determine value type for the string: %1
Не смог перейти к строке фильтра <%1>	Failed to move to filter line <%1>
Не смог по переменной <%1> найти сохраненное значение.	Saved value is not found by <%1> variable.
Не смог подключить TestClient.	TestClient connection failed.
Не смог подключить TestClient. Прерывание по таймауту <%1>	TestClient connection failed. Timeout <%1> interruption
Не смог подключить обработку <%1>	Processor <%1> connection failed
Не смог подключить профиль TestClient <%1>	TestClient <%1> profile connection failed
Не смог подставить в строку параметры: <%1>	Failed to set parameters to the string: <%1>
Не смог получить данные файла <%1>	Failed to get <%1> file data
Не смог получить значение из строки запуска	Failed to get value from launch string
Не смог получить значение поля <%1> у таблицы <%2>.%3	Failed to get <%1> field value in <%2>table. %3
Не смог получить значение таблицы <%1>	Failed to get <%1> table value
Не смог получить значение табличного документа <%1>	Failed to retrieve %1 Spreadsheet Document value
Не смог получить количество строк у таблицы <%1>	Failed to get the number of <%1> table lines
Не смог получить макет %1	Failed to get <%1> template
Не смог получить состяние таблицы <%1>	Failed to get <%1> table status
Не смог получить строки таблицы <%1>	Failed to get <%1> table lines
Не смог получить строки таблицы.	Failed to get table lines.
Не смог получить строки ТЧ <%1>	Failed to get <%1> tabular section lines
Не смог получить строку сценария.	Failed to get script lines.
Не смог получить строку таблицы %1	Failed to get <%1> table line
Не смог получить форму текущего окна.	Failed to get current window form
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Failed to get TestedApplicationHomePage
Не смог поменять параметры шага местами <%1>	Failed to swap step parameters <%1>
Не смог преобразовать к числу PID=%1	Failed to convert to numeric PID = %1
Не смог распаковать %1	Failed to unpack %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Failed to select from <%1> drop-down list by line <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Script %1 copying is failed because it makes an infinite loop.
Не смог создать базу по строке: %1. Статус возврата: %2	Failed to create database by string: %1. Return status: %2
Не смог создать каталог для отчета Allure: %1	Failed to create the directory for Allure report: %1
Не смог создать каталог для отчета CucumberJson: %1	Failed to create the directory for CucumberJson report: %1
Не смог создать каталог для отчета jUnit: %1	Failed to create the directory for jUnit report: %1
Не смог создать объект сравнения файлов.	Failed to create file comparison object.
Не смог создать сервисные базы. Статус=%1	Failed to create service databases. Status=%1
Не смог удалить файл %1	Failed to delete file %1
Не смогли найти таблицу <%1> в активном окне.	<%1> table is not found in the active window
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Feature not uploaded: %1, because filter tags are not found.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Feature not uploaded: %1, because exception tags is found. %2
Не удалось авторизоваться в базе.	Failed to log in the database.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Loop finishing failed in <%1> seconds.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Document is not found by number <%1>. Type Document. %2
Не удалось перейти к нужной строке в таблице <%1>. %2	Unable to move to the required line in <%1> table. %2
Не удалось подключить COM объект <Shell.Application>	Failed to connect COM object <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Failed to connect COM object <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Failed to connect test client. %1
Не удалось подключить форма %1 по причине:%2	Failed to connect form %1, reason: %2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Failed to get TestClient launch timeout from %1 value. Default value has been used: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Failed to get timeout for asynchronous steps. Passed value: %1
Не указан каталог для формирования видео инструкции.	Video manual directory is not specified.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Platform version 8.3.10 or higher directory is not specified.
Не указана команада для выполнения скриншотов. Например <%1>	Screenshot command is not specified. For example <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Log file name is not specified in <FileNameErrorLog> parameter
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Log file name is not specified in <FileNameScriptLog> parameter
Не указано количество кадров.	Number of frames is not specified.
Не установлен ffmpeg.	ffmpeg is not installed.
Не установлен ImageMagic (convert.exe)	ImageMagic (convert.exe) is not installed
Не установлен ImageMagic (convert.exe).	ImageMagic (convert.exe) is not installed.
Не установлен oscript.	oscript is not installed.
Не установлен VLC 2.1.5.	VLC 2.1.5 is not installed.
Не установлен ГолосовойДвижок.	VoiceDriver is not installed.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Incorrect template is specified. Wrong column in the first line. Mandatory column named [%1] in not specified
Неверное число параметров в строке табилцы. Должно быть <	Invalid number of parameters at table line. Must be <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Invalid number of parameters at table line. Must be <%1> parameters, and found <%2> in the line.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Invalid search mode: Search mode is not supported. <%1> attribute: Search value <%2>
Неверный формат области <%1>	Invalid <%1> area format
Невидима	Invisible
Недоступна	Unavailable
